"uri","constituency type","ended date","gss code","label","os name","started date"
"http://data.parliament.uk/resources/146440","Borough","1983-06-09",,"Upminster",,"1974-02-28"
"http://data.parliament.uk/resources/146441","Borough","1997-05-01",,"Upminster",,"1983-06-09"
"http://data.parliament.uk/resources/146442","Borough","2010-05-06",,"Upminster","Upminster Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146443","County","1997-05-01",,"Upper Bann",,"1983-06-09"
"http://data.parliament.uk/resources/146444","County","2010-05-06",,"Upper Bann",,"1997-05-01"
"http://data.parliament.uk/resources/147276","County",,"N06000017","Upper Bann",,"2010-05-06"
"http://data.parliament.uk/resources/146445",,"1950-02-23",,"Upton",,"1918-12-14"
"http://data.parliament.uk/resources/146446",,"1950-02-23",,"Uxbridge",,"1918-12-14"
"http://data.parliament.uk/resources/146447",,"1974-02-28",,"Uxbridge",,"1950-02-23"
"http://data.parliament.uk/resources/146448","Borough","1983-06-09",,"Uxbridge",,"1974-02-28"
"http://data.parliament.uk/resources/146449","Borough","1997-05-01",,"Uxbridge",,"1983-06-09"
"http://data.parliament.uk/resources/146450","Borough","2010-05-06",,"Uxbridge","Uxbridge Boro Const","1997-05-01"
"http://data.parliament.uk/resources/147277","Borough",,"E14001007","Uxbridge and South Ruislip","Uxbridge and South Ruislip Boro Const","2010-05-06"
"http://data.parliament.uk/resources/147278","County",,"W07000060","Vale of Clwyd","Vale of Clwyd Co Const","2010-05-06"
"http://data.parliament.uk/resources/147279","County",,"W07000078","Vale of Glamorgan","Vale of Glamorgan Co Const","2010-05-06"
"http://data.parliament.uk/resources/146451","County","2010-05-06",,"Vale of Clwyd","Vale of Clwyd Co Const","1997-05-01"
"http://data.parliament.uk/resources/146452","County","1997-05-01",,"Vale of Glamorgan",,"1983-06-09"
"http://data.parliament.uk/resources/146453","County","2010-05-06",,"Vale of Glamorgan","Vale of Glamorgan Co Const","1997-05-01"
"http://data.parliament.uk/resources/146454","County","2010-05-06",,"Vale of York","Vale of York Co Const","1997-05-01"
"http://data.parliament.uk/resources/146455",,"1974-02-28",,"Vauxhall",,"1950-02-23"
"http://data.parliament.uk/resources/146456","Borough","1983-06-09",,"Vauxhall",,"1974-02-28"
"http://data.parliament.uk/resources/146457","Borough","1997-05-01",,"Vauxhall",,"1983-06-09"
"http://data.parliament.uk/resources/146458","Borough","2010-05-06",,"Vauxhall","Vauxhall Boro Const","1997-05-01"
"http://data.parliament.uk/resources/147280","Borough",,"E14001008","Vauxhall","Vauxhall Boro Const","2010-05-06"
"http://data.parliament.uk/resources/146459",,"1950-02-23",,"Wakefield",,"1918-12-14"
"http://data.parliament.uk/resources/146460",,"1974-02-28",,"Wakefield",,"1950-02-23"
"http://data.parliament.uk/resources/146461","Borough","1983-06-09",,"Wakefield",,"1974-02-28"
"http://data.parliament.uk/resources/146462","Borough","1997-05-01",,"Wakefield",,"1983-06-09"
"http://data.parliament.uk/resources/146463","County","2010-05-06",,"Wakefield","Wakefield Co Const","1997-05-01"
"http://data.parliament.uk/resources/147281","County",,"E14001009","Wakefield","Wakefield Co Const","2010-05-06"
"http://data.parliament.uk/resources/146464",,"1950-02-23",,"Wales University",,"1918-12-14"
"http://data.parliament.uk/resources/146465",,"1950-02-23",,"Wallasey",,"1918-12-14"
"http://data.parliament.uk/resources/146466",,"1974-02-28",,"Wallasey",,"1950-02-23"
"http://data.parliament.uk/resources/146467","Borough","1983-06-09",,"Wallasey",,"1974-02-28"
"http://data.parliament.uk/resources/146468","Borough","1997-05-01",,"Wallasey",,"1983-06-09"
"http://data.parliament.uk/resources/146469","Borough","2010-05-06",,"Wallasey","Wallasey Boro Const","1997-05-01"
"http://data.parliament.uk/resources/147282","Borough",,"E14001010","Wallasey","Wallasey Boro Const","2010-05-06"
"http://data.parliament.uk/resources/146470",,"1950-02-23",,"Wallsend",,"1918-12-14"
"http://data.parliament.uk/resources/146471",,"1974-02-28",,"Wallsend",,"1950-02-23"
"http://data.parliament.uk/resources/146472","Borough","1983-06-09",,"Wallsend",,"1974-02-28"
"http://data.parliament.uk/resources/146473","Borough","1997-05-01",,"Wallsend",,"1983-06-09"
"http://data.parliament.uk/resources/146474",,"1950-02-23",,"Walsall",,"1918-12-14"
"http://data.parliament.uk/resources/146475",,"1955-05-26",,"Walsall",,"1950-02-23"
"http://data.parliament.uk/resources/146476",,"1974-02-28",,"Walsall North",,"1955-05-26"
"http://data.parliament.uk/resources/146477","Borough","1983-06-09",,"Walsall North",,"1974-02-28"
"http://data.parliament.uk/resources/146478","Borough","1997-05-01",,"Walsall North",,"1983-06-09"
"http://data.parliament.uk/resources/146479","Borough","2010-05-06",,"Walsall North","Walsall North Boro Const","1997-05-01"
"http://data.parliament.uk/resources/147283","Borough",,"E14001011","Walsall North","Walsall North Boro Const","2010-05-06"
"http://data.parliament.uk/resources/146480",,"1974-02-28",,"Walsall South",,"1955-05-26"
"http://data.parliament.uk/resources/146481","Borough","1983-06-09",,"Walsall South",,"1974-02-28"
"http://data.parliament.uk/resources/146482","Borough","1997-05-01",,"Walsall South",,"1983-06-09"
"http://data.parliament.uk/resources/146483","Borough","2010-05-06",,"Walsall South","Walsall South Boro Const","1997-05-01"
