"uri","constituency type","ended date","gss code","label","os name","started date"
"http://data.parliament.uk/resources/143461",,"1950-02-23",,"Aberavon",,"1918-12-14"
"http://data.parliament.uk/resources/143462",,"1974-02-28",,"Aberavon",,"1950-02-23"
"http://data.parliament.uk/resources/143463","County","1983-06-09",,"Aberavon",,"1974-02-28"
"http://data.parliament.uk/resources/143464","County","1997-05-01",,"Aberavon",,"1983-06-09"
"http://data.parliament.uk/resources/143465","County","2010-05-06",,"Aberavon","Aberavon Co Const","1997-05-01"
"http://data.parliament.uk/resources/146747","County",,"W07000049","Aberavon",,"2010-05-06"
"http://data.parliament.uk/resources/146748","County",,"W07000058","Aberconwy","Aberconwy Co Const","2010-05-06"
"http://data.parliament.uk/resources/143466",,"1974-02-28",,"Aberdare",,"1950-02-23"
"http://data.parliament.uk/resources/143467","Borough","1983-06-09",,"Aberdare",,"1974-02-28"
"http://data.parliament.uk/resources/143468","Borough","2005-05-05",,"Aberdeen Central","Aberdeen Central Burgh Const","1997-05-01"
"http://data.parliament.uk/resources/143469",,"1950-02-23",,"Aberdeen North",,"1918-12-14"
"http://data.parliament.uk/resources/143470",,"1974-02-28",,"Aberdeen North",,"1950-02-23"
"http://data.parliament.uk/resources/143471","Borough","1983-06-09",,"Aberdeen North",,"1974-02-28"
"http://data.parliament.uk/resources/143472","Borough","1997-05-01",,"Aberdeen North",,"1983-06-09"
"http://data.parliament.uk/resources/143473","Borough","2005-05-05",,"Aberdeen North","Aberdeen North Burgh Const","1997-05-01"
"http://data.parliament.uk/resources/143474","Borough",,"S14000001","Aberdeen North","Aberdeen North Burgh Const","2005-04-05"
"http://data.parliament.uk/resources/143475",,"1950-02-23",,"Aberdeen South",,"1918-12-14"
"http://data.parliament.uk/resources/143476",,"1974-02-28",,"Aberdeen South",,"1950-02-23"
"http://data.parliament.uk/resources/143477","Borough","1983-06-09",,"Aberdeen South",,"1974-02-28"
"http://data.parliament.uk/resources/143478","Borough","1997-05-01",,"Aberdeen South",,"1983-06-09"
"http://data.parliament.uk/resources/143479","Borough","2005-05-05",,"Aberdeen South","Aberdeen South Burgh Const","1997-05-01"
"http://data.parliament.uk/resources/143480","Borough",,"S14000002","Aberdeen South","Aberdeen South Burgh Const","2005-04-05"
"http://data.parliament.uk/resources/146556","County",,"S14000058","West Aberdeenshire and Kincardine","West Aberdeenshire and Kincardine Co Const","2005-04-05"
"http://data.parliament.uk/resources/143481",,"1950-02-23",,"Aberdeenshire and Kincardineshire, Central",,"1918-12-14"
"http://data.parliament.uk/resources/143482",,"1950-02-23",,"Aberdeenshire and Kincardineshire, Eastern",,"1918-12-14"
"http://data.parliament.uk/resources/143483",,"1950-02-23",,"Aberdeenshire and Kincardineshire, Kincardine and Western",,"1918-12-14"
"http://data.parliament.uk/resources/143484",,"1950-02-23",,"Abertillery",,"1918-12-14"
"http://data.parliament.uk/resources/143485",,"1974-02-28",,"Abertillery",,"1950-02-23"
"http://data.parliament.uk/resources/143486","County","1983-06-09",,"Abertillery",,"1974-02-28"
"http://data.parliament.uk/resources/143487",,"1950-02-23",,"Abingdon",,"1918-12-14"
"http://data.parliament.uk/resources/143488",,"1974-02-28",,"Abingdon",,"1950-02-23"
"http://data.parliament.uk/resources/143489","County","1983-06-09",,"Abingdon",,"1974-02-28"
"http://data.parliament.uk/resources/143490",,"1950-02-23",,"Accrington",,"1918-12-14"
"http://data.parliament.uk/resources/143491",,"1974-02-28",,"Accrington",,"1950-02-23"
"http://data.parliament.uk/resources/143492","Borough","1983-06-09",,"Accrington",,"1974-02-28"
"http://data.parliament.uk/resources/143493",,"1950-02-23",,"Acton",,"1918-12-14"
"http://data.parliament.uk/resources/143494",,"1974-02-28",,"Acton",,"1950-02-23"
"http://data.parliament.uk/resources/143495","Borough","2005-05-05",,"Airdrie & Shotts","Airdrie and Shotts Burgh Const","1997-05-01"
"http://data.parliament.uk/resources/143496","County",,"S14000003","Airdrie and Shotts","Airdrie and Shotts Co Const","2005-04-05"
"http://data.parliament.uk/resources/143497",,"1950-02-23",,"Aldershot",,"1918-12-14"
"http://data.parliament.uk/resources/143498",,"1974-02-28",,"Aldershot",,"1950-02-23"
"http://data.parliament.uk/resources/143499","County","1983-06-09",,"Aldershot",,"1974-02-28"
"http://data.parliament.uk/resources/143500","County","1997-05-01",,"Aldershot",,"1983-06-09"
"http://data.parliament.uk/resources/143501","County","2010-05-06",,"Aldershot","Aldershot Co Const","1997-05-01"
"http://data.parliament.uk/resources/146749","Borough",,"E14000530","Aldershot","Aldershot Boro Const","2010-05-06"
"http://data.parliament.uk/resources/143502","Borough","1983-06-09",,"Aldridge-Brownhills",,"1974-02-28"
"http://data.parliament.uk/resources/143503","Borough","1997-05-01",,"Aldridge-Brownhills",,"1983-06-09"
"http://data.parliament.uk/resources/143504","Borough","2010-05-06",,"Aldridge-Brownhills","Aldridge-Brownhills Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146750","Borough",,"E14000531","Aldridge-Brownhills","Aldridge-Brownhills Boro Const","2010-05-06"
"http://data.parliament.uk/resources/143505",,"1950-02-23",,"Altrincham",,"1918-12-14"
"http://data.parliament.uk/resources/143506",,"1950-02-23",,"Altrincham & Sale",,"1918-12-14"
"http://data.parliament.uk/resources/143507",,"1974-02-28",,"Altrincham & Sale",,"1950-02-23"
