"uri","constituency type","ended date","gss code","label","os name","started date"
"http://data.parliament.uk/resources/146818","Borough",,"E14000591","Brent Central","Brent Central Boro Const","2010-05-06"
"http://data.parliament.uk/resources/143880","Borough","1983-06-09",,"Brent East",,"1974-02-28"
"http://data.parliament.uk/resources/143881","Borough","1997-05-01",,"Brent East",,"1983-06-09"
"http://data.parliament.uk/resources/143882","Borough","2010-05-06",,"Brent East","Brent East Boro Const","1997-05-01"
"http://data.parliament.uk/resources/143883","Borough","1983-06-09",,"Brent North",,"1974-02-28"
"http://data.parliament.uk/resources/143884","Borough","1997-05-01",,"Brent North",,"1983-06-09"
"http://data.parliament.uk/resources/143885","Borough","2010-05-06",,"Brent North","Brent North Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146819","Borough",,"E14000592","Brent North","Brent North Boro Const","2010-05-06"
"http://data.parliament.uk/resources/143886","Borough","1983-06-09",,"Brent South",,"1974-02-28"
"http://data.parliament.uk/resources/143887","Borough","1997-05-01",,"Brent South",,"1983-06-09"
"http://data.parliament.uk/resources/143888","Borough","2010-05-06",,"Brent South","Brent South Boro Const","1997-05-01"
"http://data.parliament.uk/resources/143889",,"1950-02-23",,"Brentford & Chiswick",,"1918-12-14"
"http://data.parliament.uk/resources/143890",,"1974-02-28",,"Brentford & Chiswick",,"1950-02-23"
"http://data.parliament.uk/resources/143891","Borough","1997-05-01",,"Brentford & Isleworth",,"1983-06-09"
"http://data.parliament.uk/resources/143892","Borough","2010-05-06",,"Brentford & Isleworth","Brentford and Isleworth Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146820","Borough",,"E14000593","Brentford and Isleworth","Brentford and Isleworth Boro Const","2010-05-06"
"http://data.parliament.uk/resources/143893","County","1983-06-09",,"Brentwood & Ongar",,"1974-02-28"
"http://data.parliament.uk/resources/143894","County","1997-05-01",,"Brentwood & Ongar",,"1983-06-09"
"http://data.parliament.uk/resources/143895","County","2010-05-06",,"Brentwood & Ongar","Brentwood and Ongar Co Const","1997-05-01"
"http://data.parliament.uk/resources/146821","County",,"E14000594","Brentwood and Ongar","Brentwood and Ongar Co Const","2010-05-06"
"http://data.parliament.uk/resources/143896","County","1997-05-01",,"Bridgend",,"1983-06-09"
"http://data.parliament.uk/resources/143897","County","2010-05-06",,"Bridgend","Bridgend Co Const","1997-05-01"
"http://data.parliament.uk/resources/146822","County",,"W07000073","Bridgend","Bridgend Co Const","2010-05-06"
"http://data.parliament.uk/resources/143898",,"1950-02-23",,"Bridgwater",,"1918-12-14"
"http://data.parliament.uk/resources/143899",,"1974-02-28",,"Bridgwater",,"1950-02-23"
"http://data.parliament.uk/resources/143900","County","1983-06-09",,"Bridgwater",,"1974-02-28"
"http://data.parliament.uk/resources/143901","County","1997-05-01",,"Bridgwater",,"1983-06-09"
"http://data.parliament.uk/resources/143902","County","2010-05-06",,"Bridgwater","Bridgwater Co Const","1997-05-01"
"http://data.parliament.uk/resources/146823","County",,"E14000595","Bridgwater and West Somerset","Bridgwater and West Somerset Co Const","2010-05-06"
"http://data.parliament.uk/resources/143903",,"1974-02-28",,"Bridlington",,"1950-02-23"
"http://data.parliament.uk/resources/143904","County","1983-06-09",,"Bridlington",,"1974-02-28"
"http://data.parliament.uk/resources/143905","County","1997-05-01",,"Bridlington",,"1983-06-09"
"http://data.parliament.uk/resources/143906",,"1974-02-28",,"Brierley Hill",,"1950-02-23"
"http://data.parliament.uk/resources/143907",,"1950-02-23",,"Brigg",,"1918-12-14"
"http://data.parliament.uk/resources/143908",,"1974-02-28",,"Brigg",,"1950-02-23"
"http://data.parliament.uk/resources/143909","County","1997-05-01",,"Brigg & Cleethorpes",,"1983-06-09"
"http://data.parliament.uk/resources/143910","County","2010-05-06",,"Brigg & Goole","Brigg and Goole Co Const","1997-05-01"
"http://data.parliament.uk/resources/143911","County","1983-06-09",,"Brigg & Scunthorpe",,"1974-02-28"
"http://data.parliament.uk/resources/146824","County",,"E14000596","Brigg and Goole","Brigg and Goole Co Const","2010-05-06"
"http://data.parliament.uk/resources/143912",,"1974-02-28",,"Brighouse & Spenborough",,"1950-02-23"
"http://data.parliament.uk/resources/143913","Borough","1983-06-09",,"Brighouse & Spenborough",,"1974-02-28"
"http://data.parliament.uk/resources/143914",,"1974-02-28",,"Brighton, Kemptown",,"1950-02-23"
"http://data.parliament.uk/resources/143915","Borough","1983-06-09",,"Brighton, Kemptown",,"1974-02-28"
"http://data.parliament.uk/resources/143916","Borough","1997-05-01",,"Brighton, Kemptown",,"1983-06-09"
"http://data.parliament.uk/resources/143917","Borough","2010-05-06",,"Brighton, Kemptown","Brighton, Kemptown Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146825","Borough",,"E14000597","Brighton, Kemptown","Brighton, Kemptown Boro Const","2010-05-06"
"http://data.parliament.uk/resources/143918",,"1974-02-28",,"Brighton, Pavilion",,"1950-02-23"
"http://data.parliament.uk/resources/143919","Borough","1983-06-09",,"Brighton, Pavilion",,"1974-02-28"
"http://data.parliament.uk/resources/143920","Borough","1997-05-01",,"Brighton, Pavilion",,"1983-06-09"
"http://data.parliament.uk/resources/143921","Borough","2010-05-06",,"Brighton, Pavilion","Brighton, Pavilion Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146826","Borough",,"E14000598","Brighton, Pavilion","Brighton, Pavilion Boro Const","2010-05-06"
"http://data.parliament.uk/resources/143922",,"1974-02-28",,"Bristol Central",,"1950-02-23"
"http://data.parliament.uk/resources/143923","Borough","1997-05-01",,"Bristol East",,"1983-06-09"
"http://data.parliament.uk/resources/143924","Borough","2010-05-06",,"Bristol East","Bristol East Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146827","Borough",,"E14000599","Bristol East","Bristol East Boro Const","2010-05-06"
"http://data.parliament.uk/resources/143925",,"1974-02-28",,"Bristol North East",,"1950-02-23"
"http://data.parliament.uk/resources/143926","Borough","1983-06-09",,"Bristol North East",,"1974-02-28"
"http://data.parliament.uk/resources/143927",,"1974-02-28",,"Bristol North West",,"1950-02-23"
"http://data.parliament.uk/resources/143928","Borough","1983-06-09",,"Bristol North West",,"1974-02-28"
"http://data.parliament.uk/resources/143929","Borough","1997-05-01",,"Bristol North West",,"1983-06-09"
"http://data.parliament.uk/resources/143930","Borough","2010-05-06",,"Bristol North West","Bristol North West Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146828","Borough",,"E14000600","Bristol North West","Bristol North West Boro Const","2010-05-06"
"http://data.parliament.uk/resources/143931",,"1974-02-28",,"Bristol South",,"1950-02-23"
"http://data.parliament.uk/resources/143932","Borough","1983-06-09",,"Bristol South",,"1974-02-28"
"http://data.parliament.uk/resources/143933","Borough","1997-05-01",,"Bristol South",,"1983-06-09"
"http://data.parliament.uk/resources/143934","Borough","2010-05-06",,"Bristol South","Bristol South Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146829","Borough",,"E14000601","Bristol South","Bristol South Boro Const","2010-05-06"
"http://data.parliament.uk/resources/143935",,"1974-02-28",,"Bristol South East",,"1950-02-23"
"http://data.parliament.uk/resources/143936","Borough","1983-06-09",,"Bristol South East",,"1974-02-28"
"http://data.parliament.uk/resources/143937",,"1974-02-28",,"Bristol West",,"1950-02-23"
"http://data.parliament.uk/resources/143938","Borough","1983-06-09",,"Bristol West",,"1974-02-28"
"http://data.parliament.uk/resources/143939","Borough","1997-05-01",,"Bristol West",,"1983-06-09"
"http://data.parliament.uk/resources/143940","Borough","2010-05-06",,"Bristol West","Bristol West Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146830","Borough",,"E14000602","Bristol West","Bristol West Boro Const","2010-05-06"
"http://data.parliament.uk/resources/143941",,"1950-02-23",,"Brixton",,"1918-12-14"
"http://data.parliament.uk/resources/143942",,"1974-02-28",,"Brixton",,"1950-02-23"
"http://data.parliament.uk/resources/146831","County",,"E14000603","Broadland","Broadland Co Const","2010-05-06"
"http://data.parliament.uk/resources/143943",,"1950-02-23",,"Bromley",,"1918-12-14"
"http://data.parliament.uk/resources/143944",,"1974-02-28",,"Bromley",,"1950-02-23"
"http://data.parliament.uk/resources/143945","Borough","2010-05-06",,"Bromley & Chislehurst","Bromley and Chislehurst Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146832","Borough",,"E14000604","Bromley and Chislehurst","Bromley and Chislehurst Boro Const","2010-05-06"
"http://data.parliament.uk/resources/143946",,"1974-02-28",,"Bromsgrove",,"1950-02-23"
"http://data.parliament.uk/resources/143947","County","1997-05-01",,"Bromsgrove",,"1983-06-09"
"http://data.parliament.uk/resources/143948","County","2010-05-06",,"Bromsgrove","Bromsgrove Co Const","1997-05-01"
"http://data.parliament.uk/resources/146833","County",,"E14000605","Bromsgrove",,"2010-05-06"
"http://data.parliament.uk/resources/143949","County","1983-06-09",,"Bromsgrove & Redditch",,"1974-02-28"
"http://data.parliament.uk/resources/143950","Borough","1997-05-01",,"Broxbourne",,"1983-06-09"
"http://data.parliament.uk/resources/143951","Borough","2010-05-06",,"Broxbourne","Broxbourne Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146834","Borough",,"E14000606","Broxbourne",,"2010-05-06"
"http://data.parliament.uk/resources/143952",,"1950-02-23",,"Broxtowe",,"1918-12-14"
"http://data.parliament.uk/resources/143953",,"1955-05-26",,"Broxtowe",,"1950-02-23"
"http://data.parliament.uk/resources/143954","County","1997-05-01",,"Broxtowe",,"1983-06-09"
"http://data.parliament.uk/resources/143955","County","2010-05-06",,"Broxtowe","Broxtowe Co Const","1997-05-01"
"http://data.parliament.uk/resources/146835","County",,"E14000607","Broxtowe","Broxtowe Co Const","2010-05-06"
"http://data.parliament.uk/resources/143956",,"1950-02-23",,"Buckingham",,"1918-12-14"
"http://data.parliament.uk/resources/143957",,"1974-02-28",,"Buckingham",,"1950-02-23"
"http://data.parliament.uk/resources/143958","County","1983-06-09",,"Buckingham",,"1974-02-28"
"http://data.parliament.uk/resources/143959","County","1997-05-01",,"Buckingham",,"1983-06-09"
"http://data.parliament.uk/resources/143960","County","2010-05-06",,"Buckingham","Buckingham Co Const","1997-05-01"
"http://data.parliament.uk/resources/146836","County",,"E14000608","Buckingham","Buckingham Co Const","2010-05-06"
"http://data.parliament.uk/resources/143961",,"1950-02-23",,"Bucklow",,"1918-12-14"
