"uri","constituency type","ended date","gss code","label","os name","started date"
"http://data.parliament.uk/resources/145381","County","1997-05-01",,"Medway",,"1983-06-09"
"http://data.parliament.uk/resources/145382","County","2010-05-06",,"Medway","Medway Co Const","1997-05-01"
"http://data.parliament.uk/resources/145383","County","1997-05-01",,"Meirionnydd Nant Conwy",,"1983-06-09"
"http://data.parliament.uk/resources/145384","County","2010-05-06",,"Meirionnydd Nant Conwy","Meirionnydd Nant Conwy Co Const","1997-05-01"
"http://data.parliament.uk/resources/145385",,"1950-02-23",,"Melton",,"1918-12-14"
"http://data.parliament.uk/resources/145386",,"1974-02-28",,"Melton",,"1950-02-23"
"http://data.parliament.uk/resources/145387","County","1983-06-09",,"Melton",,"1974-02-28"
"http://data.parliament.uk/resources/147060","County",,"E14000811","Meon Valley","Meon Valley Co Const","2010-05-06"
"http://data.parliament.uk/resources/145388",,"1974-02-28",,"Meriden",,"1955-05-26"
"http://data.parliament.uk/resources/145389","County","1983-06-09",,"Meriden",,"1974-02-28"
"http://data.parliament.uk/resources/145390","County","1997-05-01",,"Meriden",,"1983-06-09"
"http://data.parliament.uk/resources/145391","County","2010-05-06",,"Meriden","Meriden Co Const","1997-05-01"
"http://data.parliament.uk/resources/147061","County",,"E14000812","Meriden","Meriden Co Const","2010-05-06"
"http://data.parliament.uk/resources/145392","County","1983-06-09",,"Merioneth",,"1974-02-28"
