"uri","constituency type","ended date","gss code","label","os name","started date"
"http://data.parliament.uk/resources/144298","County","2010-05-06",,"Delyn","Delyn Co Const","1997-05-01"
"http://data.parliament.uk/resources/146900","County",,"W07000042","Delyn",,"2010-05-06"
"http://data.parliament.uk/resources/144299",,"1950-02-23",,"Denbigh",,"1918-12-14"
"http://data.parliament.uk/resources/144300",,"1974-02-28",,"Denbigh",,"1950-02-23"
"http://data.parliament.uk/resources/144301","County","1983-06-09",,"Denbigh",,"1974-02-28"
"http://data.parliament.uk/resources/144302","Borough","1997-05-01",,"Denton & Reddish",,"1983-06-09"
"http://data.parliament.uk/resources/144303","Borough","2010-05-06",,"Denton & Reddish","Denton and Reddish Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146901","Borough",,"E14000661","Denton and Reddish","Denton and Reddish Boro Const","2010-05-06"
"http://data.parliament.uk/resources/144304",,"1950-02-23",,"Deptford",,"1918-12-14"
"http://data.parliament.uk/resources/144305",,"1974-02-28",,"Deptford",,"1950-02-23"
"http://data.parliament.uk/resources/144306",,"1950-02-23",,"Derby",,"1918-12-14"
"http://data.parliament.uk/resources/144307",,"1974-02-28",,"Derby North",,"1950-02-23"
"http://data.parliament.uk/resources/144308","Borough","1983-06-09",,"Derby North",,"1974-02-28"
"http://data.parliament.uk/resources/144309","Borough","1997-05-01",,"Derby North",,"1983-06-09"
"http://data.parliament.uk/resources/144310","Borough","2010-05-06",,"Derby North","Derby North Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146902","Borough",,"E14000662","Derby North","Derby North Boro Const","2010-05-06"
"http://data.parliament.uk/resources/144311",,"1974-02-28",,"Derby South",,"1950-02-23"
"http://data.parliament.uk/resources/144312","Borough","1997-05-01",,"Derby South",,"1983-06-09"
"http://data.parliament.uk/resources/144313","Borough","2010-05-06",,"Derby South","Derby South Boro Const","1997-05-01"
"http://data.parliament.uk/resources/146903","Borough",,"E14000663","Derby South","Derby South Boro Const","2010-05-06"
"http://data.parliament.uk/resources/146904","County",,"E14000664","Derbyshire Dales","Derbyshire Dales Co Const","2010-05-06"
"http://data.parliament.uk/resources/147064","County",,"E14000814","Mid Derbyshire","Mid Derbyshire Co Const","2010-05-06"
"http://data.parliament.uk/resources/147102","County",,"E14000843","North East Derbyshire","North East Derbyshire Co Const","2010-05-06"
"http://data.parliament.uk/resources/147199","County",,"E14000935","South Derbyshire","South Derbyshire Co Const","2010-05-06"
"http://data.parliament.uk/resources/144314",,"1950-02-23",,"Derbyshire, North Eastern",,"1918-12-14"
"http://data.parliament.uk/resources/144315",,"1950-02-23",,"Derbyshire, Southern",,"1918-12-14"
"http://data.parliament.uk/resources/144316",,"1950-02-23",,"Derbyshire, Western",,"1918-12-14"
"http://data.parliament.uk/resources/144317",,"1950-02-23",,"Devizes",,"1918-12-14"
"http://data.parliament.uk/resources/144318",,"1974-02-28",,"Devizes",,"1950-02-23"
"http://data.parliament.uk/resources/144319","County","1983-06-09",,"Devizes",,"1974-02-28"
"http://data.parliament.uk/resources/144320","County","1997-05-01",,"Devizes",,"1983-06-09"
"http://data.parliament.uk/resources/144321","County","2010-05-06",,"Devizes","Devizes Co Const","1997-05-01"
"http://data.parliament.uk/resources/146905","County",,"E14000665","Devizes","Devizes Co Const","2010-05-06"
"http://data.parliament.uk/resources/146858","County",,"E14000623","Central Devon","Central Devon Co Const","2010-05-06"
"http://data.parliament.uk/resources/146920","County",,"E14000678","East Devon","East Devon Co Const","2010-05-06"
"http://data.parliament.uk/resources/147096","County",,"E14000838","North Devon","North Devon Co Const","2010-05-06"
"http://data.parliament.uk/resources/147215","County",,"E14000950","South West Devon","South West Devon Co Const","2010-05-06"
