"","observation_path","chamber_path","constituency_path","observation_number","chamber_number","chamber_name","constituency_number","constituency_name","country_name","province_name"
"1","/chamber-1/constituency-1","/chamber-1","/chamber-1/constituency-1","1",1,"House of Commons","1","Aberavon","Wales",NA
"2","/chamber-1/constituency-2","/chamber-1","/chamber-1/constituency-2","2",1,"House of Commons","2","Aberconwy","Wales",NA
"3","/chamber-1/constituency-3","/chamber-1","/chamber-1/constituency-3","3",1,"House of Commons","3","Aberdare",NA,NA
"4","/chamber-1/constituency-4","/chamber-1","/chamber-1/constituency-4","4",1,"House of Commons","4","Aberdeen Central",NA,NA
"5","/chamber-1/constituency-5","/chamber-1","/chamber-1/constituency-5","5",1,"House of Commons","5","Aberdeen North","Scotland",NA
"6","/chamber-1/constituency-6","/chamber-1","/chamber-1/constituency-6","6",1,"House of Commons","6","Aberdeen South","Scotland",NA
"7","/chamber-1/constituency-7","/chamber-1","/chamber-1/constituency-7","7",1,"House of Commons","7","Aberdeenshire and Kincardineshire, Eastern",NA,NA
"8","/chamber-1/constituency-8","/chamber-1","/chamber-1/constituency-8","8",1,"House of Commons","8","Aberdeenshire and Kincardineshire, Kincardine and Western",NA,NA
"9","/chamber-1/constituency-9","/chamber-1","/chamber-1/constituency-9","9",1,"House of Commons","9","Abertillery",NA,NA
"10","/chamber-1/constituency-10","/chamber-1","/chamber-1/constituency-10","10",1,"House of Commons","10","Abingdon",NA,NA
"11","/chamber-1/constituency-11","/chamber-1","/chamber-1/constituency-11","11",1,"House of Commons","11","Accrington",NA,NA
"12","/chamber-1/constituency-12","/chamber-1","/chamber-1/constituency-12","12",1,"House of Commons","12","Acton",NA,NA
"13","/chamber-1/constituency-13","/chamber-1","/chamber-1/constituency-13","13",1,"House of Commons","13","Airdrie and Shotts","Scotland",NA
"14","/chamber-1/constituency-14","/chamber-1","/chamber-1/constituency-14","14",1,"House of Commons","14","Aldershot","England",NA
"15","/chamber-1/constituency-15","/chamber-1","/chamber-1/constituency-15","15",1,"House of Commons","15","Aldridge-Brownhills","England",NA
"16","/chamber-1/constituency-16","/chamber-1","/chamber-1/constituency-16","16",1,"House of Commons","16","Altrincham",NA,NA
"17","/chamber-1/constituency-17","/chamber-1","/chamber-1/constituency-17","17",1,"House of Commons","17","Altrincham and Sale",NA,NA
"18","/chamber-1/constituency-18","/chamber-1","/chamber-1/constituency-18","18",1,"House of Commons","18","Altrincham and Sale West","England",NA
"19","/chamber-1/constituency-19","/chamber-1","/chamber-1/constituency-19","19",1,"House of Commons","19","Alyn and Deeside","Wales",NA
"20","/chamber-1/constituency-20","/chamber-1","/chamber-1/constituency-20","20",1,"House of Commons","20","Amber Valley","England",NA
"21","/chamber-1/constituency-21","/chamber-1","/chamber-1/constituency-21","21",1,"House of Commons","21","Anglesey",NA,NA
"22","/chamber-1/constituency-22","/chamber-1","/chamber-1/constituency-22","22",1,"House of Commons","22","Angus","Scotland",NA
"23","/chamber-1/constituency-23","/chamber-1","/chamber-1/constituency-23","23",1,"House of Commons","23","Angus East",NA,NA
"24","/chamber-1/constituency-24","/chamber-1","/chamber-1/constituency-24","24",1,"House of Commons","24","Antrim",NA,NA
"25","/chamber-1/constituency-25","/chamber-1","/chamber-1/constituency-25","25",1,"House of Commons","25","Arfon","Wales",NA
"26","/chamber-1/constituency-26","/chamber-1","/chamber-1/constituency-26","26",1,"House of Commons","26","Arundel",NA,NA
"27","/chamber-1/constituency-27","/chamber-1","/chamber-1/constituency-27","27",1,"House of Commons","27","Arundel and Shoreham",NA,NA
"28","/chamber-1/constituency-28","/chamber-1","/chamber-1/constituency-28","28",1,"House of Commons","28","Arundel and South Downs","England",NA
"29","/chamber-1/constituency-29","/chamber-1","/chamber-1/constituency-29","29",1,"House of Commons","29","Ashfield","England",NA
"30","/chamber-1/constituency-30","/chamber-1","/chamber-1/constituency-30","30",1,"House of Commons","30","Ashford","England",NA
"31","/chamber-1/constituency-31","/chamber-1","/chamber-1/constituency-31","31",1,"House of Commons","31","Ashton-under-Lyne","England",NA
"32","/chamber-1/constituency-32","/chamber-1","/chamber-1/constituency-32","32",1,"House of Commons","32","Aylesbury","England",NA
"33","/chamber-1/constituency-33","/chamber-1","/chamber-1/constituency-33","33",1,"House of Commons","33","Ayr",NA,NA
"34","/chamber-1/constituency-34","/chamber-1","/chamber-1/constituency-34","34",1,"House of Commons","34","Ayr District of Burghs",NA,NA
"35","/chamber-1/constituency-35","/chamber-1","/chamber-1/constituency-35","35",1,"House of Commons","35","Ayr, Carrick and Cumnock","Scotland",NA
"36","/chamber-1/constituency-36","/chamber-1","/chamber-1/constituency-36","36",1,"House of Commons","36","Ayrshire and Bute, Bute and Northern",NA,NA
"37","/chamber-1/constituency-37","/chamber-1","/chamber-1/constituency-37","37",1,"House of Commons","37","Balham and Tooting",NA,NA
"38","/chamber-1/constituency-38","/chamber-1","/chamber-1/constituency-38","38",1,"House of Commons","38","Banbury","England",NA
"39","/chamber-1/constituency-39","/chamber-1","/chamber-1/constituency-39","39",1,"House of Commons","39","Banff",NA,NA
"40","/chamber-1/constituency-40","/chamber-1","/chamber-1/constituency-40","40",1,"House of Commons","40","Barking","England",NA
"41","/chamber-1/constituency-41","/chamber-1","/chamber-1/constituency-41","41",1,"House of Commons","41","Barkston Ash",NA,NA
"42","/chamber-1/constituency-42","/chamber-1","/chamber-1/constituency-42","42",1,"House of Commons","42","Barnard Castle",NA,NA
"43","/chamber-1/constituency-43","/chamber-1","/chamber-1/constituency-43","43",1,"House of Commons","43","Barnet",NA,NA
"44","/chamber-1/constituency-44","/chamber-1","/chamber-1/constituency-44","44",1,"House of Commons","44","Barnsley",NA,NA
"45","/chamber-1/constituency-45","/chamber-1","/chamber-1/constituency-45","45",1,"House of Commons","45","Barnsley Central","England",NA
"46","/chamber-1/constituency-46","/chamber-1","/chamber-1/constituency-46","46",1,"House of Commons","46","Barnsley East","England",NA
"47","/chamber-1/constituency-47","/chamber-1","/chamber-1/constituency-47","47",1,"House of Commons","47","Barnsley East and Mexborough",NA,NA
"48","/chamber-1/constituency-48","/chamber-1","/chamber-1/constituency-48","48",1,"House of Commons","48","Barnsley West and Penistone",NA,NA
"49","/chamber-1/constituency-49","/chamber-1","/chamber-1/constituency-49","49",1,"House of Commons","49","Barnstaple",NA,NA
"50","/chamber-1/constituency-50","/chamber-1","/chamber-1/constituency-50","50",1,"House of Commons","50","Barons Court",NA,NA
"51","/chamber-1/constituency-51","/chamber-1","/chamber-1/constituency-51","51",1,"House of Commons","51","Barrow and Furness","England",NA
"52","/chamber-1/constituency-52","/chamber-1","/chamber-1/constituency-52","52",1,"House of Commons","52","Barrow-in-Furness",NA,NA
"53","/chamber-1/constituency-53","/chamber-1","/chamber-1/constituency-53","53",1,"House of Commons","53","Barry",NA,NA
"54","/chamber-1/constituency-54","/chamber-1","/chamber-1/constituency-54","54",1,"House of Commons","54","Basildon",NA,NA
"55","/chamber-1/constituency-55","/chamber-1","/chamber-1/constituency-55","55",1,"House of Commons","55","Basildon and Billericay","England",NA
"56","/chamber-1/constituency-56","/chamber-1","/chamber-1/constituency-56","56",1,"House of Commons","56","Basingstoke","England",NA
"57","/chamber-1/constituency-57","/chamber-1","/chamber-1/constituency-57","57",1,"House of Commons","57","Bassetlaw","England",NA
"58","/chamber-1/constituency-58","/chamber-1","/chamber-1/constituency-58","58",1,"House of Commons","58","Bath","England",NA
"59","/chamber-1/constituency-59","/chamber-1","/chamber-1/constituency-59","59",1,"House of Commons","59","Batley and Morley",NA,NA
"60","/chamber-1/constituency-60","/chamber-1","/chamber-1/constituency-60","60",1,"House of Commons","60","Batley and Spen","England",NA
"61","/chamber-1/constituency-61","/chamber-1","/chamber-1/constituency-61","61",1,"House of Commons","61","Battersea North",NA,NA
"62","/chamber-1/constituency-62","/chamber-1","/chamber-1/constituency-62","62",1,"House of Commons","62","Battersea South",NA,NA
"63","/chamber-1/constituency-63","/chamber-1","/chamber-1/constituency-63","63",1,"House of Commons","63","Beaconsfield","England",NA
"64","/chamber-1/constituency-64","/chamber-1","/chamber-1/constituency-64","64",1,"House of Commons","64","Bebington",NA,NA
"65","/chamber-1/constituency-65","/chamber-1","/chamber-1/constituency-65","65",1,"House of Commons","65","Bebington and Ellesmere Port",NA,NA
"66","/chamber-1/constituency-66","/chamber-1","/chamber-1/constituency-66","66",1,"House of Commons","66","Beckenham","England",NA
"67","/chamber-1/constituency-67","/chamber-1","/chamber-1/constituency-67","67",1,"House of Commons","67","Bedford","England",NA
"68","/chamber-1/constituency-68","/chamber-1","/chamber-1/constituency-68","68",1,"House of Commons","68","Bedwellty",NA,NA
"69","/chamber-1/constituency-69","/chamber-1","/chamber-1/constituency-69","69",1,"House of Commons","69","Beeston",NA,NA
"70","/chamber-1/constituency-70","/chamber-1","/chamber-1/constituency-70","70",1,"House of Commons","70","Belfast East","Northern Ireland",NA
"71","/chamber-1/constituency-71","/chamber-1","/chamber-1/constituency-71","71",1,"House of Commons","71","Belfast North","Northern Ireland",NA
"72","/chamber-1/constituency-72","/chamber-1","/chamber-1/constituency-72","72",1,"House of Commons","72","Belfast South","Northern Ireland",NA
"73","/chamber-1/constituency-73","/chamber-1","/chamber-1/constituency-73","73",1,"House of Commons","73","Belfast West","Northern Ireland",NA
"74","/chamber-1/constituency-74","/chamber-1","/chamber-1/constituency-74","74",1,"House of Commons","74","Belper",NA,NA
"75","/chamber-1/constituency-75","/chamber-1","/chamber-1/constituency-75","75",1,"House of Commons","75","Berwick and East Lothian",NA,NA
"76","/chamber-1/constituency-76","/chamber-1","/chamber-1/constituency-76","76",1,"House of Commons","76","Berwick-upon-Tweed","England",NA
"77","/chamber-1/constituency-77","/chamber-1","/chamber-1/constituency-77","77",1,"House of Commons","77","Berwickshire and East Lothian",NA,NA
"78","/chamber-1/constituency-78","/chamber-1","/chamber-1/constituency-78","78",1,"House of Commons","78","Berwickshire and Haddingtonshire",NA,NA
"79","/chamber-1/constituency-79","/chamber-1","/chamber-1/constituency-79","79",1,"House of Commons","79","Berwickshire, Roxburgh and Selkirk","Scotland",NA
"80","/chamber-1/constituency-80","/chamber-1","/chamber-1/constituency-80","80",1,"House of Commons","80","Bethnal Green",NA,NA
"81","/chamber-1/constituency-81","/chamber-1","/chamber-1/constituency-81","81",1,"House of Commons","81","Bethnal Green and Bow","England",NA
"82","/chamber-1/constituency-82","/chamber-1","/chamber-1/constituency-82","82",1,"House of Commons","82","Bethnal Green and Stepney",NA,NA
"83","/chamber-1/constituency-83","/chamber-1","/chamber-1/constituency-83","83",1,"House of Commons","83","Bethnal Green South West",NA,NA
"84","/chamber-1/constituency-84","/chamber-1","/chamber-1/constituency-84","84",1,"House of Commons","84","Bethnal Green North East",NA,NA
"85","/chamber-1/constituency-85","/chamber-1","/chamber-1/constituency-85","85",1,"House of Commons","85","Beverley",NA,NA
"86","/chamber-1/constituency-86","/chamber-1","/chamber-1/constituency-86","86",1,"House of Commons","86","Beverley and Holderness","England",NA
"87","/chamber-1/constituency-87","/chamber-1","/chamber-1/constituency-87","87",1,"House of Commons","87","Bewdley",NA,NA
"88","/chamber-1/constituency-88","/chamber-1","/chamber-1/constituency-88","88",1,"House of Commons","88","Bexhill and Battle","England",NA
"89","/chamber-1/constituency-89","/chamber-1","/chamber-1/constituency-89","89",1,"House of Commons","89","Bexley",NA,NA
"90","/chamber-1/constituency-90","/chamber-1","/chamber-1/constituency-90","90",1,"House of Commons","90","Bexley, Erith and Crayford",NA,NA
"91","/chamber-1/constituency-91","/chamber-1","/chamber-1/constituency-91","91",1,"House of Commons","91","Bexleyheath",NA,NA
"92","/chamber-1/constituency-92","/chamber-1","/chamber-1/constituency-92","92",1,"House of Commons","92","Bexleyheath and Crayford","England",NA
"93","/chamber-1/constituency-93","/chamber-1","/chamber-1/constituency-93","93",1,"House of Commons","93","Billericay",NA,NA
"94","/chamber-1/constituency-94","/chamber-1","/chamber-1/constituency-94","94",1,"House of Commons","94","Bilston",NA,NA
"95","/chamber-1/constituency-95","/chamber-1","/chamber-1/constituency-95","95",1,"House of Commons","95","Birkenhead","England",NA
"96","/chamber-1/constituency-96","/chamber-1","/chamber-1/constituency-96","96",1,"House of Commons","96","Birkenhead East",NA,NA
"97","/chamber-1/constituency-97","/chamber-1","/chamber-1/constituency-97","97",1,"House of Commons","97","Birkenhead West",NA,NA
"98","/chamber-1/constituency-98","/chamber-1","/chamber-1/constituency-98","98",1,"House of Commons","98","Birmingham West",NA,NA
"99","/chamber-1/constituency-99","/chamber-1","/chamber-1/constituency-99","99",1,"House of Commons","99","Birmingham, Acock's Green",NA,NA
"100","/chamber-1/constituency-100","/chamber-1","/chamber-1/constituency-100","100",1,"House of Commons","100","Birmingham, All Saints",NA,NA
"101","/chamber-1/constituency-101","/chamber-1","/chamber-1/constituency-101","101",1,"House of Commons","101","Birmingham, Aston",NA,NA
"102","/chamber-1/constituency-102","/chamber-1","/chamber-1/constituency-102","102",1,"House of Commons","102","Birmingham, Deritend",NA,NA
"103","/chamber-1/constituency-103","/chamber-1","/chamber-1/constituency-103","103",1,"House of Commons","103","Birmingham, Duddeston",NA,NA
"104","/chamber-1/constituency-104","/chamber-1","/chamber-1/constituency-104","104",1,"House of Commons","104","Birmingham, Edgbaston","England",NA
"105","/chamber-1/constituency-105","/chamber-1","/chamber-1/constituency-105","105",1,"House of Commons","105","Birmingham, Erdington","England",NA
"106","/chamber-1/constituency-106","/chamber-1","/chamber-1/constituency-106","106",1,"House of Commons","106","Birmingham, Hall Green","England",NA
"107","/chamber-1/constituency-107","/chamber-1","/chamber-1/constituency-107","107",1,"House of Commons","107","Birmingham, Handsworth",NA,NA
"108","/chamber-1/constituency-108","/chamber-1","/chamber-1/constituency-108","108",1,"House of Commons","108","Birmingham, Hodge Hill","England",NA
"109","/chamber-1/constituency-109","/chamber-1","/chamber-1/constituency-109","109",1,"House of Commons","109","Birmingham, King's Norton",NA,NA
"110","/chamber-1/constituency-110","/chamber-1","/chamber-1/constituency-110","110",1,"House of Commons","110","Birmingham, Ladywood","England",NA
"111","/chamber-1/constituency-111","/chamber-1","/chamber-1/constituency-111","111",1,"House of Commons","111","Birmingham, Moseley",NA,NA
"112","/chamber-1/constituency-112","/chamber-1","/chamber-1/constituency-112","112",1,"House of Commons","112","Birmingham, Northfield","England",NA
"113","/chamber-1/constituency-113","/chamber-1","/chamber-1/constituency-113","113",1,"House of Commons","113","Birmingham, Perry Barr","England",NA
"114","/chamber-1/constituency-114","/chamber-1","/chamber-1/constituency-114","114",1,"House of Commons","114","Birmingham, Selly Oak","England",NA
"115","/chamber-1/constituency-115","/chamber-1","/chamber-1/constituency-115","115",1,"House of Commons","115","Birmingham, Small Heath",NA,NA
"116","/chamber-1/constituency-116","/chamber-1","/chamber-1/constituency-116","116",1,"House of Commons","116","Birmingham, Sparkbrook",NA,NA
"117","/chamber-1/constituency-117","/chamber-1","/chamber-1/constituency-117","117",1,"House of Commons","117","Birmingham, Sparkbrook and Small Heath",NA,NA
"118","/chamber-1/constituency-118","/chamber-1","/chamber-1/constituency-118","118",1,"House of Commons","118","Birmingham, Stechford",NA,NA
"119","/chamber-1/constituency-119","/chamber-1","/chamber-1/constituency-119","119",1,"House of Commons","119","Birmingham, Yardley","England",NA
"120","/chamber-1/constituency-120","/chamber-1","/chamber-1/constituency-120","120",1,"House of Commons","120","Bishop Auckland","England",NA
"121","/chamber-1/constituency-121","/chamber-1","/chamber-1/constituency-121","121",1,"House of Commons","121","Blaby",NA,NA
"122","/chamber-1/constituency-122","/chamber-1","/chamber-1/constituency-122","122",1,"House of Commons","122","Blackburn","England",NA
"123","/chamber-1/constituency-123","/chamber-1","/chamber-1/constituency-123","123",1,"House of Commons","123","Blackburn East",NA,NA
"124","/chamber-1/constituency-124","/chamber-1","/chamber-1/constituency-124","124",1,"House of Commons","124","Blackburn West",NA,NA
"125","/chamber-1/constituency-125","/chamber-1","/chamber-1/constituency-125","125",1,"House of Commons","125","Blackley and Broughton","England",NA
"126","/chamber-1/constituency-126","/chamber-1","/chamber-1/constituency-126","126",1,"House of Commons","126","Blackpool North",NA,NA
"127","/chamber-1/constituency-127","/chamber-1","/chamber-1/constituency-127","127",1,"House of Commons","127","Blackpool North and Cleveleys","England",NA
"128","/chamber-1/constituency-128","/chamber-1","/chamber-1/constituency-128","128",1,"House of Commons","128","Blackpool North and Fleetwood",NA,NA
"129","/chamber-1/constituency-129","/chamber-1","/chamber-1/constituency-129","129",1,"House of Commons","129","Blackpool South","England",NA
"130","/chamber-1/constituency-130","/chamber-1","/chamber-1/constituency-130","130",1,"House of Commons","130","Blaenau Gwent","Wales",NA
"131","/chamber-1/constituency-131","/chamber-1","/chamber-1/constituency-131","131",1,"House of Commons","131","Blaydon","England",NA
"132","/chamber-1/constituency-132","/chamber-1","/chamber-1/constituency-132","132",1,"House of Commons","132","Blyth",NA,NA
"133","/chamber-1/constituency-133","/chamber-1","/chamber-1/constituency-133","133",1,"House of Commons","133","Blyth Valley","England",NA
"134","/chamber-1/constituency-134","/chamber-1","/chamber-1/constituency-134","134",1,"House of Commons","134","Bodmin",NA,NA
"135","/chamber-1/constituency-135","/chamber-1","/chamber-1/constituency-135","135",1,"House of Commons","135","Bognor Regis and Littlehampton","England",NA
"136","/chamber-1/constituency-136","/chamber-1","/chamber-1/constituency-136","136",1,"House of Commons","136","Bolsover","England",NA
"137","/chamber-1/constituency-137","/chamber-1","/chamber-1/constituency-137","137",1,"House of Commons","137","Bolton East",NA,NA
"138","/chamber-1/constituency-138","/chamber-1","/chamber-1/constituency-138","138",1,"House of Commons","138","Bolton",NA,NA
"139","/chamber-1/constituency-139","/chamber-1","/chamber-1/constituency-139","139",1,"House of Commons","139","Bolton North East","England",NA
"140","/chamber-1/constituency-140","/chamber-1","/chamber-1/constituency-140","140",1,"House of Commons","140","Bolton South East","England",NA
"141","/chamber-1/constituency-141","/chamber-1","/chamber-1/constituency-141","141",1,"House of Commons","141","Bolton West","England",NA
"142","/chamber-1/constituency-142","/chamber-1","/chamber-1/constituency-142","142",1,"House of Commons","142","Boothferry",NA,NA
"143","/chamber-1/constituency-143","/chamber-1","/chamber-1/constituency-143","143",1,"House of Commons","143","Bootle","England",NA
"144","/chamber-1/constituency-144","/chamber-1","/chamber-1/constituency-144","144",1,"House of Commons","144","Boston and Skegness","England",NA
"145","/chamber-1/constituency-145","/chamber-1","/chamber-1/constituency-145","145",1,"House of Commons","145","Bosworth","England",NA
"146","/chamber-1/constituency-146","/chamber-1","/chamber-1/constituency-146","146",1,"House of Commons","146","Bothwell",NA,NA
"147","/chamber-1/constituency-147","/chamber-1","/chamber-1/constituency-147","147",1,"House of Commons","147","Bournemouth",NA,NA
"148","/chamber-1/constituency-148","/chamber-1","/chamber-1/constituency-148","148",1,"House of Commons","148","Bournemouth East","England",NA
"149","/chamber-1/constituency-149","/chamber-1","/chamber-1/constituency-149","149",1,"House of Commons","149","Bournemouth East and Christchurch",NA,NA
"150","/chamber-1/constituency-150","/chamber-1","/chamber-1/constituency-150","150",1,"House of Commons","150","Bournemouth West","England",NA
"151","/chamber-1/constituency-151","/chamber-1","/chamber-1/constituency-151","151",1,"House of Commons","151","Bow and Bromley",NA,NA
"152","/chamber-1/constituency-152","/chamber-1","/chamber-1/constituency-152","152",1,"House of Commons","152","Bow and Poplar",NA,NA
"153","/chamber-1/constituency-153","/chamber-1","/chamber-1/constituency-153","153",1,"House of Commons","153","Bracknell","England",NA
"154","/chamber-1/constituency-154","/chamber-1","/chamber-1/constituency-154","154",1,"House of Commons","154","Bradford Central",NA,NA
"155","/chamber-1/constituency-155","/chamber-1","/chamber-1/constituency-155","155",1,"House of Commons","155","Bradford East","England",NA
"156","/chamber-1/constituency-156","/chamber-1","/chamber-1/constituency-156","156",1,"House of Commons","156","Bradford North",NA,NA
"157","/chamber-1/constituency-157","/chamber-1","/chamber-1/constituency-157","157",1,"House of Commons","157","Bradford South","England",NA
"158","/chamber-1/constituency-158","/chamber-1","/chamber-1/constituency-158","158",1,"House of Commons","158","Bradford West","England",NA
"159","/chamber-1/constituency-159","/chamber-1","/chamber-1/constituency-159","159",1,"House of Commons","159","Braintree","England",NA
"160","/chamber-1/constituency-160","/chamber-1","/chamber-1/constituency-160","160",1,"House of Commons","160","Brecon and Radnor",NA,NA
"161","/chamber-1/constituency-161","/chamber-1","/chamber-1/constituency-161","161",1,"House of Commons","161","Brecon and Radnorshire","Wales",NA
"162","/chamber-1/constituency-162","/chamber-1","/chamber-1/constituency-162","162",1,"House of Commons","162","Breconshire and Radnorshire",NA,NA
"163","/chamber-1/constituency-163","/chamber-1","/chamber-1/constituency-163","163",1,"House of Commons","163","Brent Central","England",NA
"164","/chamber-1/constituency-164","/chamber-1","/chamber-1/constituency-164","164",1,"House of Commons","164","Brent East",NA,NA
"165","/chamber-1/constituency-165","/chamber-1","/chamber-1/constituency-165","165",1,"House of Commons","165","Brent North","England",NA
"166","/chamber-1/constituency-166","/chamber-1","/chamber-1/constituency-166","166",1,"House of Commons","166","Brent South",NA,NA
"167","/chamber-1/constituency-167","/chamber-1","/chamber-1/constituency-167","167",1,"House of Commons","167","Brentford and Chiswick",NA,NA
"168","/chamber-1/constituency-168","/chamber-1","/chamber-1/constituency-168","168",1,"House of Commons","168","Brentford and Isleworth","England",NA
"169","/chamber-1/constituency-169","/chamber-1","/chamber-1/constituency-169","169",1,"House of Commons","169","Brentwood and Ongar","England",NA
"170","/chamber-1/constituency-170","/chamber-1","/chamber-1/constituency-170","170",1,"House of Commons","170","Bridgend","Wales",NA
"171","/chamber-1/constituency-171","/chamber-1","/chamber-1/constituency-171","171",1,"House of Commons","171","Bridgwater",NA,NA
"172","/chamber-1/constituency-172","/chamber-1","/chamber-1/constituency-172","172",1,"House of Commons","172","Bridgwater and West Somerset","England",NA
"173","/chamber-1/constituency-173","/chamber-1","/chamber-1/constituency-173","173",1,"House of Commons","173","Bridlington",NA,NA
"174","/chamber-1/constituency-174","/chamber-1","/chamber-1/constituency-174","174",1,"House of Commons","174","Brierley Hill",NA,NA
"175","/chamber-1/constituency-175","/chamber-1","/chamber-1/constituency-175","175",1,"House of Commons","175","Brigg",NA,NA
"176","/chamber-1/constituency-176","/chamber-1","/chamber-1/constituency-176","176",1,"House of Commons","176","Brigg and Cleethorpes",NA,NA
"177","/chamber-1/constituency-177","/chamber-1","/chamber-1/constituency-177","177",1,"House of Commons","177","Brigg and Goole","England",NA
"178","/chamber-1/constituency-178","/chamber-1","/chamber-1/constituency-178","178",1,"House of Commons","178","Brigg and Scunthorpe",NA,NA
"179","/chamber-1/constituency-179","/chamber-1","/chamber-1/constituency-179","179",1,"House of Commons","179","Brighouse and Spenborough",NA,NA
"180","/chamber-1/constituency-180","/chamber-1","/chamber-1/constituency-180","180",1,"House of Commons","180","Brighton, Kemptown","England",NA
"181","/chamber-1/constituency-181","/chamber-1","/chamber-1/constituency-181","181",1,"House of Commons","181","Brighton, Pavilion","England",NA
"182","/chamber-1/constituency-182","/chamber-1","/chamber-1/constituency-182","182",1,"House of Commons","182","Bristol Central",NA,NA
"183","/chamber-1/constituency-183","/chamber-1","/chamber-1/constituency-183","183",1,"House of Commons","183","Bristol East","England",NA
"184","/chamber-1/constituency-184","/chamber-1","/chamber-1/constituency-184","184",1,"House of Commons","184","Bristol North East",NA,NA
"185","/chamber-1/constituency-185","/chamber-1","/chamber-1/constituency-185","185",1,"House of Commons","185","Bristol North West","England",NA
"186","/chamber-1/constituency-186","/chamber-1","/chamber-1/constituency-186","186",1,"House of Commons","186","Bristol South","England",NA
"187","/chamber-1/constituency-187","/chamber-1","/chamber-1/constituency-187","187",1,"House of Commons","187","Bristol South East",NA,NA
"188","/chamber-1/constituency-188","/chamber-1","/chamber-1/constituency-188","188",1,"House of Commons","188","Bristol West","England",NA
"189","/chamber-1/constituency-189","/chamber-1","/chamber-1/constituency-189","189",1,"House of Commons","189","Brixton",NA,NA
"190","/chamber-1/constituency-190","/chamber-1","/chamber-1/constituency-190","190",1,"House of Commons","190","Broadland","England",NA
"191","/chamber-1/constituency-191","/chamber-1","/chamber-1/constituency-191","191",1,"House of Commons","191","Bromley",NA,NA
"192","/chamber-1/constituency-192","/chamber-1","/chamber-1/constituency-192","192",1,"House of Commons","192","Bromley and Chislehurst","England",NA
"193","/chamber-1/constituency-193","/chamber-1","/chamber-1/constituency-193","193",1,"House of Commons","193","Bromsgrove","England",NA
"194","/chamber-1/constituency-194","/chamber-1","/chamber-1/constituency-194","194",1,"House of Commons","194","Bromsgrove and Redditch",NA,NA
"195","/chamber-1/constituency-195","/chamber-1","/chamber-1/constituency-195","195",1,"House of Commons","195","Broxbourne","England",NA
"196","/chamber-1/constituency-196","/chamber-1","/chamber-1/constituency-196","196",1,"House of Commons","196","Broxtowe","England",NA
"197","/chamber-1/constituency-197","/chamber-1","/chamber-1/constituency-197","197",1,"House of Commons","197","Buckingham","England",NA
"198","/chamber-1/constituency-198","/chamber-1","/chamber-1/constituency-198","198",1,"House of Commons","198","Bucklow",NA,NA
"199","/chamber-1/constituency-199","/chamber-1","/chamber-1/constituency-199","199",1,"House of Commons","199","Buckrose",NA,NA
"200","/chamber-1/constituency-200","/chamber-1","/chamber-1/constituency-200","200",1,"House of Commons","200","Burnley","England",NA
"201","/chamber-1/constituency-201","/chamber-1","/chamber-1/constituency-201","201",1,"House of Commons","201","Burton","England",NA
"202","/chamber-1/constituency-202","/chamber-1","/chamber-1/constituency-202","202",1,"House of Commons","202","Bury",NA,NA
"203","/chamber-1/constituency-203","/chamber-1","/chamber-1/constituency-203","203",1,"House of Commons","203","Bury and Radcliffe",NA,NA
"204","/chamber-1/constituency-204","/chamber-1","/chamber-1/constituency-204","204",1,"House of Commons","204","Bury North","England",NA
"205","/chamber-1/constituency-205","/chamber-1","/chamber-1/constituency-205","205",1,"House of Commons","205","Bury South","England",NA
"206","/chamber-1/constituency-206","/chamber-1","/chamber-1/constituency-206","206",1,"House of Commons","206","Bury St Edmunds","England",NA
"207","/chamber-1/constituency-207","/chamber-1","/chamber-1/constituency-207","207",1,"House of Commons","207","Bute and North Ayrshire",NA,NA
"208","/chamber-1/constituency-208","/chamber-1","/chamber-1/constituency-208","208",1,"House of Commons","208","Caernarfon",NA,NA
"209","/chamber-1/constituency-209","/chamber-1","/chamber-1/constituency-209","209",1,"House of Commons","209","Caernarvon",NA,NA
"210","/chamber-1/constituency-210","/chamber-1","/chamber-1/constituency-210","210",1,"House of Commons","210","Caernarvon District of Boroughs",NA,NA
"211","/chamber-1/constituency-211","/chamber-1","/chamber-1/constituency-211","211",1,"House of Commons","211","Caernarvonshire",NA,NA
"212","/chamber-1/constituency-212","/chamber-1","/chamber-1/constituency-212","212",1,"House of Commons","212","Caerphilly","Wales",NA
"213","/chamber-1/constituency-213","/chamber-1","/chamber-1/constituency-213","213",1,"House of Commons","213","Caithness and Sutherland",NA,NA
"214","/chamber-1/constituency-214","/chamber-1","/chamber-1/constituency-214","214",1,"House of Commons","214","Caithness, Sutherland and Easter Ross","Scotland",NA
"215","/chamber-1/constituency-215","/chamber-1","/chamber-1/constituency-215","215",1,"House of Commons","215","Calder Valley","England",NA
"216","/chamber-1/constituency-216","/chamber-1","/chamber-1/constituency-216","216",1,"House of Commons","216","Camberwell and Peckham","England",NA
"217","/chamber-1/constituency-217","/chamber-1","/chamber-1/constituency-217","217",1,"House of Commons","217","Camberwell North",NA,NA
"218","/chamber-1/constituency-218","/chamber-1","/chamber-1/constituency-218","218",1,"House of Commons","218","Camberwell North West",NA,NA
"219","/chamber-1/constituency-219","/chamber-1","/chamber-1/constituency-219","219",1,"House of Commons","219","Camborne",NA,NA
