"","observation_path","chamber_path","constituency_path","observation_number","chamber_number","chamber_name","constituency_number","constituency_name","country_name","province_name"
"376","/chamber-1/constituency-376","/chamber-1","/chamber-1/constituency-376","376",1,"House of Commons","376","Dumfries and Galloway","Scotland",NA
"377","/chamber-1/constituency-377","/chamber-1","/chamber-1/constituency-377","377",1,"House of Commons","377","Dumfriesshire",NA,NA
"378","/chamber-1/constituency-378","/chamber-1","/chamber-1/constituency-378","378",1,"House of Commons","378","Dumfriesshire, Clydesdale and Tweeddale","Scotland",NA
"379","/chamber-1/constituency-379","/chamber-1","/chamber-1/constituency-379","379",1,"House of Commons","379","Dundee West","Scotland",NA
"380","/chamber-1/constituency-380","/chamber-1","/chamber-1/constituency-380","380",1,"House of Commons","380","Dunfermline",NA,NA
"381","/chamber-1/constituency-381","/chamber-1","/chamber-1/constituency-381","381",1,"House of Commons","381","Dunfermline and West Fife","Scotland",NA
"382","/chamber-1/constituency-382","/chamber-1","/chamber-1/constituency-382","382",1,"House of Commons","382","Dunfermline Burghs",NA,NA
"383","/chamber-1/constituency-383","/chamber-1","/chamber-1/constituency-383","383",1,"House of Commons","383","Dunfermline District of Burghs",NA,NA
"384","/chamber-1/constituency-384","/chamber-1","/chamber-1/constituency-384","384",1,"House of Commons","384","Dunfermline East",NA,NA
"385","/chamber-1/constituency-385","/chamber-1","/chamber-1/constituency-385","385",1,"House of Commons","385","Dunfermline West",NA,NA
"386","/chamber-1/constituency-386","/chamber-1","/chamber-1/constituency-386","386",1,"House of Commons","386","Durham",NA,NA
"387","/chamber-1/constituency-387","/chamber-1","/chamber-1/constituency-387","387",1,"House of Commons","387","Dwyfor Meirionnydd","Wales",NA
"388","/chamber-1/constituency-388","/chamber-1","/chamber-1/constituency-388","388",1,"House of Commons","388","Ealing Central and Acton","England",NA
"389","/chamber-1/constituency-389","/chamber-1","/chamber-1/constituency-389","389",1,"House of Commons","389","Ealing East",NA,NA
"390","/chamber-1/constituency-390","/chamber-1","/chamber-1/constituency-390","390",1,"House of Commons","390","Ealing North","England",NA
"391","/chamber-1/constituency-391","/chamber-1","/chamber-1/constituency-391","391",1,"House of Commons","391","Ealing South",NA,NA
"392","/chamber-1/constituency-392","/chamber-1","/chamber-1/constituency-392","392",1,"House of Commons","392","Ealing West",NA,NA
"393","/chamber-1/constituency-393","/chamber-1","/chamber-1/constituency-393","393",1,"House of Commons","393","Ealing, Acton",NA,NA
"394","/chamber-1/constituency-394","/chamber-1","/chamber-1/constituency-394","394",1,"House of Commons","394","Ealing, Acton and Shepherd's Bush",NA,NA
"395","/chamber-1/constituency-395","/chamber-1","/chamber-1/constituency-395","395",1,"House of Commons","395","Ealing, Southall","England",NA
"396","/chamber-1/constituency-396","/chamber-1","/chamber-1/constituency-396","396",1,"House of Commons","396","Easington","England",NA
"397","/chamber-1/constituency-397","/chamber-1","/chamber-1/constituency-397","397",1,"House of Commons","397","East Aberdeenshire",NA,NA
"398","/chamber-1/constituency-398","/chamber-1","/chamber-1/constituency-398","398",1,"House of Commons","398","East Antrim","Northern Ireland",NA
"399","/chamber-1/constituency-399","/chamber-1","/chamber-1/constituency-399","399",1,"House of Commons","399","East Belfast",NA,NA
"400","/chamber-1/constituency-400","/chamber-1","/chamber-1/constituency-400","400",1,"House of Commons","400","East Berkshire",NA,NA
"401","/chamber-1/constituency-401","/chamber-1","/chamber-1/constituency-401","401",1,"House of Commons","401","East Devon","England",NA
"402","/chamber-1/constituency-402","/chamber-1","/chamber-1/constituency-402","402",1,"House of Commons","402","East Flint",NA,NA
"403","/chamber-1/constituency-403","/chamber-1","/chamber-1/constituency-403","403",1,"House of Commons","403","East Flintshire",NA,NA
"404","/chamber-1/constituency-404","/chamber-1","/chamber-1/constituency-404","404",1,"House of Commons","404","East Grinstead",NA,NA
"405","/chamber-1/constituency-405","/chamber-1","/chamber-1/constituency-405","405",1,"House of Commons","405","East Ham","England",NA
"406","/chamber-1/constituency-406","/chamber-1","/chamber-1/constituency-406","406",1,"House of Commons","406","East Kilbride",NA,NA
"407","/chamber-1/constituency-407","/chamber-1","/chamber-1/constituency-407","407",1,"House of Commons","407","East Ham North",NA,NA
"408","/chamber-1/constituency-408","/chamber-1","/chamber-1/constituency-408","408",1,"House of Commons","408","East Ham South",NA,NA
"409","/chamber-1/constituency-409","/chamber-1","/chamber-1/constituency-409","409",1,"House of Commons","409","East Hampshire","England",NA
"410","/chamber-1/constituency-410","/chamber-1","/chamber-1/constituency-410","410",1,"House of Commons","410","East Hertfordshire",NA,NA
"411","/chamber-1/constituency-411","/chamber-1","/chamber-1/constituency-411","411",1,"House of Commons","411","East Kilbride, Strathaven and Lesmahagow","Scotland",NA
"412","/chamber-1/constituency-412","/chamber-1","/chamber-1/constituency-412","412",1,"House of Commons","412","East Renfrewshire","Scotland",NA
"413","/chamber-1/constituency-413","/chamber-1","/chamber-1/constituency-413","413",1,"House of Commons","413","East Surrey","England",NA
"414","/chamber-1/constituency-414","/chamber-1","/chamber-1/constituency-414","414",1,"House of Commons","414","East Worthing and Shoreham","England",NA
"415","/chamber-1/constituency-415","/chamber-1","/chamber-1/constituency-415","415",1,"House of Commons","415","East Yorkshire","England",NA
"416","/chamber-1/constituency-416","/chamber-1","/chamber-1/constituency-416","416",1,"House of Commons","416","Eastbourne","England",NA
"417","/chamber-1/constituency-417","/chamber-1","/chamber-1/constituency-417","417",1,"House of Commons","417","Eastern Fife",NA,NA
"418","/chamber-1/constituency-418","/chamber-1","/chamber-1/constituency-418","418",1,"House of Commons","418","Eastern Norfolk",NA,NA
"419","/chamber-1/constituency-419","/chamber-1","/chamber-1/constituency-419","419",1,"House of Commons","419","Eastern Surrey",NA,NA
"420","/chamber-1/constituency-420","/chamber-1","/chamber-1/constituency-420","420",1,"House of Commons","420","Eastleigh","England",NA
"421","/chamber-1/constituency-421","/chamber-1","/chamber-1/constituency-421","421",1,"House of Commons","421","Eastwood",NA,NA
"422","/chamber-1/constituency-422","/chamber-1","/chamber-1/constituency-422","422",1,"House of Commons","422","Ebbw Vale",NA,NA
"423","/chamber-1/constituency-423","/chamber-1","/chamber-1/constituency-423","423",1,"House of Commons","423","Argyll",NA,NA
"424","/chamber-1/constituency-424","/chamber-1","/chamber-1/constituency-424","424",1,"House of Commons","424","Eccles",NA,NA
"425","/chamber-1/constituency-425","/chamber-1","/chamber-1/constituency-425","425",1,"House of Commons","425","Eddisbury","England",NA
"426","/chamber-1/constituency-426","/chamber-1","/chamber-1/constituency-426","426",1,"House of Commons","426","Dudley South","England",NA
"427","/chamber-1/constituency-427","/chamber-1","/chamber-1/constituency-427","427",1,"House of Commons","427","East Dunbartonshire","Scotland",NA
"428","/chamber-1/constituency-428","/chamber-1","/chamber-1/constituency-428","428",1,"House of Commons","428","Edinburgh Central",NA,NA
"429","/chamber-1/constituency-429","/chamber-1","/chamber-1/constituency-429","429",1,"House of Commons","429","Edinburgh East","Scotland",NA
"430","/chamber-1/constituency-430","/chamber-1","/chamber-1/constituency-430","430",1,"House of Commons","430","Edinburgh East and Musselburgh",NA,NA
"431","/chamber-1/constituency-431","/chamber-1","/chamber-1/constituency-431","431",1,"House of Commons","431","Edinburgh North",NA,NA
"432","/chamber-1/constituency-432","/chamber-1","/chamber-1/constituency-432","432",1,"House of Commons","432","Edinburgh North and Leith","Scotland",NA
"433","/chamber-1/constituency-433","/chamber-1","/chamber-1/constituency-433","433",1,"House of Commons","433","Edinburgh South","Scotland",NA
"434","/chamber-1/constituency-434","/chamber-1","/chamber-1/constituency-434","434",1,"House of Commons","434","Edinburgh South West","Scotland",NA
"435","/chamber-1/constituency-435","/chamber-1","/chamber-1/constituency-435","435",1,"House of Commons","435","Edinburgh West","Scotland",NA
"436","/chamber-1/constituency-436","/chamber-1","/chamber-1/constituency-436","436",1,"House of Commons","436","Edinburgh, Leith",NA,NA
"437","/chamber-1/constituency-437","/chamber-1","/chamber-1/constituency-437","437",1,"House of Commons","437","Edinburgh, Pentlands",NA,NA
"438","/chamber-1/constituency-438","/chamber-1","/chamber-1/constituency-438","438",1,"House of Commons","438","Edmonton","England",NA
"439","/chamber-1/constituency-439","/chamber-1","/chamber-1/constituency-439","439",1,"House of Commons","439","Elland",NA,NA
"440","/chamber-1/constituency-440","/chamber-1","/chamber-1/constituency-440","440",1,"House of Commons","440","Ellesmere Port and Neston","England",NA
"441","/chamber-1/constituency-441","/chamber-1","/chamber-1/constituency-441","441",1,"House of Commons","441","Elmet",NA,NA
"442","/chamber-1/constituency-442","/chamber-1","/chamber-1/constituency-442","442",1,"House of Commons","442","Elmet and Rothwell","England",NA
"443","/chamber-1/constituency-443","/chamber-1","/chamber-1/constituency-443","443",1,"House of Commons","443","Eltham","England",NA
"444","/chamber-1/constituency-444","/chamber-1","/chamber-1/constituency-444","444",1,"House of Commons","444","Enfield",NA,NA
"445","/chamber-1/constituency-445","/chamber-1","/chamber-1/constituency-445","445",1,"House of Commons","445","Enfield East",NA,NA
"446","/chamber-1/constituency-446","/chamber-1","/chamber-1/constituency-446","446",1,"House of Commons","446","Enfield North","England",NA
"447","/chamber-1/constituency-447","/chamber-1","/chamber-1/constituency-447","447",1,"House of Commons","447","Enfield West",NA,NA
"448","/chamber-1/constituency-448","/chamber-1","/chamber-1/constituency-448","448",1,"House of Commons","448","Enfield, Southgate","England",NA
"449","/chamber-1/constituency-449","/chamber-1","/chamber-1/constituency-449","449",1,"House of Commons","449","Epping",NA,NA
"450","/chamber-1/constituency-450","/chamber-1","/chamber-1/constituency-450","450",1,"House of Commons","450","Epping Forest","England",NA
"451","/chamber-1/constituency-451","/chamber-1","/chamber-1/constituency-451","451",1,"House of Commons","451","Epsom",NA,NA
"452","/chamber-1/constituency-452","/chamber-1","/chamber-1/constituency-452","452",1,"House of Commons","452","Epsom and Ewell","England",NA
"453","/chamber-1/constituency-453","/chamber-1","/chamber-1/constituency-453","453",1,"House of Commons","453","Erewash","England",NA
"454","/chamber-1/constituency-454","/chamber-1","/chamber-1/constituency-454","454",1,"House of Commons","454","Erith and Crayford",NA,NA
"455","/chamber-1/constituency-455","/chamber-1","/chamber-1/constituency-455","455",1,"House of Commons","455","Erith and Thamesmead","England",NA
"456","/chamber-1/constituency-456","/chamber-1","/chamber-1/constituency-456","456",1,"House of Commons","456","Esher",NA,NA
"457","/chamber-1/constituency-457","/chamber-1","/chamber-1/constituency-457","457",1,"House of Commons","457","Esher and Walton","England",NA
"458","/chamber-1/constituency-458","/chamber-1","/chamber-1/constituency-458","458",1,"House of Commons","458","Essex South Eastern",NA,NA
"459","/chamber-1/constituency-459","/chamber-1","/chamber-1/constituency-459","459",1,"House of Commons","459","Eton and Slough",NA,NA
"460","/chamber-1/constituency-460","/chamber-1","/chamber-1/constituency-460","460",1,"House of Commons","460","Evesham",NA,NA
"461","/chamber-1/constituency-461","/chamber-1","/chamber-1/constituency-461","461",1,"House of Commons","461","Exeter","England",NA
"462","/chamber-1/constituency-462","/chamber-1","/chamber-1/constituency-462","462",1,"House of Commons","462","Eye",NA,NA
"463","/chamber-1/constituency-463","/chamber-1","/chamber-1/constituency-463","463",1,"House of Commons","463","Falkirk","Scotland",NA
"464","/chamber-1/constituency-464","/chamber-1","/chamber-1/constituency-464","464",1,"House of Commons","464","Falkirk East",NA,NA
"465","/chamber-1/constituency-465","/chamber-1","/chamber-1/constituency-465","465",1,"House of Commons","465","Falkirk West",NA,NA
"466","/chamber-1/constituency-466","/chamber-1","/chamber-1/constituency-466","466",1,"House of Commons","466","Falmouth and Camborne",NA,NA
"467","/chamber-1/constituency-467","/chamber-1","/chamber-1/constituency-467","467",1,"House of Commons","467","Fareham","England",NA
"468","/chamber-1/constituency-468","/chamber-1","/chamber-1/constituency-468","468",1,"House of Commons","468","Farnham",NA,NA
"469","/chamber-1/constituency-469","/chamber-1","/chamber-1/constituency-469","469",1,"House of Commons","469","Farnworth",NA,NA
"470","/chamber-1/constituency-470","/chamber-1","/chamber-1/constituency-470","470",1,"House of Commons","470","Faversham",NA,NA
"471","/chamber-1/constituency-471","/chamber-1","/chamber-1/constituency-471","471",1,"House of Commons","471","Faversham and Mid Kent","England",NA
"472","/chamber-1/constituency-472","/chamber-1","/chamber-1/constituency-472","472",1,"House of Commons","472","Feltham",NA,NA
"473","/chamber-1/constituency-473","/chamber-1","/chamber-1/constituency-473","473",1,"House of Commons","473","Feltham and Heston","England",NA
"474","/chamber-1/constituency-474","/chamber-1","/chamber-1/constituency-474","474",1,"House of Commons","474","Fermanagh and South Tyrone","Northern Ireland",NA
"475","/chamber-1/constituency-475","/chamber-1","/chamber-1/constituency-475","475",1,"House of Commons","475","Fermanagh and Tyrone",NA,NA
"476","/chamber-1/constituency-476","/chamber-1","/chamber-1/constituency-476","476",1,"House of Commons","476","Filton and Bradley Stoke","England",NA
"477","/chamber-1/constituency-477","/chamber-1","/chamber-1/constituency-477","477",1,"House of Commons","477","Finchley",NA,NA
"478","/chamber-1/constituency-478","/chamber-1","/chamber-1/constituency-478","478",1,"House of Commons","478","Finchley and Golders Green","England",NA
"479","/chamber-1/constituency-479","/chamber-1","/chamber-1/constituency-479","479",1,"House of Commons","479","Finsbury",NA,NA
"480","/chamber-1/constituency-480","/chamber-1","/chamber-1/constituency-480","480",1,"House of Commons","480","Flintshire",NA,NA
"481","/chamber-1/constituency-481","/chamber-1","/chamber-1/constituency-481","481",1,"House of Commons","481","Folkestone and Hythe","England",NA
"482","/chamber-1/constituency-482","/chamber-1","/chamber-1/constituency-482","482",1,"House of Commons","482","Forest of Dean","England",NA
"483","/chamber-1/constituency-483","/chamber-1","/chamber-1/constituency-483","483",1,"House of Commons","483","Forfarshire",NA,NA
"484","/chamber-1/constituency-484","/chamber-1","/chamber-1/constituency-484","484",1,"House of Commons","484","Foyle","Northern Ireland",NA
"485","/chamber-1/constituency-485","/chamber-1","/chamber-1/constituency-485","485",1,"House of Commons","485","Frome",NA,NA
"486","/chamber-1/constituency-486","/chamber-1","/chamber-1/constituency-486","486",1,"House of Commons","486","Fulham",NA,NA
"487","/chamber-1/constituency-487","/chamber-1","/chamber-1/constituency-487","487",1,"House of Commons","487","Fulham East",NA,NA
"488","/chamber-1/constituency-488","/chamber-1","/chamber-1/constituency-488","488",1,"House of Commons","488","Fulham West",NA,NA
"489","/chamber-1/constituency-489","/chamber-1","/chamber-1/constituency-489","489",1,"House of Commons","489","Fylde","England",NA
"490","/chamber-1/constituency-490","/chamber-1","/chamber-1/constituency-490","490",1,"House of Commons","490","Gainsborough","England",NA
"491","/chamber-1/constituency-491","/chamber-1","/chamber-1/constituency-491","491",1,"House of Commons","491","Gainsborough and Horncastle",NA,NA
"492","/chamber-1/constituency-492","/chamber-1","/chamber-1/constituency-492","492",1,"House of Commons","492","Galloway",NA,NA
"493","/chamber-1/constituency-493","/chamber-1","/chamber-1/constituency-493","493",1,"House of Commons","493","Galloway and Upper Nithsdale",NA,NA
"494","/chamber-1/constituency-494","/chamber-1","/chamber-1/constituency-494","494",1,"House of Commons","494","Garston and Halewood","England",NA
"495","/chamber-1/constituency-495","/chamber-1","/chamber-1/constituency-495","495",1,"House of Commons","495","Gateshead","England",NA
"496","/chamber-1/constituency-496","/chamber-1","/chamber-1/constituency-496","496",1,"House of Commons","496","Gateshead East",NA,NA
"497","/chamber-1/constituency-497","/chamber-1","/chamber-1/constituency-497","497",1,"House of Commons","497","Gateshead East and Washington West",NA,NA
"498","/chamber-1/constituency-498","/chamber-1","/chamber-1/constituency-498","498",1,"House of Commons","498","Gateshead West",NA,NA
"499","/chamber-1/constituency-499","/chamber-1","/chamber-1/constituency-499","499",1,"House of Commons","499","Gedling","England",NA
"500","/chamber-1/constituency-500","/chamber-1","/chamber-1/constituency-500","500",1,"House of Commons","500","Gillingham",NA,NA
"501","/chamber-1/constituency-501","/chamber-1","/chamber-1/constituency-501","501",1,"House of Commons","501","Gillingham and Rainham","England",NA
"502","/chamber-1/constituency-502","/chamber-1","/chamber-1/constituency-502","502",1,"House of Commons","502","Glanford and Scunthorpe",NA,NA
"503","/chamber-1/constituency-503","/chamber-1","/chamber-1/constituency-503","503",1,"House of Commons","503","Glasgow East","Scotland",NA
"504","/chamber-1/constituency-504","/chamber-1","/chamber-1/constituency-504","504",1,"House of Commons","504","Glasgow North","Scotland",NA
"505","/chamber-1/constituency-505","/chamber-1","/chamber-1/constituency-505","505",1,"House of Commons","505","Glasgow North East","Scotland",NA
"506","/chamber-1/constituency-506","/chamber-1","/chamber-1/constituency-506","506",1,"House of Commons","506","Glasgow North West","Scotland",NA
"507","/chamber-1/constituency-507","/chamber-1","/chamber-1/constituency-507","507",1,"House of Commons","507","Glasgow South","Scotland",NA
"508","/chamber-1/constituency-508","/chamber-1","/chamber-1/constituency-508","508",1,"House of Commons","508","Glasgow South West","Scotland",NA
"509","/chamber-1/constituency-509","/chamber-1","/chamber-1/constituency-509","509",1,"House of Commons","509","Glasgow, Anniesland",NA,NA
"510","/chamber-1/constituency-510","/chamber-1","/chamber-1/constituency-510","510",1,"House of Commons","510","Glasgow, Baillieston",NA,NA
"511","/chamber-1/constituency-511","/chamber-1","/chamber-1/constituency-511","511",1,"House of Commons","511","Glasgow, Bridgeton",NA,NA
"512","/chamber-1/constituency-512","/chamber-1","/chamber-1/constituency-512","512",1,"House of Commons","512","Glasgow, Camlachie",NA,NA
"513","/chamber-1/constituency-513","/chamber-1","/chamber-1/constituency-513","513",1,"House of Commons","513","Glasgow, Carnlachie",NA,NA
"514","/chamber-1/constituency-514","/chamber-1","/chamber-1/constituency-514","514",1,"House of Commons","514","Glasgow, Cathcart",NA,NA
"515","/chamber-1/constituency-515","/chamber-1","/chamber-1/constituency-515","515",1,"House of Commons","515","Glasgow, Craigton",NA,NA
"516","/chamber-1/constituency-516","/chamber-1","/chamber-1/constituency-516","516",1,"House of Commons","516","Glasgow, Garscadden",NA,NA
"517","/chamber-1/constituency-517","/chamber-1","/chamber-1/constituency-517","517",1,"House of Commons","517","Glasgow, Gorbals",NA,NA
"518","/chamber-1/constituency-518","/chamber-1","/chamber-1/constituency-518","518",1,"House of Commons","518","Glasgow, Govan",NA,NA
"519","/chamber-1/constituency-519","/chamber-1","/chamber-1/constituency-519","519",1,"House of Commons","519","Glasgow, Hillhead",NA,NA
"520","/chamber-1/constituency-520","/chamber-1","/chamber-1/constituency-520","520",1,"House of Commons","520","Glasgow, Kelvin",NA,NA
"521","/chamber-1/constituency-521","/chamber-1","/chamber-1/constituency-521","521",1,"House of Commons","521","Glasgow, Kelvingrove",NA,NA
"522","/chamber-1/constituency-522","/chamber-1","/chamber-1/constituency-522","522",1,"House of Commons","522","Glasgow, Maryhill",NA,NA
"523","/chamber-1/constituency-523","/chamber-1","/chamber-1/constituency-523","523",1,"House of Commons","523","Glasgow, Partick",NA,NA
"524","/chamber-1/constituency-524","/chamber-1","/chamber-1/constituency-524","524",1,"House of Commons","524","Glasgow, Pollok",NA,NA
"525","/chamber-1/constituency-525","/chamber-1","/chamber-1/constituency-525","525",1,"House of Commons","525","Glasgow, Provan",NA,NA
"526","/chamber-1/constituency-526","/chamber-1","/chamber-1/constituency-526","526",1,"House of Commons","526","Glasgow, Queen's Park",NA,NA
"527","/chamber-1/constituency-527","/chamber-1","/chamber-1/constituency-527","527",1,"House of Commons","527","Glasgow, Rutherglen",NA,NA
"528","/chamber-1/constituency-528","/chamber-1","/chamber-1/constituency-528","528",1,"House of Commons","528","Glasgow, Scotstoun",NA,NA
"529","/chamber-1/constituency-529","/chamber-1","/chamber-1/constituency-529","529",1,"House of Commons","529","Glasgow, Shettleston",NA,NA
"530","/chamber-1/constituency-530","/chamber-1","/chamber-1/constituency-530","530",1,"House of Commons","530","Glasgow, Springburn",NA,NA
"531","/chamber-1/constituency-531","/chamber-1","/chamber-1/constituency-531","531",1,"House of Commons","531","Glasgow, St Rollox",NA,NA
"532","/chamber-1/constituency-532","/chamber-1","/chamber-1/constituency-532","532",1,"House of Commons","532","Glasgow, Tradeston",NA,NA
"533","/chamber-1/constituency-533","/chamber-1","/chamber-1/constituency-533","533",1,"House of Commons","533","Glasgow, Woodside",NA,NA
"534","/chamber-1/constituency-534","/chamber-1","/chamber-1/constituency-534","534",1,"House of Commons","534","Glenrothes","Scotland",NA
"535","/chamber-1/constituency-535","/chamber-1","/chamber-1/constituency-535","535",1,"House of Commons","535","Gloucester","England",NA
"536","/chamber-1/constituency-536","/chamber-1","/chamber-1/constituency-536","536",1,"House of Commons","536","Goole",NA,NA
"537","/chamber-1/constituency-537","/chamber-1","/chamber-1/constituency-537","537",1,"House of Commons","537","Gordon","Scotland",NA
"538","/chamber-1/constituency-538","/chamber-1","/chamber-1/constituency-538","538",1,"House of Commons","538","Gosport","England",NA
"539","/chamber-1/constituency-539","/chamber-1","/chamber-1/constituency-539","539",1,"House of Commons","539","Gosport and Fareham",NA,NA
"540","/chamber-1/constituency-540","/chamber-1","/chamber-1/constituency-540","540",1,"House of Commons","540","Gower","Wales",NA
"541","/chamber-1/constituency-541","/chamber-1","/chamber-1/constituency-541","541",1,"House of Commons","541","Grantham",NA,NA
"542","/chamber-1/constituency-542","/chamber-1","/chamber-1/constituency-542","542",1,"House of Commons","542","Grantham and Stamford","England",NA
"543","/chamber-1/constituency-543","/chamber-1","/chamber-1/constituency-543","543",1,"House of Commons","543","Gravesend",NA,NA
"544","/chamber-1/constituency-544","/chamber-1","/chamber-1/constituency-544","544",1,"House of Commons","544","Gravesham","England",NA
"545","/chamber-1/constituency-545","/chamber-1","/chamber-1/constituency-545","545",1,"House of Commons","545","Great Grimsby","England",NA
"546","/chamber-1/constituency-546","/chamber-1","/chamber-1/constituency-546","546",1,"House of Commons","546","Great Yarmouth","England",NA
"547","/chamber-1/constituency-547","/chamber-1","/chamber-1/constituency-547","547",1,"House of Commons","547","Greenock",NA,NA
"548","/chamber-1/constituency-548","/chamber-1","/chamber-1/constituency-548","548",1,"House of Commons","548","Greenock and Inverclyde",NA,NA
"549","/chamber-1/constituency-549","/chamber-1","/chamber-1/constituency-549","549",1,"House of Commons","549","Greenock and Port Glasgow",NA,NA
"550","/chamber-1/constituency-550","/chamber-1","/chamber-1/constituency-550","550",1,"House of Commons","550","Greenwich",NA,NA
"551","/chamber-1/constituency-551","/chamber-1","/chamber-1/constituency-551","551",1,"House of Commons","551","Greenwich and Woolwich","England",NA
"552","/chamber-1/constituency-552","/chamber-1","/chamber-1/constituency-552","552",1,"House of Commons","552","Grimsby",NA,NA
"553","/chamber-1/constituency-553","/chamber-1","/chamber-1/constituency-553","553",1,"House of Commons","553","Guildford","England",NA
"554","/chamber-1/constituency-554","/chamber-1","/chamber-1/constituency-554","554",1,"House of Commons","554","Hackney Central",NA,NA
"555","/chamber-1/constituency-555","/chamber-1","/chamber-1/constituency-555","555",1,"House of Commons","555","Hackney North",NA,NA
"556","/chamber-1/constituency-556","/chamber-1","/chamber-1/constituency-556","556",1,"House of Commons","556","Hackney North and Stoke Newington","England",NA
"557","/chamber-1/constituency-557","/chamber-1","/chamber-1/constituency-557","557",1,"House of Commons","557","Hackney South",NA,NA
"558","/chamber-1/constituency-558","/chamber-1","/chamber-1/constituency-558","558",1,"House of Commons","558","Hackney South and Shoreditch","England",NA
"559","/chamber-1/constituency-559","/chamber-1","/chamber-1/constituency-559","559",1,"House of Commons","559","Halesowen and Rowley Regis","England",NA
"560","/chamber-1/constituency-560","/chamber-1","/chamber-1/constituency-560","560",1,"House of Commons","560","Halesowen and Stourbridge",NA,NA
"561","/chamber-1/constituency-561","/chamber-1","/chamber-1/constituency-561","561",1,"House of Commons","561","Halifax","England",NA
"562","/chamber-1/constituency-562","/chamber-1","/chamber-1/constituency-562","562",1,"House of Commons","562","Haltemprice",NA,NA
"563","/chamber-1/constituency-563","/chamber-1","/chamber-1/constituency-563","563",1,"House of Commons","563","Haltemprice and Howden","England",NA
"564","/chamber-1/constituency-564","/chamber-1","/chamber-1/constituency-564","564",1,"House of Commons","564","Halton","England",NA
"565","/chamber-1/constituency-565","/chamber-1","/chamber-1/constituency-565","565",1,"House of Commons","565","Hamilton",NA,NA
"566","/chamber-1/constituency-566","/chamber-1","/chamber-1/constituency-566","566",1,"House of Commons","566","Hamilton North and Bellshill",NA,NA
"567","/chamber-1/constituency-567","/chamber-1","/chamber-1/constituency-567","567",1,"House of Commons","567","Hamilton South",NA,NA
"568","/chamber-1/constituency-568","/chamber-1","/chamber-1/constituency-568","568",1,"House of Commons","568","Hammersmith","England",NA
"569","/chamber-1/constituency-569","/chamber-1","/chamber-1/constituency-569","569",1,"House of Commons","569","Hammersmith and Fulham",NA,NA
"570","/chamber-1/constituency-570","/chamber-1","/chamber-1/constituency-570","570",1,"House of Commons","570","Hammersmith North",NA,NA
"571","/chamber-1/constituency-571","/chamber-1","/chamber-1/constituency-571","571",1,"House of Commons","571","Hammersmith South",NA,NA
"572","/chamber-1/constituency-572","/chamber-1","/chamber-1/constituency-572","572",1,"House of Commons","572","Hampstead",NA,NA
"573","/chamber-1/constituency-573","/chamber-1","/chamber-1/constituency-573","573",1,"House of Commons","573","Hampstead and Highgate",NA,NA
"574","/chamber-1/constituency-574","/chamber-1","/chamber-1/constituency-574","574",1,"House of Commons","574","Hampstead and Kilburn","England",NA
"575","/chamber-1/constituency-575","/chamber-1","/chamber-1/constituency-575","575",1,"House of Commons","575","Harborough","England",NA
"576","/chamber-1/constituency-576","/chamber-1","/chamber-1/constituency-576","576",1,"House of Commons","576","Harlow","England",NA
"577","/chamber-1/constituency-577","/chamber-1","/chamber-1/constituency-577","577",1,"House of Commons","577","Harrogate",NA,NA
"578","/chamber-1/constituency-578","/chamber-1","/chamber-1/constituency-578","578",1,"House of Commons","578","Harrogate and Knaresborough","England",NA
"579","/chamber-1/constituency-579","/chamber-1","/chamber-1/constituency-579","579",1,"House of Commons","579","Harrow",NA,NA
"580","/chamber-1/constituency-580","/chamber-1","/chamber-1/constituency-580","580",1,"House of Commons","580","Harrow Central",NA,NA
"581","/chamber-1/constituency-581","/chamber-1","/chamber-1/constituency-581","581",1,"House of Commons","581","Harrow East","England",NA
"582","/chamber-1/constituency-582","/chamber-1","/chamber-1/constituency-582","582",1,"House of Commons","582","Harrow West","England",NA
"583","/chamber-1/constituency-583","/chamber-1","/chamber-1/constituency-583","583",1,"House of Commons","583","Hartlepool","England",NA
"584","/chamber-1/constituency-584","/chamber-1","/chamber-1/constituency-584","584",1,"House of Commons","584","Harwich",NA,NA
"585","/chamber-1/constituency-585","/chamber-1","/chamber-1/constituency-585","585",1,"House of Commons","585","Harwich and North Essex","England",NA
"586","/chamber-1/constituency-586","/chamber-1","/chamber-1/constituency-586","586",1,"House of Commons","586","Hastings",NA,NA
"587","/chamber-1/constituency-587","/chamber-1","/chamber-1/constituency-587","587",1,"House of Commons","587","Hastings and Rye","England",NA
"588","/chamber-1/constituency-588","/chamber-1","/chamber-1/constituency-588","588",1,"House of Commons","588","Havant","England",NA
"589","/chamber-1/constituency-589","/chamber-1","/chamber-1/constituency-589","589",1,"House of Commons","589","Havant and Waterloo",NA,NA
"590","/chamber-1/constituency-590","/chamber-1","/chamber-1/constituency-590","590",1,"House of Commons","590","Hayes and Harlington","England",NA
"591","/chamber-1/constituency-591","/chamber-1","/chamber-1/constituency-591","591",1,"House of Commons","591","Hazel Grove","England",NA
"592","/chamber-1/constituency-592","/chamber-1","/chamber-1/constituency-592","592",1,"House of Commons","592","Hemel Hempstead","England",NA
"593","/chamber-1/constituency-593","/chamber-1","/chamber-1/constituency-593","593",1,"House of Commons","593","Hemsworth","England",NA
"594","/chamber-1/constituency-594","/chamber-1","/chamber-1/constituency-594","594",1,"House of Commons","594","Hendon","England",NA
