"","committee_acronym","parliament_number","session_number","date_change"
"1336","PACP","41","1","September 13, 2013"
"1337","PACP","41","1","January 28, 2013"
"1338","PACP","41","1","September 25, 2012"
"1339","PACP","41","1","September 20, 2012"
"1340","PACP","41","1","April 23, 2012"
"1341","PACP","41","1","November 2, 2011"
"1342","PACP","41","1","September 20, 2011"
"1343","PACP","41","1","June 15, 2011"
"1344","PACP","41","1","June 13, 2011"
"1345","PACP","41","2","August 2, 2015"
"1346","PACP","41","2","March 3, 2014"
"1347","PACP","41","2","February 26, 2014"
"1348","PACP","41","2","February 5, 2014"
"1349","PACP","41","2","January 30, 2014"
"1350","PACP","41","2","January 27, 2014"
"1351","PACP","41","2","October 28, 2013"
"1352","PACP","41","2","October 22, 2013"
"1353","PACP","42","1","September 11, 2019"
"1354","PACP","42","1","May 9, 2019"
"1355","PACP","42","1","April 5, 2019"
"1356","PACP","42","1","March 18, 2019"
"1357","PACP","42","1","January 30, 2019"
"1358","PACP","42","1","September 19, 2018"
"1359","PACP","42","1","September 18, 2018"
"1360","PACP","42","1","January 29, 2018"
"1361","PACP","42","1","September 26, 2017"
"1362","PACP","42","1","September 19, 2017"
"1363","PACP","42","1","September 18, 2017"
"1364","PACP","42","1","January 31, 2017"
"1365","PACP","42","1","October 17, 2016"
"1366","PACP","42","1","September 19, 2016"
"1367","PACP","42","1","February 22, 2016"
"1368","PACP","42","1","February 16, 2016"
"1369","PACP","42","1","January 29, 2016"
"1370","PROC","38","1","November 29, 2005"
"1371","PROC","38","1","October 6, 2005"
"1372","PROC","38","1","February 2, 2005"
"1373","PROC","38","1","October 7, 2004"
"1374","PROC","38","1","October 5, 2004"
"1375","PROC","39","1","September 14, 2007"
"1376","PROC","39","1","January 30, 2007"
"1377","PROC","39","1","April 6, 2006"
"1378","PROC","39","1","April 4, 2006"
"1379","PROC","39","2","September 7, 2008"
"1380","PROC","39","2","April 10, 2008"
"1381","PROC","39","2","March 6, 2008"
"1382","PROC","39","2","January 28, 2008"
"1383","PROC","39","2","October 25, 2007"
"1384","PROC","39","2","October 16, 2007"
"1385","PROC","40","1","December 4, 2008"
"1386","PROC","40","1","November 25, 2008"
"1387","PROC","40","1","November 21, 2008"
"1388","PROC","40","1","November 19, 2008"
"1389","PROC","40","2","December 30, 2009"
"1390","PROC","40","2","September 16, 2009"
"1391","PROC","40","2","January 27, 2009"
"1392","PROC","40","3","March 26, 2011"
"1393","PROC","40","3","February 3, 2011"
"1394","PROC","40","3","September 30, 2010"
"1395","PROC","40","3","September 20, 2010"
"1396","PROC","40","3","March 3, 2010"
"1397","PROC","41","1","September 13, 2013"
"1398","PROC","41","1","January 28, 2013"
"1399","PROC","41","1","December 4, 2012"
"1400","PROC","41","1","November 28, 2012"
"1401","PROC","41","1","September 25, 2012"
"1402","PROC","41","1","September 20, 2012"
"1403","PROC","41","1","April 23, 2012"
"1404","PROC","41","1","January 31, 2012"
"1405","PROC","41","1","June 9, 2011"
"1406","PROC","41","1","June 3, 2011"
"1407","PROC","41","2","August 2, 2015"
"1408","PROC","41","2","September 17, 2014"
"1409","PROC","41","2","January 30, 2014"
"1410","PROC","41","2","January 27, 2014"
"1411","PROC","41","2","October 22, 2013"
"1412","PROC","41","2","October 16, 2013"
"1413","PROC","42","1","September 11, 2019"
"1414","PROC","42","1","January 29, 2019"
"1415","PROC","42","1","January 14, 2019"
"1416","PROC","42","1","September 20, 2018"
"1417","PROC","42","1","September 19, 2018"
"1418","PROC","42","1","September 12, 2018"
"1419","PROC","42","1","September 11, 2018"
"1420","PROC","42","1","May 8, 2018"
"1421","PROC","42","1","March 29, 2018"
"1422","PROC","42","1","March 27, 2018"
"1423","PROC","42","1","March 26, 2018"
"1424","PROC","42","1","February 1, 2018"
"1425","PROC","42","1","January 31, 2018"
"1426","PROC","42","1","September 21, 2017"
"1427","PROC","42","1","September 19, 2017"
"1428","PROC","42","1","February 8, 2017"
"1429","PROC","42","1","February 1, 2016"
"1430","PROC","42","1","December 8, 2015"
"1431","PROC","42","1","December 4, 2015"
"1432","RNNR","39","1","September 14, 2007"
"1433","RNNR","39","1","January 30, 2007"
"1434","RNNR","39","1","September 26, 2006"
"1435","RNNR","39","1","September 21, 2006"
"1436","RNNR","39","1","June 13, 2006"
"1437","RNNR","39","1","June 9, 2006"
"1438","RNNR","39","1","May 9, 2006"
"1439","RNNR","39","1","April 26, 2006"
"1440","RNNR","39","2","September 7, 2008"
"1441","RNNR","39","2","November 15, 2007"
"1442","RNNR","39","2","October 31, 2007"
"1443","RNNR","40","2","December 30, 2009"
"1444","RNNR","40","2","October 5, 2009"
"1445","RNNR","40","2","September 28, 2009"
"1446","RNNR","40","2","February 5, 2009"
"1447","RNNR","40","2","January 27, 2009"
"1448","RNNR","40","3","March 26, 2011"
"1449","RNNR","40","3","February 3, 2011"
"1450","RNNR","40","3","October 5, 2010"
"1451","RNNR","40","3","September 27, 2010"
"1452","RNNR","40","3","March 11, 2010"
"1453","RNNR","40","3","March 4, 2010"
"1454","RNNR","41","1","September 13, 2013"
"1455","RNNR","41","1","May 8, 2013"
"1456","RNNR","41","1","May 6, 2013"
"1457","RNNR","41","1","February 7, 2013"
"1458","RNNR","41","1","January 31, 2013"
"1459","RNNR","41","1","January 28, 2013"
"1460","RNNR","41","1","November 28, 2012"
"1461","RNNR","41","1","September 27, 2012"
"1462","RNNR","41","1","September 20, 2012"
"1463","RNNR","41","1","May 8, 2012"
"1464","RNNR","41","1","April 26, 2012"
"1465","RNNR","41","1","April 23, 2012"
"1466","RNNR","41","1","January 31, 2012"
"1467","RNNR","41","1","November 2, 2011"
"1468","RNNR","41","1","September 20, 2011"
"1469","RNNR","41","1","June 20, 2011"
"1470","RNNR","41","1","June 13, 2011"
"1471","RNNR","41","2","August 2, 2015"
"1472","RNNR","41","2","January 29, 2015"
"1473","RNNR","41","2","January 27, 2015"
"1474","RNNR","41","2","November 19, 2014"
"1475","RNNR","41","2","March 25, 2014"
"1476","RNNR","41","2","March 24, 2014"
"1477","RNNR","41","2","February 6, 2014"
"1478","RNNR","41","2","January 30, 2014"
"1479","RNNR","41","2","January 27, 2014"
"1480","RNNR","41","2","October 30, 2013"
"1481","RNNR","41","2","October 22, 2013"
"1482","RNNR","42","1","September 11, 2019"
"1483","RNNR","42","1","January 30, 2019"
"1484","RNNR","42","1","September 19, 2018"
"1485","RNNR","42","1","September 12, 2018"
"1486","RNNR","42","1","August 30, 2018"
"1487","RNNR","42","1","February 5, 2018"
"1488","RNNR","42","1","November 27, 2017"
"1489","RNNR","42","1","September 20, 2017"
"1490","RNNR","42","1","September 19, 2017"
"1491","RNNR","42","1","September 18, 2017"
"1492","RNNR","42","1","May 1, 2017"
"1493","RNNR","42","1","September 19, 2016"
"1494","RNNR","42","1","February 18, 2016"
"1495","RNNR","42","1","January 29, 2016"
"1496","SECU","39","1","September 14, 2007"
"1497","SECU","39","1","February 1, 2007"
"1498","SECU","39","1","January 30, 2007"
"1499","SECU","39","1","September 26, 2006"
"1500","SECU","39","1","September 21, 2006"
"1501","SECU","39","1","June 9, 2006"
"1502","SECU","39","1","May 1, 2006"
"1503","SECU","39","1","April 26, 2006"
"1504","SECU","39","2","September 7, 2008"
"1505","SECU","39","2","November 15, 2007"
"1506","SECU","39","2","November 13, 2007"
"1507","SECU","39","2","October 31, 2007"
"1508","SECU","40","2","December 30, 2009"
"1509","SECU","40","2","October 6, 2009"
"1510","SECU","40","2","September 28, 2009"
"1511","SECU","40","2","April 28, 2009"
"1512","SECU","40","2","April 23, 2009"
"1513","SECU","40","2","April 22, 2009"
"1514","SECU","40","2","February 5, 2009"
"1515","SECU","40","2","January 27, 2009"
"1516","SECU","40","3","March 26, 2011"
"1517","SECU","40","3","October 4, 2010"
"1518","SECU","40","3","September 27, 2010"
"1519","SECU","40","3","March 9, 2010"
"1520","SECU","40","3","March 4, 2010"
"1521","SECU","41","1","September 13, 2013"
"1522","SECU","41","1","July 17, 2013"
"1523","SECU","41","1","January 28, 2013"
"1524","SECU","41","1","September 24, 2012"
"1525","SECU","41","1","September 20, 2012"
"1526","SECU","41","1","April 23, 2012"
"1527","SECU","41","1","June 15, 2011"
"1528","SECU","41","1","June 13, 2011"
"1529","SECU","41","2","August 2, 2015"
"1530","SECU","41","2","January 29, 2015"
"1531","SECU","41","2","November 19, 2014"
"1532","SECU","41","2","February 6, 2014"
"1533","SECU","41","2","January 30, 2014"
"1534","SECU","41","2","January 27, 2014"
"1535","SECU","41","2","October 24, 2013"
"1536","SECU","41","2","October 22, 2013"
"1537","SECU","42","1","September 11, 2019"
"1538","SECU","42","1","April 5, 2019"
"1539","SECU","42","1","September 19, 2018"
"1540","SECU","42","1","September 18, 2018"
"1541","SECU","42","1","September 12, 2018"
"1542","SECU","42","1","August 30, 2018"
"1543","SECU","42","1","January 29, 2018"
"1544","SECU","42","1","October 19, 2017"
"1545","SECU","42","1","September 21, 2017"
"1546","SECU","42","1","September 19, 2017"
"1547","SECU","42","1","September 18, 2017"
"1548","SECU","42","1","February 6, 2017"
"1549","SECU","42","1","January 31, 2017"
"1550","SECU","42","1","October 17, 2016"
"1551","SECU","42","1","September 19, 2016"
"1552","SECU","42","1","February 4, 2016"
"1553","SECU","42","1","January 29, 2016"
"1554","TRAN","38","1","November 29, 2005"
"1555","TRAN","38","1","October 20, 2005"
"1556","TRAN","38","1","October 7, 2005"
"1557","TRAN","38","1","February 2, 2005"
"1558","TRAN","38","1","October 20, 2004"
"1559","TRAN","38","1","October 12, 2004"
"1560","TRAN","38","1","October 7, 2004"
"1561","TRAN","39","1","September 14, 2007"
"1562","TRAN","39","1","January 30, 2007"
"1563","TRAN","39","1","November 9, 2006"
"1564","TRAN","39","1","September 26, 2006"
"1565","TRAN","39","1","September 21, 2006"
"1566","TRAN","39","1","June 9, 2006"
"1567","TRAN","39","1","May 4, 2006"
"1568","TRAN","39","1","April 26, 2006"
"1569","TRAN","39","2","September 7, 2008"
"1570","TRAN","39","2","April 9, 2008"
"1571","TRAN","39","2","November 15, 2007"
"1572","TRAN","39","2","October 31, 2007"
"1573","TRAN","40","2","December 30, 2009"
"1574","TRAN","40","2","October 5, 2009"
"1575","TRAN","40","2","September 28, 2009"
"1576","TRAN","40","2","February 3, 2009"
"1577","TRAN","40","2","January 27, 2009"
"1578","TRAN","40","3","March 26, 2011"
"1579","TRAN","40","3","February 3, 2011"
"1580","TRAN","40","3","October 5, 2010"
"1581","TRAN","40","3","September 27, 2010"
"1582","TRAN","40","3","March 10, 2010"
"1583","TRAN","40","3","March 9, 2010"
"1584","TRAN","40","3","March 4, 2010"
"1585","TRAN","41","1","September 13, 2013"
"1586","TRAN","41","1","May 23, 2013"
"1587","TRAN","41","1","September 27, 2012"
"1588","TRAN","41","1","September 20, 2012"
"1589","TRAN","41","1","April 24, 2012"
"1590","TRAN","41","1","April 23, 2012"
"1591","TRAN","41","1","January 31, 2012"
"1592","TRAN","41","1","September 20, 2011"
"1593","TRAN","41","1","June 20, 2011"
"1594","TRAN","41","1","June 13, 2011"
"1595","TRAN","41","2","August 2, 2015"
"1596","TRAN","41","2","November 19, 2014"
"1597","TRAN","41","2","March 31, 2014"
"1598","TRAN","41","2","March 25, 2014"
"1599","TRAN","41","2","March 24, 2014"
"1600","TRAN","41","2","February 6, 2014"
"1601","TRAN","41","2","January 30, 2014"
"1602","TRAN","41","2","January 27, 2014"
"1603","TRAN","41","2","October 30, 2013"
"1604","TRAN","41","2","October 22, 2013"
"1605","TRAN","42","1","September 11, 2019"
"1606","TRAN","42","1","January 29, 2019"
"1607","TRAN","42","1","September 19, 2018"
"1608","TRAN","42","1","September 18, 2018"
"1609","TRAN","42","1","September 12, 2018"
"1610","TRAN","42","1","September 11, 2018"
"1611","TRAN","42","1","January 29, 2018"
"1612","TRAN","42","1","September 19, 2017"
"1613","TRAN","42","1","September 18, 2017"
"1614","TRAN","42","1","October 17, 2016"
"1615","TRAN","42","1","September 20, 2016"
"1616","TRAN","42","1","September 19, 2016"
"1617","TRAN","42","1","February 3, 2016"
"1618","TRAN","42","1","January 29, 2016"
