Honorific Title,First Name,Last Name,Constituency,Province / Territory,Political Affiliation,Start Date,End Date
Hon.,Carolyn,Bennett,St. Paul's,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Leon,Benoit,Vegreville—Wainwright,Alberta,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Stéphane,Bergeron,Verchères—Les Patriotes,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,11/9/2005 11:59:59 PM
Hon.,Maurizio,Bevilacqua,Vaughan,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,James,Bezan,Selkirk—Interlake,Manitoba,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Bernard,Bigras,Rosemont—La Petite-Patrie,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Bill,Blaikie,Elmwood—Transcona,Manitoba,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Raynald,Blais,Gaspésie—Îles-de-la-Madeleine,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Ethel,Blondin-Andrew,Western Arctic,Northwest Territories,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Alain,Boire,Beauharnois—Salaberry,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Françoise,Boivin,Gatineau,Quebec,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Raymond,Bonin,Nickel Belt,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,France,Bonsant,Compton—Stanstead,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Ken,Boshcoff,Thunder Bay—Rainy River,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Robert,Bouchard,Chicoutimi—Le Fjord,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Don,Boudria,Glengarry—Prescott—Russell,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Marc,Boulianne,Mégantic—L'Érable,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Diane,Bourgeois,Terrebonne—Blainville,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Claudette,Bradshaw,Moncton—Riverview—Dieppe,New Brunswick,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Garry,Breitkreuz,Yorkton—Melville,Saskatchewan,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Scott,Brison,Kings—Hants,Nova Scotia,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Ed,Broadbent,Ottawa Centre,Ontario,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Bonnie,Brown,Oakville,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Gordon,Brown,Leeds—Grenville,Ontario,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Paule,Brunelle,Trois-Rivières,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Sarmite,Bulte,Parkdale—High Park,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Gerry,Byrne,Humber—St. Barbe—Baie Verte,Newfoundland and Labrador,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Chuck,Cadman,Surrey North,British Columbia,Independent,6/28/2004 12:00:00 AM,7/9/2005 11:59:59 PM
,John,Cannis,Scarborough Centre,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Serge,Cardin,Sherbrooke,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Gary,Carr,Halton,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Colin,Carrie,Oshawa,Ontario,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Robert,Carrier,Alfred-Pellan,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Aileen,Carroll,Barrie,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Bill,Casey,Cumberland—Colchester—Musquodoboit Valley,Nova Scotia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Rick,Casson,Lethbridge,Alberta,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Marlene,Catterall,Ottawa West—Nepean,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Brenda,Chamberlain,Guelph,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Raymond,Chan,Richmond,British Columbia,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,David,Chatters,Westlock—St. Paul,Alberta,Conservative,2/24/2005 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Michael,Chong,Wellington—Halton Hills,Ontario,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,David,Christopherson,Hamilton Centre,Ontario,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Roger,Clavet,Louis-Hébert,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Bernard,Cleary,Louis-Saint-Laurent,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Denis,Coderre,Bourassa,Quebec,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Joe,Comartin,Windsor—Tecumseh,Ontario,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Joe,Comuzzi,Thunder Bay—Superior North,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Guy,Côté,Portneuf—Jacques-Cartier,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Irwin,Cotler,Mount Royal,Quebec,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Paul,Crête,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Jean,Crowder,Nanaimo—Cowichan,British Columbia,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Nathan,Cullen,Skeena—Bulkley Valley,British Columbia,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Roy,Cullen,Etobicoke North,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,John,Cummins,Delta—Richmond East,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Rodger,Cuzner,Cape Breton—Canso,Nova Scotia,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Jean-Claude,D'Amours,Madawaska—Restigouche,New Brunswick,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Libby,Davies,Vancouver East,British Columbia,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Stockwell,Day,Okanagan—Coquihalla,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Nicole,Demers,Laval,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Johanne,Deschamps,Laurentides—Labelle,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Bev,Desjarlais,Churchill,Manitoba,Independent,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Odina,Desrochers,Lotbinière—Chutes-de-la-Chaudière,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Paul,DeVillers,Simcoe North,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Barry,Devolin,Haliburton—Kawartha Lakes—Brock,Ontario,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Ruby,Dhalla,Brampton—Springdale,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Stéphane,Dion,Saint-Laurent—Cartierville,Quebec,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Ujjal,Dosanjh,Vancouver South,British Columbia,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Norman E.,Doyle,St. John's East,Newfoundland and Labrador,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Claude,Drouin,Beauce,Quebec,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Ken,Dryden,York Centre,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Gilles,Duceppe,Laurier—Sainte-Marie,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,John,Duncan,Vancouver Island North,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Wayne,Easter,Malpeque,Prince Edward Island,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Ruben,Efford,Avalon,Newfoundland and Labrador,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,David,Emerson,Vancouver Kingsway,British Columbia,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Ken,Epp,Edmonton—Sherwood Park,Alberta,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Mark,Eyking,Sydney—Victoria,Nova Scotia,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Meili,Faille,Vaudreuil-Soulanges,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Diane,Finley,Haldimand—Norfolk,Ontario,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Brian,Fitzpatrick,Prince Albert,Saskatchewan,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Steven,Fletcher,Charleswood—St. James—Assiniboia,Manitoba,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Raymonde,Folco,Laval—Les Îles,Quebec,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Joe,Fontana,London North Centre,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Paul,Forseth,New Westminster—Coquitlam,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Liza,Frulla,Jeanne-Le Ber,Quebec,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Hedy,Fry,Vancouver Centre,British Columbia,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Christiane,Gagnon,Québec,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Marcel,Gagnon,Saint-Maurice—Champlain,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Sébastien,Gagnon,Jonquière—Alma,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Cheryl,Gallant,Renfrew—Nipissing—Pembroke,Ontario,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Roger,Gallaway,Sarnia—Lambton,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Roger,Gaudet,Montcalm,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Michel,Gauthier,Roberval—Lac-Saint-Jean,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Marc,Godbout,Ottawa—Orléans,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,John,Godfrey,Don Valley West,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Yvon,Godin,Acadie—Bathurst,New Brunswick,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Peter,Goldring,Edmonton East,Alberta,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Ralph,Goodale,Wascana,Saskatchewan,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Gary,Goodyear,Cambridge,Ontario,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Jim,Gouk,British Columbia Southern Interior,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Bill,Graham,Toronto Centre,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Gurmant,Grewal,Newton—North Delta,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Nina,Grewal,Fleetwood—Port Kells,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Albina,Guarnieri,Mississauga East—Cooksville,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Monique,Guay,Rivière-du-Nord,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Helena,Guergis,Simcoe—Grey,Ontario,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Michel,Guimond,Montmorency—Charlevoix—Haute-Côte-Nord,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Art,Hanger,Calgary Northeast,Alberta,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Right Hon.,Stephen,Harper,Calgary Southwest,Alberta,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Richard,Harris,Cariboo—Prince George,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Jeremy,Harrison,Desnethé—Missinippi—Churchill River,Saskatchewan,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Loyola,Hearn,St. John's South—Mount Pearl,Newfoundland and Labrador,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Russ,Hiebert,South Surrey—White Rock—Cloverdale,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Jay,Hill,Prince George—Peace River,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Betty,Hinton,Kamloops—Thompson—Cariboo,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Mark,Holland,Ajax—Pickering,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Charles,Hubbard,Miramichi,New Brunswick,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Tony,Ianno,Trinity—Spadina,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Rahim,Jaffer,Edmonton—Strathcona,Alberta,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Brian,Jean,Fort McMurray—Athabasca,Alberta,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Marlene,Jennings,Notre-Dame-de-Grâce—Lachine,Quebec,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Dale,Johnston,Wetaskiwin,Alberta,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Peter,Julian,Burnaby—New Westminster,British Columbia,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Susan,Kadis,Thornhill,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Randy,Kamp,Pitt Meadows—Maple Ridge—Mission,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Nancy,Karetak-Lindell,Nunavut,Nunavut,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Jim,Karygiannis,Scarborough—Agincourt,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Gerald,Keddy,South Shore—St. Margaret's,Nova Scotia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Jason,Kenney,Calgary Southeast,Alberta,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Wajid,Khan,Mississauga—Streetsville,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,David,Kilgour,Edmonton—Mill Woods—Beaumont,Alberta,Independent,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Ed,Komarnicki,Souris—Moose Mountain,Saskatchewan,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Maka,Kotto,Saint-Lambert,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Daryl,Kramp,Prince Edward—Hastings,Ontario,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Mario,Laframboise,Argenteuil—Papineau—Mirabel,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Francine,Lalonde,La Pointe-de-l'Île,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Jean,Lapierre,Outremont,Quebec,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Réal,Lapierre,Lévis—Bellechasse,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Walt,Lastewka,St. Catharines,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Guy,Lauzon,Stormont—Dundas—South Glengarry,Ontario,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Carole,Lavallée,Saint-Bruno—Saint-Hubert,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Jack,Layton,Toronto—Danforth,Ontario,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Dominic,LeBlanc,Beauséjour,New Brunswick,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Derek,Lee,Scarborough—Rouge River,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Marc,Lemay,Abitibi—Témiscamingue,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Yves,Lessard,Chambly—Borduas,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Yvon,Lévesque,Abitibi—Baie-James—Nunavik—Eeyou,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Judi,Longfield,Whitby—Oshawa,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Yvan,Loubier,Saint-Hyacinthe—Bagot,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Tom,Lukiwski,Regina—Lumsden—Lake Centre,Saskatchewan,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Gary,Lunn,Saanich—Gulf Islands,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,James,Lunney,Nanaimo—Alberni,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Lawrence,MacAulay,Cardigan,Prince Edward Island,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Peter,MacKay,Central Nova,Nova Scotia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Dave,MacKenzie,Oxford,Ontario,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Paul Harold,Macklin,Northumberland—Quinte West,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Gurbax,Malhi,Bramalea—Gore—Malton,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,John,Maloney,Welland,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Richard,Marceau,Charlesbourg—Haute-Saint-Charles,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Inky,Mark,Dauphin—Swan River—Marquette,Manitoba,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Diane,Marleau,Sudbury,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Keith,Martin,Esquimalt—Juan de Fuca,British Columbia,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Pat,Martin,Winnipeg Centre,Manitoba,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Right Hon.,Paul,Martin,LaSalle—Émard,Quebec,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Tony,Martin,Sault Ste. Marie,Ontario,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Brian,Masse,Windsor West,Ontario,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Bill,Matthews,Random—Burin—St. George's,Newfoundland and Labrador,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,John,McCallum,Markham—Unionville,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Alexa,McDonough,Halifax,Nova Scotia,NDP,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,David,McGuinty,Ottawa South,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Joe,McGuire,Egmont,Prince Edward Island,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,John,McKay,Scarborough—Guildwood,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Anne,McLellan,Edmonton Centre,Alberta,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Dan,McTeague,Pickering—Scarborough East,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Réal,Ménard,Hochelaga,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Serge,Ménard,Marc-Aurèle-Fortin,Quebec,Bloc Québécois,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Ted,Menzies,Macleod,Alberta,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Rob,Merrifield,Yellowhead,Alberta,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Larry,Miller,Bruce—Grey—Owen Sound,Ontario,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Peter,Milliken,Kingston and the Islands,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
,Bob,Mills,Red Deer,Alberta,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Maria,Minna,Beaches—East York,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Andy,Mitchell,Parry Sound—Muskoka,Ontario,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,James,Moore,Port Moody—Westwood—Port Coquitlam,British Columbia,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Rob,Moore,Fundy Royal,New Brunswick,Conservative,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
Hon.,Shawn,Murphy,Charlottetown,Prince Edward Island,Liberal,6/28/2004 12:00:00 AM,1/22/2006 11:59:00 PM
