Honorific Title,First Name,Last Name,Constituency,Province / Territory,Political Affiliation,Start Date,End Date
Hon.,Peter,Milliken,Kingston and the Islands,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Maria,Minna,Beaches—East York,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,James,Moore,Port Moody—Westwood—Port Coquitlam,British Columbia,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Rob,Moore,Fundy Royal,New Brunswick,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Maria,Mourani,Ahuntsic,Quebec,Bloc Québécois,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Thomas,Mulcair,Outremont,Quebec,NDP,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Brian,Murphy,Moncton—Riverview—Dieppe,New Brunswick,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Shawn,Murphy,Charlottetown,Prince Edward Island,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Joyce,Murray,Vancouver Quadra,British Columbia,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Richard,Nadeau,Gatineau,Quebec,Bloc Québécois,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Anita,Neville,Winnipeg South Centre,Manitoba,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Rob,Nicholson,Niagara Falls,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Rick,Norlock,Northumberland—Quinte West,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Deepak,Obhrai,Calgary East,Alberta,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Gordon,O'Connor,Carleton—Mississippi Mills,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Bev,Oda,Durham,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Robert,Oliphant,Don Valley West,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Tilly,O'Neill Gordon,Miramichi,New Brunswick,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Christian,Ouellet,Brome—Missisquoi,Quebec,Bloc Québécois,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Massimo,Pacetti,Saint-Léonard—Saint-Michel,Quebec,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Daniel,Paillé,Hochelaga,Quebec,Bloc Québécois,11/9/2009 12:00:00 AM,5/1/2011 11:59:59 PM
,Pascal-Pierre,Paillé,Louis-Hébert,Quebec,Bloc Québécois,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Pierre,Paquette,Joliette,Quebec,Bloc Québécois,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Christian,Paradis,Mégantic—L'Érable,Quebec,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Bernard,Patry,Pierrefonds—Dollard,Quebec,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,LaVar,Payne,Medicine Hat,Alberta,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Glen,Pearson,London North Centre,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Daniel,Petit,Charlesbourg—Haute-Saint-Charles,Quebec,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Louis,Plamondon,Bas-Richelieu—Nicolet—Bécancour,Quebec,Bloc Québécois,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Pierre,Poilievre,Nepean—Carleton,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Roger,Pomerleau,Drummond,Quebec,Bloc Québécois,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Jim,Prentice,Calgary Centre-North,Alberta,Conservative,10/14/2008 12:00:00 AM,11/14/2010 11:59:59 PM
,Joe,Preston,Elgin—Middlesex—London,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Marcel,Proulx,Hull—Aylmer,Quebec,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Bob,Rae,Toronto Centre,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,John,Rafferty,Thunder Bay—Rainy River,Ontario,NDP,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Lisa,Raitt,Halton,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,James,Rajotte,Edmonton—Leduc,Alberta,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Yasmin,Ratansi,Don Valley East,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Brent,Rathgeber,Edmonton—St. Albert,Alberta,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Geoff,Regan,Halifax West,Nova Scotia,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Scott,Reid,Lanark—Frontenac—Lennox and Addington,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Blake,Richards,Wild Rose,Alberta,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Lee,Richardson,Calgary Centre,Alberta,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Greg,Rickford,Kenora,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Gerry,Ritz,Battlefords—Lloydminster,Saskatchewan,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Pablo,Rodriguez,Honoré-Mercier,Quebec,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Anthony,Rota,Nipissing—Timiskaming,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Jean-Yves,Roy,Haute-Gaspésie—La Mitis—Matane—Matapédia,Quebec,Bloc Québécois,10/14/2008 12:00:00 AM,10/22/2010 11:59:59 PM
,Todd,Russell,Labrador,Newfoundland and Labrador,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Michael,Savage,Dartmouth—Cole Harbour,Nova Scotia,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Denise,Savoie,Victoria,British Columbia,NDP,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Andrew,Saxton,North Vancouver,British Columbia,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Francis,Scarpaleggia,Lac-Saint-Louis,Quebec,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Andrew,Scheer,Regina—Qu'Appelle,Saskatchewan,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Gary,Schellenberger,Perth—Wellington,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Judy A.,Sgro,York West,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Gail,Shea,Egmont,Prince Edward Island,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Bev,Shipley,Lambton—Kent—Middlesex,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Devinder,Shory,Calgary Northeast,Alberta,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Bill,Siksay,Burnaby—Douglas,British Columbia,NDP,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Mario,Silva,Davenport,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Scott,Simms,Bonavista—Gander—Grand Falls—Windsor,Newfoundland and Labrador,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Michelle,Simson,Scarborough Southwest,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Joy,Smith,Kildonan—St. Paul,Manitoba,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Robert,Sopuck,Dauphin—Swan River—Marquette,Manitoba,Conservative,11/29/2010 12:00:00 AM,5/1/2011 11:59:59 PM
,Kevin,Sorenson,Crowfoot,Alberta,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Bruce,Stanton,Simcoe North,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Thierry,St-Cyr,Jeanne-Le Ber,Quebec,Bloc Québécois,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Peter,Stoffer,Sackville—Eastern Shore,Nova Scotia,NDP,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Brian,Storseth,Westlock—St. Paul,Alberta,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Chuck,Strahl,Chilliwack—Fraser Canyon,British Columbia,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,David,Sweet,Ancaster—Dundas—Flamborough—Westdale,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Paul,Szabo,Mississauga South,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Ève-Mary Thaï,Thi Lac,Saint-Hyacinthe—Bagot,Quebec,Bloc Québécois,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Glenn,Thibeault,Sudbury,Ontario,NDP,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Greg,Thompson,New Brunswick Southwest,New Brunswick,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,David,Tilson,Dufferin—Caledon,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Vic,Toews,Provencher,Manitoba,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Alan,Tonks,York South—Weston,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Brad,Trost,Saskatoon—Humboldt,Saskatchewan,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Right Hon.,Justin,Trudeau,Papineau,Quebec,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Merv,Tweed,Brandon—Souris,Manitoba,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Tim,Uppal,Edmonton—Sherwood Park,Alberta,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Frank,Valeriote,Guelph,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Dave,Van Kesteren,Chatham-Kent—Essex,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Peter,Van Loan,York—Simcoe,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Maurice,Vellacott,Saskatoon—Wanuskewin,Saskatchewan,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Josée,Verner,Louis-Saint-Laurent,Quebec,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Robert,Vincent,Shefford,Quebec,Bloc Québécois,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Joseph,Volpe,Eglinton—Lawrence,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Mike,Wallace,Burlington,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Mark,Warawa,Langley,British Columbia,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Chris,Warkentin,Peace River,Alberta,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Judy,Wasylycia-Leis,Winnipeg North,Manitoba,NDP,10/14/2008 12:00:00 AM,4/30/2010 11:59:59 PM
,Jeff,Watson,Essex,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,John,Weston,West Vancouver—Sunshine Coast—Sea to Sky Country,British Columbia,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Rodney,Weston,Saint John,New Brunswick,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Bryon,Wilfert,Richmond Hill,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Alice,Wong,Richmond,British Columbia,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Stephen,Woodworth,Kitchener Centre,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Borys,Wrzesnewskyj,Etobicoke Centre,Ontario,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
Hon.,Lynne,Yelich,Blackstrap,Saskatchewan,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Terence,Young,Oakville,Ontario,Conservative,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,Lise,Zarac,LaSalle—Émard,Quebec,Liberal,10/14/2008 12:00:00 AM,5/1/2011 11:59:59 PM
,,,,,,,
,,,,,,,
