Honorific Title,First Name,Last Name,Constituency,Province / Territory,Political Affiliation,Start Date,End Date
,Jati,Sidhu,Mission—Matsqui—Fraser Canyon,British Columbia,Liberal,10/19/15 0:00,
,Sonia,Sidhu,Brampton South,Ontario,Liberal,10/19/15 0:00,
,Gagan,Sikand,Mississauga—Streetsville,Ontario,Liberal,10/19/15 0:00,
,Scott,Simms,Coast of Bays—Central—Notre Dame,Newfoundland and Labrador,Liberal,10/19/15 0:00,
,Jagmeet,Singh,Burnaby South,British Columbia,NDP,2/25/19 0:00,
Hon.,Amarjeet,Sohi,Edmonton Mill Woods,Alberta,Liberal,10/19/15 0:00,
,Robert,Sopuck,Dauphin—Swan River—Neepawa,Manitoba,Conservative,10/19/15 0:00,
,Francesco,Sorbara,Vaughan—Woodbridge,Ontario,Liberal,10/19/15 0:00,
Hon.,Kevin,Sorenson,Battle River—Crowfoot,Alberta,Conservative,10/19/15 0:00,
,Sven,Spengemann,Mississauga—Lakeshore,Ontario,Liberal,10/19/15 0:00,
,Bruce,Stanton,Simcoe North,Ontario,Conservative,10/19/15 0:00,
,Gabriel,Ste-Marie,Joliette,Quebec,Bloc Québécois,10/19/15 0:00,
,Wayne,Stetski,Kootenay—Columbia,British Columbia,NDP,10/19/15 0:00,
,Kennedy,Stewart,Burnaby South,British Columbia,NDP,10/19/15 0:00,9/14/18 23:59
,Mark,Strahl,Chilliwack—Hope,British Columbia,Conservative,10/19/15 0:00,
,Shannon,Stubbs,Lakeland,Alberta,Conservative,10/19/15 0:00,
,David,Sweet,Flamborough—Glanbrook,Ontario,Conservative,10/19/15 0:00,
,Marwan,Tabbara,Kitchener South—Hespeler,Ontario,Liberal,10/19/15 0:00,
,Geng,Tan,Don Valley North,Ontario,Liberal,10/19/15 0:00,
Hon.,Filomena,Tassi,Hamilton West—Ancaster—Dundas,Ontario,Liberal,10/19/15 0:00,
,Luc,Thériault,Montcalm,Quebec,Bloc Québécois,10/19/15 0:00,
,David,Tilson,Dufferin—Caledon,Ontario,Conservative,10/19/15 0:00,
Hon.,Hunter,Tootoo,Nunavut,Nunavut,Independent,10/19/15 0:00,
,Brad,Trost,Saskatoon—University,Saskatchewan,Conservative,10/19/15 0:00,
Right Hon.,Justin,Trudeau,Papineau,Quebec,Liberal,10/19/15 0:00,
,Karine,Trudel,Jonquière,Quebec,NDP,10/19/15 0:00,
,Dave,Van Kesteren,Chatham-Kent—Leamington,Ontario,Conservative,10/19/15 0:00,
Hon.,Peter,Van Loan,York—Simcoe,Ontario,Conservative,10/19/15 0:00,9/30/18 0:00
,Dan,Vandal,Saint Boniface—Saint Vital,Manitoba,Liberal,10/19/15 0:00,
,Anita,Vandenbeld,Ottawa West—Nepean,Ontario,Liberal,10/19/15 0:00,
,Adam,Vaughan,Spadina—Fort York,Ontario,Liberal,10/19/15 0:00,
,Karen,Vecchio,Elgin—Middlesex—London,Ontario,Conservative,10/19/15 0:00,
,Arnold,Viersen,Peace River—Westlock,Alberta,Conservative,10/19/15 0:00,
,Arif,Virani,Parkdale—High Park,Ontario,Liberal,10/19/15 0:00,
,Cathay,Wagantall,Yorkton—Melville,Saskatchewan,Conservative,10/19/15 0:00,
,Mark,Warawa,Langley—Aldergrove,British Columbia,Conservative,10/19/15 0:00,6/20/19 23:59
,Chris,Warkentin,Grande Prairie—Mackenzie,Alberta,Conservative,10/19/15 0:00,
,Dianne L.,Watts,South Surrey—White Rock,British Columbia,Conservative,10/19/15 0:00,9/29/17 23:59
,Kevin,Waugh,Saskatoon—Grasswood,Saskatchewan,Conservative,10/19/15 0:00,
,Len,Webber,Calgary Confederation,Alberta,Conservative,10/19/15 0:00,
,Erin,Weir,Regina—Lewvan,Saskatchewan,Co-operative Commonwealth Federation,10/19/15 0:00,
,Nick,Whalen,St. John's East,Newfoundland and Labrador,Liberal,10/19/15 0:00,
Hon.,Jonathan,Wilkinson,North Vancouver,British Columbia,Liberal,10/19/15 0:00,
Hon.,Jody,Wilson-Raybould,Vancouver Granville,British Columbia,Independent,10/19/15 0:00,
Hon.,Alice,Wong,Richmond Centre,British Columbia,Conservative,10/19/15 0:00,
,Borys,Wrzesnewskyj,Etobicoke Centre,Ontario,Liberal,10/19/15 0:00,
,Jean,Yip,Scarborough—Agincourt,Ontario,Liberal,12/11/17 0:00,
,Kate,Young,London West,Ontario,Liberal,10/19/15 0:00,
,David,Yurdiga,Fort McMurray—Cold Lake,Alberta,Conservative,10/19/15 0:00,
,Salma,Zahid,Scarborough Centre,Ontario,Liberal,10/19/15 0:00,
,Bob,Zimmer,Prince George—Peace River—Northern Rockies,British Columbia,Conservative,10/19/15 0:00,
