Honorific Title,First Name,Last Name,Constituency,Province / Territory,Political Affiliation,Start Date,End Date
,Marie-Claude,Morin,Saint-Hyacinthe—Bagot,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Maria,Mourani,Ahuntsic,Quebec,Independent,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Thomas,Mulcair,Outremont,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Joyce,Murray,Vancouver Quadra,British Columbia,Liberal,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Pierre,Nantel,Longueuil—Pierre-Boucher,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Peggy,Nash,Parkdale—High Park,Ontario,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Jamie,Nicholls,Vaudreuil-Soulanges,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Rob,Nicholson,Niagara Falls,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Rick,Norlock,Northumberland—Quinte West,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,José,Nunez-Melo,Laval,Quebec,Independent,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Deepak,Obhrai,Calgary East,Alberta,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Gordon,O'Connor,Carleton—Mississippi Mills,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Bev,Oda,Durham,Ontario,Conservative,5/2/2011 12:00:00 AM,7/31/2012 11:59:59 PM
Hon.,Joe,Oliver,Eglinton—Lawrence,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Tilly,O'Neill Gordon,Miramichi,New Brunswick,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Ted,Opitz,Etobicoke Centre,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Erin,O'Toole,Durham,Ontario,Conservative,11/26/2012 12:00:00 AM,10/18/2015 11:59:59 PM
,Massimo,Pacetti,Saint-Léonard—Saint-Michel,Quebec,Independent,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Annick,Papillon,Québec,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Christian,Paradis,Mégantic—L'Érable,Quebec,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Claude,Patry,Jonquière—Alma,Quebec,Bloc Québécois,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,LaVar,Payne,Medicine Hat,Alberta,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Ève,Péclet,La Pointe-de-l'Île,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Peter,Penashue,Labrador,Newfoundland and Labrador,Conservative,5/2/2011 12:00:00 AM,3/14/2013 11:59:59 PM
,Pat,Perkins,Whitby—Oshawa,Ontario,Conservative,11/17/2014 12:00:00 AM,10/18/2015 11:59:59 PM
,Manon,Perreault,Montcalm,Quebec,Independent,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,François,Pilon,Laval—Les Îles,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Louis,Plamondon,Bas-Richelieu—Nicolet—Bécancour,Quebec,Bloc Québécois,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Pierre,Poilievre,Nepean—Carleton,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Joe,Preston,Elgin—Middlesex—London,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Anne Minh-Thu,Quach,Beauharnois—Salaberry,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Bob,Rae,Toronto Centre,Ontario,Liberal,5/2/2011 12:00:00 AM,7/31/2013 11:59:59 PM
,John,Rafferty,Thunder Bay—Rainy River,Ontario,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Lisa,Raitt,Halton,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,James,Rajotte,Edmonton—Leduc,Alberta,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Murray,Rankin,Victoria,British Columbia,NDP,11/26/2012 12:00:00 AM,10/18/2015 11:59:59 PM
,Brent,Rathgeber,Edmonton—St. Albert,Alberta,Independent,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Mathieu,Ravignat,Pontiac,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Francine,Raynault,Joliette,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Geoff,Regan,Halifax West,Nova Scotia,Liberal,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Scott,Reid,Lanark—Frontenac—Lennox and Addington,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Michelle,Rempel,Calgary Centre-North,Alberta,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Blake,Richards,Wild Rose,Alberta,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Lee,Richardson,Calgary Centre,Alberta,Conservative,5/2/2011 12:00:00 AM,6/6/2012 11:59:59 PM
Hon.,Greg,Rickford,Kenora,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Gerry,Ritz,Battlefords—Lloydminster,Saskatchewan,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Jean,Rousseau,Compton—Stanstead,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Romeo,Saganash,Abitibi—Baie-James—Nunavik—Eeyou,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Jasbir,Sandhu,Surrey North,British Columbia,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Denise,Savoie,Victoria,British Columbia,NDP,5/2/2011 12:00:00 AM,8/31/2012 11:59:59 PM
,Andrew,Saxton,North Vancouver,British Columbia,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Francis,Scarpaleggia,Lac-Saint-Louis,Quebec,Liberal,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Andrew,Scheer,Regina—Qu'Appelle,Saskatchewan,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Gary,Schellenberger,Perth—Wellington,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Craig,Scott,Toronto—Danforth,Ontario,NDP,3/19/2012 12:00:00 AM,10/18/2015 11:59:59 PM
,Kyle,Seeback,Brampton West,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Djaouida,Sellah,Saint-Bruno—Saint-Hubert,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Judy A.,Sgro,York West,Ontario,Liberal,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Gail,Shea,Egmont,Prince Edward Island,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Bev,Shipley,Lambton—Kent—Middlesex,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Devinder,Shory,Calgary Northeast,Alberta,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Scott,Simms,Bonavista—Gander—Grand Falls—Windsor,Newfoundland and Labrador,Liberal,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Jinny Jogindera,Sims,Newton—North Delta,British Columbia,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Rathika,Sitsabaiesan,Scarborough—Rouge River,Ontario,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Joy,Smith,Kildonan—St. Paul,Manitoba,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Robert,Sopuck,Dauphin—Swan River—Marquette,Manitoba,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Kevin,Sorenson,Crowfoot,Alberta,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Bruce,Stanton,Simcoe North,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Lise,St-Denis,Saint-Maurice—Champlain,Quebec,Liberal,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Kennedy,Stewart,Burnaby—Douglas,British Columbia,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Peter,Stoffer,Sackville—Eastern Shore,Nova Scotia,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Brian,Storseth,Westlock—St. Paul,Alberta,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Mark,Strahl,Chilliwack—Fraser Canyon,British Columbia,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Mike,Sullivan,York South—Weston,Ontario,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,David,Sweet,Ancaster—Dundas—Flamborough—Westdale,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Glenn,Thibeault,Sudbury,Ontario,Independent,5/2/2011 12:00:00 AM,1/5/2015 11:59:59 PM
,David,Tilson,Dufferin—Caledon,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Lawrence,Toet,Elmwood—Transcona,Manitoba,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Vic,Toews,Provencher,Manitoba,Conservative,5/2/2011 12:00:00 AM,7/9/2013 11:59:59 PM
,Philip,Toone,Gaspésie—Îles-de-la-Madeleine,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Jonathan,Tremblay,Montmorency—Charlevoix—Haute-Côte-Nord,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Brad,Trost,Saskatoon—Humboldt,Saskatchewan,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Bernard,Trottier,Etobicoke—Lakeshore,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Right Hon.,Justin,Trudeau,Papineau,Quebec,Liberal,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Susan,Truppe,London North Centre,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Nycole,Turmel,Hull—Aylmer,Quebec,NDP,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Merv,Tweed,Brandon—Souris,Manitoba,Conservative,5/2/2011 12:00:00 AM,8/31/2013 11:59:59 PM
Hon.,Tim,Uppal,Edmonton—Sherwood Park,Alberta,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Bernard,Valcourt,Madawaska—Restigouche,New Brunswick,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Frank,Valeriote,Guelph,Ontario,Liberal,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Dave,Van Kesteren,Chatham-Kent—Essex,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Peter,Van Loan,York—Simcoe,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Adam,Vaughan,Trinity—Spadina,Ontario,Liberal,6/30/2014 12:00:00 AM,10/18/2015 11:59:59 PM
,Maurice,Vellacott,Saskatoon—Wanuskewin,Saskatchewan,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Mike,Wallace,Burlington,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Mark,Warawa,Langley,British Columbia,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Chris,Warkentin,Peace River,Alberta,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Jeff,Watson,Essex,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,John,Weston,West Vancouver—Sunshine Coast—Sea to Sky Country,British Columbia,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Rodney,Weston,Saint John,New Brunswick,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,David,Wilks,Kootenay—Columbia,British Columbia,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,John,Williamson,New Brunswick Southwest,New Brunswick,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Alice,Wong,Richmond,British Columbia,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Stephen,Woodworth,Kitchener Centre,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
Hon.,Lynne,Yelich,Blackstrap,Saskatchewan,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Terence,Young,Oakville,Ontario,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,Wai,Young,Vancouver South,British Columbia,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,David,Yurdiga,Fort McMurray—Athabasca,Alberta,Conservative,6/30/2014 12:00:00 AM,10/18/2015 11:59:59 PM
,Bob,Zimmer,Prince George—Peace River,British Columbia,Conservative,5/2/2011 12:00:00 AM,10/18/2015 11:59:59 PM
,,,,,,,
,,,,,,,
