"uri","bill type","date","home page","home page > uri","identifier","label","session > display name","sponsors > sponsor printed","title"
"http://data.parliament.uk/resources/838675","Presentation","2018-11-23","vagrancyrepeal.html","http://services.parliament.uk/bills/2017-19/vagrancyrepeal.html","2208","Vagrancy (Repeal)","2017-2019","Layla Moran","Vagrancy (Repeal) Bill"
"http://data.parliament.uk/resources/853229","Ten Minute Rule","2018-11-23","socialmediaserviceproviderscivilliabilityandoversight.html","http://services.parliament.uk/bills/2017-19/socialmediaserviceproviderscivilliabilityandoversight.html","2216","Social Media Service Providers (Civil Liability and Oversight)","2017-2019","John Mann","Social Media Service Providers (Civil Liability and Oversight) Bill"
"http://data.parliament.uk/resources/858482","Presentation","2018-11-23","forensicscienceregulator.html","http://services.parliament.uk/bills/2017-19/forensicscienceregulator.html","2224","Forensic Science Regulator","2017-2019","Chris Green","Forensic Science Regulator Bill"
"http://data.parliament.uk/resources/862947","Presentation","2018-11-23","housingandplanninglocaldecisionmaking.html","http://services.parliament.uk/bills/2017-19/housingandplanninglocaldecisionmaking.html","2225","Housing and Planning (Local Decision-Making)","2017-2019","John Mann","Housing and Planning (Local Decision-Making) Bill"
"http://data.parliament.uk/resources/887003","Ten Minute Rule","2018-11-23","prisonssubstancetesting.html","http://services.parliament.uk/bills/2017-19/prisonssubstancetesting.html","2238","Prisons (Substance Testing)","2017-2019","Bim Afolami","Prisons (Substance Testing) Bill"
"http://data.parliament.uk/resources/887848","Ten Minute Rule","2018-11-23","accesstofertilityservices.html","http://services.parliament.uk/bills/2017-19/accesstofertilityservices.html","2239","Access to Fertility Services","2017-2019","Steve McCabe","Access to Fertility Services Bill"
"http://data.parliament.uk/resources/902076","Presentation","2018-11-23","plastics.html","http://services.parliament.uk/bills/2017-19/plastics.html","2246","Plastics","2017-2019","Geraint Davies","Plastics Bill"
"http://data.parliament.uk/resources/907058","Ten Minute Rule","2018-11-23","bankingcashmachinechargesandfinancialinclusion.html","http://services.parliament.uk/bills/2017-19/bankingcashmachinechargesandfinancialinclusion.html","2248","Banking (Cash Machine Charges and Financial Inclusion)","2017-2019","Ged Killen","Banking (Cash Machine Charges and Financial Inclusion) Bill"
"http://data.parliament.uk/resources/939311","Ten Minute Rule","2018-11-23","internationaldevelopmentsafeguardingvulnerablegroups.html","http://services.parliament.uk/bills/2017-19/internationaldevelopmentsafeguardingvulnerablegroups.html","2279","International Development (Safeguarding Vulnerable Groups)","2017-2019","Stephen Twigg","International Development (Safeguarding Vulnerable Groups) Bill"
"http://data.parliament.uk/resources/945434","Presentation","2018-11-23","counsellorsandpsychotherapistsregulationandconversiontherapy.html","http://services.parliament.uk/bills/2017-19/counsellorsandpsychotherapistsregulationandconversiontherapy.html","2284","Counsellors and Psychotherapists (Regulation) and Conversion Therapy","2017-2019",,"Counsellors and Psychotherapists (Regulation) and Conversion Therapy Bill"
"http://data.parliament.uk/resources/948164","Presentation","2018-11-23","cats.html","http://services.parliament.uk/bills/2017-19/cats.html","2287","Cats","2017-2019","Rehman Chishti","Cats Bill"
"http://data.parliament.uk/resources/1013003","Presentation","2018-11-22","palestinianstatehoodrecognition.html","http://services.parliament.uk/bills/2017-19/palestinianstatehoodrecognition.html","2316","Palestinian Statehood (Recognition)","2017-2019","Layla Moran","Palestinian Statehood (Recognition) Bill"
"http://data.parliament.uk/resources/1013004","Ten Minute Rule","2018-11-22","marriageandcivilpartnershipconsent.html","http://services.parliament.uk/bills/2017-19/marriageandcivilpartnershipconsent.html","2317","Marriage and Civil Partnership (Consent)","2017-2019","Fabian Hamilton","Marriage and Civil Partnership (Consent) Bill"
"http://data.parliament.uk/resources/769979","Ten Minute Rule","2018-11-22","fetaldopplersregulation.html","http://services.parliament.uk/bills/2017-19/fetaldopplersregulation.html","2162","Fetal Dopplers (Regulation)","2017-2019","Antoinette Sandbach","Fetal Dopplers (Regulation) Bill"
"http://data.parliament.uk/resources/774291","Ten Minute Rule","2018-11-22","workersdefinitionandrights.html","http://services.parliament.uk/bills/2017-19/workersdefinitionandrights.html","2167","Workers (Definition and Rights)","2017-2019","Chris Stephens","Workers (Definition and Rights) Bill"
"http://data.parliament.uk/resources/834081","Ten Minute Rule","2018-11-22","kewgardensleasesno2.html","http://services.parliament.uk/bills/2017-19/kewgardensleasesno2.html","2204","Kew Gardens (Leases) (No. 2)","2017-2019","Zac Goldsmith","Kew Gardens (Leases) (No. 2) Bill"
"http://data.parliament.uk/resources/858481","Presentation","2018-11-22","houseofpeers.html","http://services.parliament.uk/bills/2017-19/houseofpeers.html","2223","House of Peers","2017-2019","Christine Jardine","House of Peers Bill"
"http://data.parliament.uk/resources/865066","Ten Minute Rule","2018-11-22","superviseddrugconsumptionfacilities.html","http://services.parliament.uk/bills/2017-19/superviseddrugconsumptionfacilities.html","2227","Supervised Drug Consumption Facilities","2017-2019","Alison Thewliss","Supervised Drug Consumption Facilities Bill"
"http://data.parliament.uk/resources/939299","Ten Minute Rule","2018-11-22","representationofthepeoplegibraltar.html","http://services.parliament.uk/bills/2017-19/representationofthepeoplegibraltar.html","2266","Representation of the People (Gibraltar)","2017-2019","Craig Mackinlay","Representation of the People (Gibraltar) Bill"
"http://data.parliament.uk/resources/1007668","Ten Minute Rule","2018-11-21","gypsyandtravellercommunitieshousingplanningandeducation.html","http://services.parliament.uk/bills/2017-19/gypsyandtravellercommunitieshousingplanningandeducation.html","2311","Gypsy and Traveller Communities (Housing, Planning and Education)","2017-2019","Andrew Selous","Gypsy and Traveller Communities (Housing, Planning and Education) Bill"
"http://data.parliament.uk/resources/1012188","Presentation","2018-11-21","departmentforinternationaltradeabolition.html","http://services.parliament.uk/bills/2017-19/departmentforinternationaltradeabolition.html","2314","Department for International Trade (Abolition)","2017-2019","Tom Brake","Department for International Trade (Abolition) Bill"
"http://data.parliament.uk/resources/748905","HoL Private","2018-11-21","refugeesfamilyreunionbill.html","http://services.parliament.uk/bills/2017-19/refugeesfamilyreunionbill.html","2001","Refugees (Family Reunion)","2017-2019","Baroness Hamwee","Refugees (Family Reunion) Bill [HL]"
"http://data.parliament.uk/resources/748905","HoL Private","2018-11-21","refugeesfamilyreunionbill.html","http://services.parliament.uk/bills/2017-19/refugeesfamilyreunionbill.html","2001","Refugees (Family Reunion)","2017-2019","Tim Farron","Refugees (Family Reunion) Bill [HL]"
"http://data.parliament.uk/resources/748912","HoL Private","2018-11-21","registrationofmarriage.html","http://services.parliament.uk/bills/2017-19/registrationofmarriage.html","2008","Registration of Marriage","2017-2019","Bishop of St Albans","Registration of Marriage Bill [HL]"
"http://data.parliament.uk/resources/748912","HoL Private","2018-11-21","registrationofmarriage.html","http://services.parliament.uk/bills/2017-19/registrationofmarriage.html","2008","Registration of Marriage","2017-2019","Dame Caroline Spelman","Registration of Marriage Bill [HL]"
"http://data.parliament.uk/resources/789337","Presentation","2018-11-21","registrationofmarriageno2.html","http://services.parliament.uk/bills/2017-19/registrationofmarriageno2.html","2175","Registration of Marriage (No. 2)","2017-2019","Dame Caroline Spelman","Registration of Marriage (No. 2) Bill"
"http://data.parliament.uk/resources/839541","Ten Minute Rule","2018-11-21","homelessnessendoflifecare.html","http://services.parliament.uk/bills/2017-19/homelessnessendoflifecare.html","2209","Homelessness (End of Life Care)","2017-2019","Sir Edward Davey","Homelessness (End of Life Care) Bill"
"http://data.parliament.uk/resources/939302","Presentation","2018-11-21","footballoffencesamendment.html","http://services.parliament.uk/bills/2017-19/footballoffencesamendment.html","2269","Football Offences (Amendment)","2017-2019","Damian Collins","Football Offences (Amendment) Bill"
"http://data.parliament.uk/resources/969387","Ten Minute Rule","2018-11-21","marriageandcivilpartnershipminimumage.html","http://services.parliament.uk/bills/2017-19/marriageandcivilpartnershipminimumage.html","2290","Marriage and Civil Partnership (Minimum Age)","2017-2019","Mrs Pauline Latham","Marriage and Civil Partnership (Minimum Age) Bill"
"http://data.parliament.uk/resources/985548","Ten Minute Rule","2018-11-21","assaultsonretailworkersoffences.html","http://services.parliament.uk/bills/2017-19/assaultsonretailworkersoffences.html","2296","Assaults on Retail Workers (Offences)","2017-2019","Alex Norris","Assaults on Retail Workers (Offences) Bill"
"http://data.parliament.uk/resources/995451","Presentation","2018-11-21","housingreform.html","http://services.parliament.uk/bills/2017-19/housingreform.html","2304","Housing Reform","2017-2019","Mr Richard Bacon","Housing Reform Bill"
"http://data.parliament.uk/resources/794145","Ten Minute Rule","2018-11-20","automatictravelcompensation.html","http://services.parliament.uk/bills/2017-19/automatictravelcompensation.html","2182","Automatic Travel Compensation","2017-2019","Huw Merriman","Automatic Travel Compensation Bill"
"http://data.parliament.uk/resources/892078","Ten Minute Rule","2018-11-20","unsolicitedcallsprevention.html","http://services.parliament.uk/bills/2017-19/unsolicitedcallsprevention.html","2240","Unsolicited Calls (Prevention) ","2017-2019","Stephen Kerr","Unsolicited Calls (Prevention)  Bill"
"http://data.parliament.uk/resources/902077","Ten Minute Rule","2018-11-20","europeanunionwithdrawalagreementpublicvote.html","http://services.parliament.uk/bills/2017-19/europeanunionwithdrawalagreementpublicvote.html","2247","European Union Withdrawal Agreement (Public Vote)","2017-2019","Gareth Thomas","European Union Withdrawal Agreement (Public Vote) Bill"
"http://data.parliament.uk/resources/939301","Ten Minute Rule","2018-11-20","armedforcesrepresentativebody.html","http://services.parliament.uk/bills/2017-19/armedforcesrepresentativebody.html","2268","Armed Forces Representative Body","2017-2019","Martin Docherty-Hughes","Armed Forces Representative Body Bill"
"http://data.parliament.uk/resources/754420","Ballot","2018-11-16","overseaselectors.html","http://services.parliament.uk/bills/2017-19/overseaselectors.html","2075","Overseas Electors ","2017-2019","Glyn Davies","Overseas Electors  Bill"
"http://data.parliament.uk/resources/870151","Ten Minute Rule","2018-11-16","humanfertilisationandembryologywelfareofwomen.html","http://services.parliament.uk/bills/2017-19/humanfertilisationandembryologywelfareofwomen.html","2232","Human Fertilisation and Embryology (Welfare of Women)","2017-2019","Siobhain McDonagh","Human Fertilisation and Embryology (Welfare of Women) Bill"
"http://data.parliament.uk/resources/897890","Ten Minute Rule","2018-11-16","victimsofterrorismpensionsandothersupport.html","http://services.parliament.uk/bills/2017-19/victimsofterrorismpensionsandothersupport.html","2244","Victims of Terrorism (Pensions and Other Support)","2017-2019","Emma Little Pengelly","Victims of Terrorism (Pensions and Other Support) Bill"
"http://data.parliament.uk/resources/939290","Presentation","2018-11-16","parentalleaveandpayarrangementspublication.html","http://services.parliament.uk/bills/2017-19/parentalleaveandpayarrangementspublication.html","2257","Parental Leave and Pay Arrangements (Publication)","2017-2019","Jo Swinson","Parental Leave and Pay Arrangements (Publication) Bill"
"http://data.parliament.uk/resources/1008421","Ten Minute Rule","2018-11-15","freeholdpropertiesmanagementchargesandsharedfacilities.html","http://services.parliament.uk/bills/2017-19/freeholdpropertiesmanagementchargesandsharedfacilities.html","2313","Freehold Properties (Management Charges and Shared Facilities)","2017-2019","Helen Goodman","Freehold Properties (Management Charges and Shared Facilities) Bill"
"http://data.parliament.uk/resources/973897","Ten Minute Rule","2018-11-15","energyconsumptioninnovativetechnologies.html","http://services.parliament.uk/bills/2017-19/energyconsumptioninnovativetechnologies.html","2294","Energy Consumption (Innovative Technologies)","2017-2019","Rebecca Pow","Energy Consumption (Innovative Technologies) Bill"
"http://data.parliament.uk/resources/1002805","Ten Minute Rule","2018-11-14","childmaintenance.html","http://services.parliament.uk/bills/2017-19/childmaintenance.html","2310","Child Maintenance","2017-2019","Marion Fellows","Child Maintenance Bill"
"http://data.parliament.uk/resources/758465","Presentation","2018-11-14","internationaldevelopmentassistancelimit.html","http://services.parliament.uk/bills/2017-19/internationaldevelopmentassistancelimit.html","2125","International Development Assistance (Limit)","2017-2019","Mr Peter Bone","International Development Assistance (Limit) Bill"
"http://data.parliament.uk/resources/758471","Presentation","2018-11-14","britishbroadcastingcorporationoversight.html","http://services.parliament.uk/bills/2017-19/britishbroadcastingcorporationoversight.html","2131","British Broadcasting Corporation (Oversight)","2017-2019","Mr Peter Bone","British Broadcasting Corporation (Oversight) Bill"
"http://data.parliament.uk/resources/758488","Presentation","2018-11-14","ishambypass.html","http://services.parliament.uk/bills/2017-19/ishambypass.html","2148","Isham Bypass","2017-2019","Mr Peter Bone","Isham Bypass Bill"
"http://data.parliament.uk/resources/758490","Presentation","2018-11-14","northamptonshireclinicalcommissioninggroupsmerger.html","http://services.parliament.uk/bills/2017-19/northamptonshireclinicalcommissioninggroupsmerger.html","2150","Northamptonshire Clinical Commissioning Groups (Merger)","2017-2019","Mr Peter Bone","Northamptonshire Clinical Commissioning Groups (Merger) Bill"
"http://data.parliament.uk/resources/811308","Ten Minute Rule","2018-11-14","immigrationdetentionofvictimsoftortureandothervulnerablepeoplesafeguards.html","http://services.parliament.uk/bills/2017-19/immigrationdetentionofvictimsoftortureandothervulnerablepeoplesafeguards.html","2196","Immigration Detention of Victims of Torture and Other Vulnerable People (Safeguards)","2017-2019","Joan Ryan","Immigration Detention of Victims of Torture and Other Vulnerable People (Safeguards) Bill"
"http://data.parliament.uk/resources/1002782","Presentation","2018-11-13","schooluniforms.html","http://services.parliament.uk/bills/2017-19/schooluniforms.html","2309","School Uniforms","2017-2019","Frank Field","School Uniforms Bill"
"http://data.parliament.uk/resources/758466","Presentation","2018-11-13","governmentdepartmentsabolition.html","http://services.parliament.uk/bills/2017-19/governmentdepartmentsabolition.html","2126","Government Departments (Abolition)","2017-2019","Mr Peter Bone","Government Departments (Abolition) Bill"
"http://data.parliament.uk/resources/758472","Presentation","2018-11-13","voterregistrationno2.html","http://services.parliament.uk/bills/2017-19/voterregistrationno2.html","2132","Voter Registration (No. 2)","2017-2019","Mr Peter Bone","Voter Registration (No. 2) Bill"
"http://data.parliament.uk/resources/758489","Presentation","2018-11-13","northnorthamptonshireurgentcarefacilities.html","http://services.parliament.uk/bills/2017-19/northnorthamptonshireurgentcarefacilities.html","2149","North Northamptonshire (Urgent Care Facilities)","2017-2019","Mr Peter Bone","North Northamptonshire (Urgent Care Facilities) Bill"
"http://data.parliament.uk/resources/759046","Presentation","2018-11-13","pensionsreviewofwomensarrangementsno2.html","http://services.parliament.uk/bills/2017-19/pensionsreviewofwomensarrangementsno2.html","2156","Pensions (Review of Women's Arrangements) (No. 2)","2017-2019","Carolyn Harris","Pensions (Review of Women's Arrangements) (No. 2) Bill"
"http://data.parliament.uk/resources/760316","Ten Minute Rule","2018-11-13","businessofthehousecommission.html","http://services.parliament.uk/bills/2017-19/businessofthehousecommission.html","2157","Business of the House Commission","2017-2019","Mr Peter Bone","Business of the House Commission Bill"
"http://data.parliament.uk/resources/797725","Ten Minute Rule","2018-11-13","childmaintenanceassessmentofparentsincome.html","http://services.parliament.uk/bills/2017-19/childmaintenanceassessmentofparentsincome.html","2185","Child Maintenance (Assessment of Parents' Income)","2017-2019","Heidi Allen","Child Maintenance (Assessment of Parents' Income) Bill"
"http://data.parliament.uk/resources/807133","Ten Minute Rule","2018-11-13","shortandholidayletaccommodationnotificationoflocalauthorities.html","http://services.parliament.uk/bills/2017-19/shortandholidayletaccommodationnotificationoflocalauthorities.html","2190","Short and Holiday-Let Accommodation (Notification of Local Authorities)","2017-2019","Ms Karen Buck","Short and Holiday-Let Accommodation (Notification of Local Authorities) Bill"
"http://data.parliament.uk/resources/810365","Presentation","2018-11-13","accesstoradiotherapy.html","http://services.parliament.uk/bills/2017-19/accesstoradiotherapy.html","2194","Access to Radiotherapy","2017-2019","Tim Farron","Access to Radiotherapy Bill"
"http://data.parliament.uk/resources/820549","Ten Minute Rule","2018-11-13","constructionretentiondepositschemes.html","http://services.parliament.uk/bills/2017-19/constructionretentiondepositschemes.html","2197","Construction (Retention Deposit Schemes)","2017-2019","Peter Aldous","Construction (Retention Deposit Schemes) Bill"
"http://data.parliament.uk/resources/825353","Ten Minute Rule","2018-11-13","britishindianoceanterritorycitizenship.html","http://services.parliament.uk/bills/2017-19/britishindianoceanterritorycitizenship.html","2199","British Indian Ocean Territory (Citizenship)","2017-2019","Henry Smith","British Indian Ocean Territory (Citizenship) Bill"
"http://data.parliament.uk/resources/852491","Ten Minute Rule","2018-11-13","accesstobankingservices.html","http://services.parliament.uk/bills/2017-19/accesstobankingservices.html","2215","Access to Banking Services","2017-2019","Ben Lake","Access to Banking Services Bill"
"http://data.parliament.uk/resources/857624","Presentation","2018-11-13","hospitalpatientstransportbill.html","http://services.parliament.uk/bills/2017-19/hospitalpatientstransportbill.html","2220","Hospital Patients (Transport)","2017-2019",,"Hospital Patients (Transport) Bill"
"http://data.parliament.uk/resources/874415","Ten Minute Rule","2018-11-13","discardedneedlesoffences.html","http://services.parliament.uk/bills/2017-19/discardedneedlesoffences.html","2236","Discarded Needles (Offences)","2017-2019","Mr Simon Clarke","Discarded Needles (Offences) Bill"
"http://data.parliament.uk/resources/939295","Presentation","2018-11-13","employmentguarantee.html","http://services.parliament.uk/bills/2017-19/employmentguarantee.html","2262","Employment Guarantee","2017-2019","Frank Field","Employment Guarantee Bill"
"http://data.parliament.uk/resources/939298","Presentation","2018-11-13","houseoflordsabolitionandreplacement.html","http://services.parliament.uk/bills/2017-19/houseoflordsabolitionandreplacement.html","2265","House of Lords (Abolition and Replacement)","2017-2019","Frank Field","House of Lords (Abolition and Replacement) Bill"
"http://data.parliament.uk/resources/939304","Ten Minute Rule","2018-11-13","foodadvertisingprotectionofchildrenfromtargeting.html","http://services.parliament.uk/bills/2017-19/foodadvertisingprotectionofchildrenfromtargeting.html","2271","Food Advertising (Protection of Children from Targeting)","2017-2019","Kirstene Hair","Food Advertising (Protection of Children from Targeting) Bill"
"http://data.parliament.uk/resources/939305","Ten Minute Rule","2018-11-13","toiletsprovisionandaccessibility.html","http://services.parliament.uk/bills/2017-19/toiletsprovisionandaccessibility.html","2272","Toilets (Provision and Accessibility)","2017-2019","Paula Sherriff","Toilets (Provision and Accessibility) Bill"
"http://data.parliament.uk/resources/986340","Presentation","2018-11-13","railwaysfranchises.html","http://services.parliament.uk/bills/2017-19/railwaysfranchises.html","2297","Railways (Franchises)","2017-2019","Tim Farron","Railways (Franchises) Bill"
"http://data.parliament.uk/resources/990193","Ten Minute Rule","2018-11-13","coldweatherpayments.html","http://services.parliament.uk/bills/2017-19/coldweatherpayments.html","2299","Cold Weather Payments","2017-2019","Hywel Williams","Cold Weather Payments Bill"
"http://data.parliament.uk/resources/991113","Ten Minute Rule","2018-11-13","collectivedefinedcontributionpensionschemes.html","http://services.parliament.uk/bills/2017-19/collectivedefinedcontributionpensionschemes.html","2301","Collective Defined Contribution Pension Schemes","2017-2019","Paul Masterton","Collective Defined Contribution Pension Schemes Bill"
"http://data.parliament.uk/resources/999427","Ten Minute Rule","2018-11-13","tobacco.html","http://services.parliament.uk/bills/2017-19/tobacco.html","2307","Tobacco","2017-2019","Sir Kevin Barron","Tobacco Bill"
"http://data.parliament.uk/resources/647343","Private","2018-11-08","middlelevel.html","http://services.parliament.uk/bills/2017-19/middlelevel.html","1928","Middle Level","2016-2017",,"Middle Level Bill"
"http://data.parliament.uk/resources/647343","Private","2018-11-08","middlelevel.html","http://services.parliament.uk/bills/2017-19/middlelevel.html","1928","Middle Level","2017-2019",,"Middle Level Bill"
"http://data.parliament.uk/resources/939303","Government","2018-11-08","northernirelandbudgetno2.html","http://services.parliament.uk/bills/2017-19/northernirelandbudgetno2.html","2270","Northern Ireland Budget","2017-2019","Karen Bradley","Northern Ireland Budget Bill"
"http://data.parliament.uk/resources/939303","Government","2018-11-08","northernirelandbudgetno2.html","http://services.parliament.uk/bills/2017-19/northernirelandbudgetno2.html","2270","Northern Ireland Budget","2017-2019","Lord Duncan of Springbank","Northern Ireland Budget Bill"
"http://data.parliament.uk/resources/754404","Ballot","2018-11-02","mentalhealthunitsuseofforce.html","http://services.parliament.uk/bills/2017-19/mentalhealthunitsuseofforce.html","2059","Mental Health Units (Use of Force)","2017-2019","Baroness Massey of Darwen","Mental Health Units (Use of Force) Bill"
"http://data.parliament.uk/resources/754404","Ballot","2018-11-02","mentalhealthunitsuseofforce.html","http://services.parliament.uk/bills/2017-19/mentalhealthunitsuseofforce.html","2059","Mental Health Units (Use of Force)","2017-2019","Mr Steve Reed","Mental Health Units (Use of Force) Bill"
"http://data.parliament.uk/resources/758468","Presentation","2018-11-02","junebankholidaycreation.html","http://services.parliament.uk/bills/2017-19/junebankholidaycreation.html","2128","June Bank Holiday (Creation)","2017-2019","Mr Peter Bone","June Bank Holiday (Creation) Bill"
"http://data.parliament.uk/resources/874413","Government","2018-11-02","ratingpropertyincommonoccupationandcounciltaxemptydwellings.html","http://services.parliament.uk/bills/2017-19/ratingpropertyincommonoccupationandcounciltaxemptydwellings.html","2234","Rating (Property in Common Occupation) and Council Tax (Empty Dwellings)","2017-2019","Lord Bourne of Aberystwyth ","Rating (Property in Common Occupation) and Council Tax (Empty Dwellings) Bill"
"http://data.parliament.uk/resources/874413","Government","2018-11-02","ratingpropertyincommonoccupationandcounciltaxemptydwellings.html","http://services.parliament.uk/bills/2017-19/ratingpropertyincommonoccupationandcounciltaxemptydwellings.html","2234","Rating (Property in Common Occupation) and Council Tax (Empty Dwellings)","2017-2019","Sajid Javid","Rating (Property in Common Occupation) and Council Tax (Empty Dwellings) Bill"
"http://data.parliament.uk/resources/910879","Government","2018-11-02","nondomesticratingnurserygrounds.html","http://services.parliament.uk/bills/2017-19/nondomesticratingnurserygrounds.html","2250","Non-Domestic Rating (Nursery Grounds)","2017-2019","James Brokenshire","Non-Domestic Rating (Nursery Grounds) Bill"
"http://data.parliament.uk/resources/910879","Government","2018-11-02","nondomesticratingnurserygrounds.html","http://services.parliament.uk/bills/2017-19/nondomesticratingnurserygrounds.html","2250","Non-Domestic Rating (Nursery Grounds)","2017-2019","Lord Bourne of Aberystwyth","Non-Domestic Rating (Nursery Grounds) Bill"
"http://data.parliament.uk/resources/991112","Government","2018-11-02","northernirelandexecutiveformationandexerciseoffunctions.html","http://services.parliament.uk/bills/2017-19/northernirelandexecutiveformationandexerciseoffunctions.html","2300","Northern Ireland (Executive Formation and Exercise of Functions)","2017-2019","Karen Bradley","Northern Ireland (Executive Formation and Exercise of Functions) Bill"
"http://data.parliament.uk/resources/991112","Government","2018-11-02","northernirelandexecutiveformationandexerciseoffunctions.html","http://services.parliament.uk/bills/2017-19/northernirelandexecutiveformationandexerciseoffunctions.html","2300","Northern Ireland (Executive Formation and Exercise of Functions)","2017-2019","Lord Duncan of Springbank","Northern Ireland (Executive Formation and Exercise of Functions) Bill"
"http://data.parliament.uk/resources/778696","Presentation","2018-10-31","liveanimalexportsprohibition.html","http://services.parliament.uk/bills/2017-19/liveanimalexportsprohibition.html","2169","Live Animal Exports (Prohibition)","2017-2019","Theresa Villiers","Live Animal Exports (Prohibition) Bill"
"http://data.parliament.uk/resources/846715","Ten Minute Rule","2018-10-31","postalvoting.html","http://services.parliament.uk/bills/2017-19/postalvoting.html","2211","Postal Voting","2017-2019","Damien Moore","Postal Voting Bill"
"http://data.parliament.uk/resources/855801","Presentation","2018-10-30","riversauthoritiesandlanddrainage.html","http://services.parliament.uk/bills/2017-19/riversauthoritiesandlanddrainage.html","2217","Rivers Authorities and Land Drainage","2017-2019","David Warburton","Rivers Authorities and Land Drainage Bill"
"http://data.parliament.uk/resources/862948","Ten Minute Rule","2018-10-30","holocaustreturnofculturalobjectsamendment.html","http://services.parliament.uk/bills/2017-19/holocaustreturnofculturalobjectsamendment.html","2226","Holocaust (Return of Cultural Objects) (Amendment)","2017-2019","Theresa Villiers","Holocaust (Return of Cultural Objects) (Amendment) Bill"
"http://data.parliament.uk/resources/748922","HoL Private","2018-10-29","duchyofcornwall.html","http://services.parliament.uk/bills/2017-19/duchyofcornwall.html","2019","Duchy of Cornwall","2017-2019","Lord Berkeley","Duchy of Cornwall Bill [HL]"
"http://data.parliament.uk/resources/758473","Presentation","2018-10-29","hospitalparkingchargesandbusinessrates.html","http://services.parliament.uk/bills/2017-19/hospitalparkingchargesandbusinessrates.html","2133","Hospital (Parking Charges and Business Rates)","2017-2019","Mr Peter Bone","Hospital (Parking Charges and Business Rates) Bill"
"http://data.parliament.uk/resources/901114","Ten Minute Rule","2018-10-25","protectionofpollinators.html","http://services.parliament.uk/bills/2017-19/protectionofpollinators.html","2245","Protection of Pollinators","2017-2019","Ben Bradley","Protection of Pollinators Bill"
"http://data.parliament.uk/resources/986341","Ten Minute Rule","2018-10-25","criminalrecordschildhoodoffences.html","http://services.parliament.uk/bills/2017-19/criminalrecordschildhoodoffences.html","2298","Criminal Records (Childhood Offences)","2017-2019","Theresa Villiers","Criminal Records (Childhood Offences) Bill"
"http://data.parliament.uk/resources/773348","Ten Minute Rule","2018-10-16","channel4relocation.html","http://services.parliament.uk/bills/2017-19/channel4relocation.html","2165","Channel 4 (Relocation)","2017-2019","Jack Brereton","Channel 4 (Relocation) Bill"
"http://data.parliament.uk/resources/939289","Ten Minute Rule","2018-10-16","digeorgesyndromereviewandnationalhealthserviceduty.html","http://services.parliament.uk/bills/2017-19/digeorgesyndromereviewandnationalhealthserviceduty.html","2256","DiGeorge Syndrome (Review and National Health Service Duty)","2017-2019","David Duguid","DiGeorge Syndrome (Review and National Health Service Duty) Bill"
"http://data.parliament.uk/resources/647344","Private","2018-10-10","richmondburgagepastures.html","http://services.parliament.uk/bills/2017-19/richmondburgagepastures.html","1929","Richmond Burgage Pastures","2016-2017",,"Richmond Burgage Pastures Bill [HL]"
"http://data.parliament.uk/resources/647344","Private","2018-10-10","richmondburgagepastures.html","http://services.parliament.uk/bills/2017-19/richmondburgagepastures.html","1929","Richmond Burgage Pastures","2017-2019",,"Richmond Burgage Pastures Bill [HL]"
"http://data.parliament.uk/resources/802905","Ten Minute Rule","2018-10-10","sanctionshumanrightsabuseandcorruption.html","http://services.parliament.uk/bills/2017-19/sanctionshumanrightsabuseandcorruption.html","2188","Sanctions (Human Rights Abuse and Corruption)","2017-2019","Ian Austin","Sanctions (Human Rights Abuse and Corruption) Bill"
"http://data.parliament.uk/resources/835862","Ten Minute Rule","2018-10-10","freedomofinformationamendment.html","http://services.parliament.uk/bills/2017-19/freedomofinformationamendment.html","2206","Freedom of Information (Amendment)","2017-2019","Louise Haigh","Freedom of Information (Amendment) Bill"
"http://data.parliament.uk/resources/985547","HoL Private","2018-10-10","actofunion.html","http://services.parliament.uk/bills/2017-19/actofunion.html","2295","Act of Union ","2017-2019","Lord Lisvane","Act of Union  Bill [HL]"
"http://data.parliament.uk/resources/754403","Ballot","2018-09-14","assaultsonemergencyworkersoffences.html","http://services.parliament.uk/bills/2017-19/assaultsonemergencyworkersoffences.html","2058","Assaults on Emergency Workers (Offences)","2017-2019","Baroness Donaghy ","Assaults on Emergency Workers (Offences) Bill"
"http://data.parliament.uk/resources/754403","Ballot","2018-09-14","assaultsonemergencyworkersoffences.html","http://services.parliament.uk/bills/2017-19/assaultsonemergencyworkersoffences.html","2058","Assaults on Emergency Workers (Offences)","2017-2019","Chris Bryant","Assaults on Emergency Workers (Offences) Bill"
"http://data.parliament.uk/resources/754418","Ballot","2018-09-14","parentalbereavementleaveandpay.html","http://services.parliament.uk/bills/2017-19/parentalbereavementleaveandpay.html","2073","Parental Bereavement (Leave and Pay)","2017-2019","Kevin Hollinrake","Parental Bereavement (Leave and Pay) Bill"
"http://data.parliament.uk/resources/754418","Ballot","2018-09-14","parentalbereavementleaveandpay.html","http://services.parliament.uk/bills/2017-19/parentalbereavementleaveandpay.html","2073","Parental Bereavement (Leave and Pay)","2017-2019","Lord Knight of Weymouth ","Parental Bereavement (Leave and Pay) Bill"
