"uri","bill type","date","home page","home page > uri","label","session > display name","sponsors > sponsor printed","title"
"http://data.parliament.uk/resources/392637","Government","2010-07-26","constitutionalreformandgovernance.html","http://services.parliament.uk/bills/constitutionalreformandgovernance.html","Constitutional Reform and Governance","2008-2009","Jack Straw","Constitutional Reform and Governance"
"http://data.parliament.uk/resources/392637","Government","2010-07-26","constitutionalreformandgovernance.html","http://services.parliament.uk/bills/constitutionalreformandgovernance.html","Constitutional Reform and Governance","2009-2010","Lord Bach","Constitutional Reform and Governance"
"http://data.parliament.uk/resources/392748","Government","2010-06-29","finance.html","http://services.parliament.uk/bills/finance.html","Finance","2009-2010","Lord Myners","Finance"
"http://data.parliament.uk/resources/392748","Government","2010-06-29","finance.html","http://services.parliament.uk/bills/finance.html","Finance","2009-2010","Mr Stephen Timms","Finance"
"http://data.parliament.uk/resources/392657","Government","2010-04-21","corporationtax.html","http://services.parliament.uk/bills/corporationtax.html","Corporation Tax","2009-2010","Alistair Darling","Corporation Tax"
"http://data.parliament.uk/resources/392657","Government","2010-04-21","corporationtax.html","http://services.parliament.uk/bills/corporationtax.html","Corporation Tax","2009-2010","Lord Davies of Oldham","Corporation Tax"
"http://data.parliament.uk/resources/392684","Government","2010-04-21","consolidatedfund.html","http://services.parliament.uk/bills/consolidatedfund.html","Consolidated Fund","2009-2010","Lord Myners","Consolidated Fund"
"http://data.parliament.uk/resources/392684","Government","2010-04-21","consolidatedfund.html","http://services.parliament.uk/bills/consolidatedfund.html","Consolidated Fund","2009-2010","Mr Chancellor of the Exchequer","Consolidated Fund"
"http://data.parliament.uk/resources/392689","Ballot","2010-04-19","grocerymarketombudsman.html","http://services.parliament.uk/bills/grocerymarketombudsman.html","Grocery Market Ombudsman","2009-2010","Albert Owen","Grocery Market Ombudsman"
"http://data.parliament.uk/resources/392675","HoL Private","2010-04-14","constitutionalreformhl.html","http://services.parliament.uk/bills/constitutionalreformhl.html","Constitutional Reform","2009-2010","Lord Willoughby de Broke","Constitutional Reform"
"http://data.parliament.uk/resources/392658","Government","2010-04-13","taxationinternationalandotherprovisions.html","http://services.parliament.uk/bills/taxationinternationalandotherprovisions.html","Taxation (International and Other Provisions)","2009-2010","Alistair Darling","Taxation (International and Other Provisions)"
"http://data.parliament.uk/resources/392658","Government","2010-04-13","taxationinternationalandotherprovisions.html","http://services.parliament.uk/bills/taxationinternationalandotherprovisions.html","Taxation (International and Other Provisions)","2009-2010","Lord Myners","Taxation (International and Other Provisions)"
"http://data.parliament.uk/resources/392665","Government","2010-04-13","northernirelandassemblymembershl.html","http://services.parliament.uk/bills/northernirelandassemblymembershl.html","Northern Ireland Assembly Members","2009-2010","Baroness Royall of Blaisdon","Northern Ireland Assembly Members"
"http://data.parliament.uk/resources/392665","Government","2010-04-13","northernirelandassemblymembershl.html","http://services.parliament.uk/bills/northernirelandassemblymembershl.html","Northern Ireland Assembly Members","2009-2010","Shaun Woodward","Northern Ireland Assembly Members"
"http://data.parliament.uk/resources/392668","HoL Private","2010-04-13","marriagewaleshl.html","http://services.parliament.uk/bills/marriagewaleshl.html","Marriage (Wales)","2009-2010","Alun Michael","Marriage (Wales)"
"http://data.parliament.uk/resources/392668","HoL Private","2010-04-13","marriagewaleshl.html","http://services.parliament.uk/bills/marriagewaleshl.html","Marriage (Wales)","2009-2010","Lord Rowe-Beddoe","Marriage (Wales)"
"http://data.parliament.uk/resources/392669","HoL Private","2010-04-13","livemusichl.html","http://services.parliament.uk/bills/livemusichl.html","Live Music","2009-2010","Lord Clement-Jones","Live Music"
"http://data.parliament.uk/resources/392669","HoL Private","2010-04-13","livemusichl.html","http://services.parliament.uk/bills/livemusichl.html","Live Music","2009-2010","Mr Don Foster","Live Music"
"http://data.parliament.uk/resources/392672","HoL Private","2010-04-13","cooperativeandcommunitybenefitsocietiesandcreditunionshl.html","http://services.parliament.uk/bills/cooperativeandcommunitybenefitsocietiesandcreditunionshl.html","Co-operative and Community Benefit Societies and Credit Unions","2009-2010","Lord Tomlinson","Co-operative and Community Benefit Societies and Credit Unions"
"http://data.parliament.uk/resources/392672","HoL Private","2010-04-13","cooperativeandcommunitybenefitsocietiesandcreditunionshl.html","http://services.parliament.uk/bills/cooperativeandcommunitybenefitsocietiesandcreditunionshl.html","Co-operative and Community Benefit Societies and Credit Unions","2009-2010","Malcolm Wicks","Co-operative and Community Benefit Societies and Credit Unions"
"http://data.parliament.uk/resources/392673","HoL Private","2010-04-13","powersofentryetchl.html","http://services.parliament.uk/bills/powersofentryetchl.html","Powers of Entry etc.","2009-2010","Lord Selsdon","Powers of Entry etc."
"http://data.parliament.uk/resources/392676","HoL Private","2010-04-13","marinenavigationaidshl.html","http://services.parliament.uk/bills/marinenavigationaidshl.html","Marine Navigation Aids","2009-2010","Lord Berkeley","Marine Navigation Aids"
"http://data.parliament.uk/resources/392678","Government","2010-04-13","thirdpartiesrightsagainstinsurershl.html","http://services.parliament.uk/bills/thirdpartiesrightsagainstinsurershl.html","Third Parties (Rights against Insurers)","2009-2010","Jack Straw","Third Parties (Rights against Insurers)"
"http://data.parliament.uk/resources/392678","Government","2010-04-13","thirdpartiesrightsagainstinsurershl.html","http://services.parliament.uk/bills/thirdpartiesrightsagainstinsurershl.html","Third Parties (Rights against Insurers)","2009-2010","Lord Bach","Third Parties (Rights against Insurers)"
"http://data.parliament.uk/resources/392685","Government","2010-04-13","videorecordings.html","http://services.parliament.uk/bills/videorecordings.html","Video Recordings","2009-2010","Lord Davies of Oldham","Video Recordings"
"http://data.parliament.uk/resources/392685","Government","2010-04-13","videorecordings.html","http://services.parliament.uk/bills/videorecordings.html","Video Recordings","2009-2010","Mr Siôn Simon","Video Recordings"
"http://data.parliament.uk/resources/392686","Ballot","2010-04-13","mortgagerepossessionsprotectionoftenantsetc.html","http://services.parliament.uk/bills/mortgagerepossessionsprotectionoftenantsetc.html","Mortgage Repossessions (Protection of Tenants Etc.)","2009-2010","Dr Brian Iddon","Mortgage Repossessions (Protection of Tenants Etc.)"
"http://data.parliament.uk/resources/392686","Ballot","2010-04-13","mortgagerepossessionsprotectionoftenantsetc.html","http://services.parliament.uk/bills/mortgagerepossessionsprotectionoftenantsetc.html","Mortgage Repossessions (Protection of Tenants Etc.)","2009-2010","Lord Best","Mortgage Repossessions (Protection of Tenants Etc.)"
"http://data.parliament.uk/resources/392688","Ballot","2010-04-13","debtreliefdevelopingcountries.html","http://services.parliament.uk/bills/debtreliefdevelopingcountries.html","Debt Relief (Developing Countries)","2009-2010","Andrew Gwynne","Debt Relief (Developing Countries)"
"http://data.parliament.uk/resources/392688","Ballot","2010-04-13","debtreliefdevelopingcountries.html","http://services.parliament.uk/bills/debtreliefdevelopingcountries.html","Debt Relief (Developing Countries)","2009-2010","Baroness Quin","Debt Relief (Developing Countries)"
"http://data.parliament.uk/resources/392690","Ballot","2010-04-13","sunbedsregulation.html","http://services.parliament.uk/bills/sunbedsregulation.html","Sunbeds (Regulation)","2009-2010","Baroness Findlay of Llandaff","Sunbeds (Regulation)"
"http://data.parliament.uk/resources/392690","Ballot","2010-04-13","sunbedsregulation.html","http://services.parliament.uk/bills/sunbedsregulation.html","Sunbeds (Regulation)","2009-2010","Julie Morgan","Sunbeds (Regulation)"
"http://data.parliament.uk/resources/392692","Ballot","2010-04-13","sustainablecommunitiesact2007amendment.html","http://services.parliament.uk/bills/sustainablecommunitiesact2007amendment.html","Sustainable Communities Act 2007 (Amendment)","2009-2010","Alistair Burt","Sustainable Communities Act 2007 (Amendment)"
"http://data.parliament.uk/resources/392692","Ballot","2010-04-13","sustainablecommunitiesact2007amendment.html","http://services.parliament.uk/bills/sustainablecommunitiesact2007amendment.html","Sustainable Communities Act 2007 (Amendment)","2009-2010","Lord Whitty","Sustainable Communities Act 2007 (Amendment)"
"http://data.parliament.uk/resources/392693","Ballot","2010-04-13","warsawconventioncarrierliability.html","http://services.parliament.uk/bills/warsawconventioncarrierliability.html","Warsaw Convention (Carrier Liability)","2009-2010","John Smith","Warsaw Convention (Carrier Liability)"
"http://data.parliament.uk/resources/392695","Ballot","2010-04-13","lisbontreatyreferendum.html","http://services.parliament.uk/bills/lisbontreatyreferendum.html","Lisbon Treaty (Referendum)","2009-2010","Mr Nigel Dodds","Lisbon Treaty (Referendum)"
"http://data.parliament.uk/resources/392696","Ballot","2010-04-13","nationalhealthservicepublicinterestdisclosuresupport.html","http://services.parliament.uk/bills/nationalhealthservicepublicinterestdisclosuresupport.html","National Health Service Public Interest Disclosure Support","2009-2010","Dr Richard Taylor","National Health Service Public Interest Disclosure Support"
"http://data.parliament.uk/resources/392697","Ballot","2010-04-13","townandcountryplanningact1990amendment.html","http://services.parliament.uk/bills/townandcountryplanningact1990amendment.html","Town and Country Planning Act 1990 (Amendment)","2009-2010","Simon Hughes","Town and Country Planning Act 1990 (Amendment)"
"http://data.parliament.uk/resources/392701","Ballot","2010-04-13","localgovernmentinfrastructurerequirementplans.html","http://services.parliament.uk/bills/localgovernmentinfrastructurerequirementplans.html","Local Government (Infrastructure Requirement Plans)","2009-2010","Mr Mark Hoban","Local Government (Infrastructure Requirement Plans)"
"http://data.parliament.uk/resources/392702","Ballot","2010-04-13","marineaccidentinvestigationbranchreports.html","http://services.parliament.uk/bills/marineaccidentinvestigationbranchreports.html","Marine Accident Investigation Branch (Reports)","2009-2010","David Cairns","Marine Accident Investigation Branch (Reports)"
"http://data.parliament.uk/resources/392703","Ballot","2010-04-13","schooltransport.html","http://services.parliament.uk/bills/schooltransport.html","School Transport","2009-2010","David Heath","School Transport"
"http://data.parliament.uk/resources/392706","Presentation","2010-04-13","landusegardensprotectionetc.html","http://services.parliament.uk/bills/landusegardensprotectionetc.html","Land Use (Gardens Protection Etc.)","2009-2010","Mr Andrew Dismore","Land Use (Gardens Protection Etc.)"
"http://data.parliament.uk/resources/392708","Presentation","2010-04-13","shelteredaccommodationresidents.html","http://services.parliament.uk/bills/shelteredaccommodationresidents.html","Sheltered Accommodation (Residents)","2009-2010","Mr Andrew Dismore","Sheltered Accommodation (Residents)"
"http://data.parliament.uk/resources/392711","Presentation","2010-04-13","torturedamages.html","http://services.parliament.uk/bills/torturedamages.html","Torture (Damages)","2009-2010","Mr Andrew Dismore","Torture (Damages)"
"http://data.parliament.uk/resources/392713","Presentation","2010-04-13","sustainableenergylocalaction.html","http://services.parliament.uk/bills/sustainableenergylocalaction.html","Sustainable Energy (Local Action)","2009-2010","Alan Simpson","Sustainable Energy (Local Action)"
"http://data.parliament.uk/resources/392714","Ten Minute Rule","2010-04-13","videorecordingsexemptionfromclassification.html","http://services.parliament.uk/bills/videorecordingsexemptionfromclassification.html","Video Recordings (Exemption from Classification)","2009-2010","Mr Andrew Dismore","Video Recordings (Exemption from Classification)"
"http://data.parliament.uk/resources/392715","Presentation","2010-04-13","unitedkingdomparliamentarysovereignty.html","http://services.parliament.uk/bills/unitedkingdomparliamentarysovereignty.html","United Kingdom Parliamentary Sovereignty","2009-2010","Mr William Cash","United Kingdom Parliamentary Sovereignty"
"http://data.parliament.uk/resources/392717","Presentation","2010-04-13","pedicabs.html","http://services.parliament.uk/bills/pedicabs.html","Pedicabs","2009-2010","Mr Mark Field","Pedicabs"
"http://data.parliament.uk/resources/392721","Presentation","2010-04-13","schooladmissions.html","http://services.parliament.uk/bills/schooladmissions.html","School Admissions","2009-2010","Mr Paul Burstow","School Admissions"
"http://data.parliament.uk/resources/392722","Ten Minute Rule","2010-04-13","youngpeopleleavingcareaccommodation.html","http://services.parliament.uk/bills/youngpeopleleavingcareaccommodation.html","Young People Leaving Care (Accommodation)","2009-2010","Helen Southworth","Young People Leaving Care (Accommodation)"
"http://data.parliament.uk/resources/392734","Presentation","2010-04-13","prosecutionofoffencesact1985amendment.html","http://services.parliament.uk/bills/prosecutionofoffencesact1985amendment.html","Prosecution of Offences Act 1985 (Amendment)","2009-2010","Mr Andrew Dismore","Prosecution of Offences Act 1985 (Amendment)"
"http://data.parliament.uk/resources/392735","Ten Minute Rule","2010-04-13","majorcapitalcontractsskillstrainingrequirements.html","http://services.parliament.uk/bills/majorcapitalcontractsskillstrainingrequirements.html","Major Capital Contracts (Skills Training Requirements)","2009-2010","John Mann","Major Capital Contracts (Skills Training Requirements)"
"http://data.parliament.uk/resources/392738","Presentation","2010-04-13","representationofthepeopleundueinfluence.html","http://services.parliament.uk/bills/representationofthepeopleundueinfluence.html","Representation of the People (Undue Influence)","2009-2010","Mr William Cash","Representation of the People (Undue Influence)"
"http://data.parliament.uk/resources/392745","Presentation","2010-04-13","sustainabilityoflivestockfarmingandfoodproductionstrategy.html","http://services.parliament.uk/bills/sustainabilityoflivestockfarmingandfoodproductionstrategy.html","Sustainability of Livestock Farming and Food Production (Strategy)","2009-2010","Mr Peter Ainsworth","Sustainability of Livestock Farming and Food Production (Strategy)"
"http://data.parliament.uk/resources/392749","Presentation","2010-04-13","taxandfinancialtransparency.html","http://services.parliament.uk/bills/taxandfinancialtransparency.html","Tax and Financial Transparency","2009-2010","Mr David Drew","Tax and Financial Transparency"
"http://data.parliament.uk/resources/392667","HoL Private","2010-04-12","contaminatedbloodsupportforinfectedandbereavedpersonshl.html","http://services.parliament.uk/bills/contaminatedbloodsupportforinfectedandbereavedpersonshl.html","Contaminated Blood (Support for Infected and Bereaved Persons)","2009-2010","Edward O'Hara","Contaminated Blood (Support for Infected and Bereaved Persons)"
"http://data.parliament.uk/resources/392667","HoL Private","2010-04-12","contaminatedbloodsupportforinfectedandbereavedpersonshl.html","http://services.parliament.uk/bills/contaminatedbloodsupportforinfectedandbereavedpersonshl.html","Contaminated Blood (Support for Infected and Bereaved Persons)","2009-2010","Lord Morris of Manchester","Contaminated Blood (Support for Infected and Bereaved Persons)"
"http://data.parliament.uk/resources/392698","Ballot","2010-04-12","carehomesandshelteredaccommodationdomesticpets.html","http://services.parliament.uk/bills/carehomesandshelteredaccommodationdomesticpets.html","Care Homes and Sheltered Accommodation (Domestic Pets)","2009-2010","Mr Nigel Waterson","Care Homes and Sheltered Accommodation (Domestic Pets)"
"http://data.parliament.uk/resources/392699","Ballot","2010-04-12","europeanunionmembershipreferendum.html","http://services.parliament.uk/bills/europeanunionmembershipreferendum.html","European Union Membership (Referendum)","2009-2010","Mr Douglas Carswell","European Union Membership (Referendum)"
"http://data.parliament.uk/resources/392700","Ballot","2010-04-12","developmentonfloodplainsenvironmentagencypowers.html","http://services.parliament.uk/bills/developmentonfloodplainsenvironmentagencypowers.html","Development on Flood Plains (Environment Agency Powers)","2009-2010","Bob Spink","Development on Flood Plains (Environment Agency Powers)"
"http://data.parliament.uk/resources/392705","Presentation","2010-04-12","employersliabilityinsurancebureau.html","http://services.parliament.uk/bills/employersliabilityinsurancebureau.html","Employers' Liability Insurance Bureau","2009-2010","Mr Andrew Dismore","Employers' Liability Insurance Bureau"
"http://data.parliament.uk/resources/392707","Presentation","2010-04-12","britishmuseumact1963amendment.html","http://services.parliament.uk/bills/britishmuseumact1963amendment.html","British Museum Act 1963 (Amendment)","2009-2010","Mr Andrew Dismore","British Museum Act 1963 (Amendment)"
"http://data.parliament.uk/resources/392709","Presentation","2010-04-12","humanrightsact1998meaningofpublicauthority.html","http://services.parliament.uk/bills/humanrightsact1998meaningofpublicauthority.html","Human Rights Act 1998 (Meaning of Public Authority)","2009-2010","Mr Andrew Dismore","Human Rights Act 1998 (Meaning of Public Authority)"
"http://data.parliament.uk/resources/392710","Presentation","2010-04-12","illegallyloggedtimberprohibitionofsale.html","http://services.parliament.uk/bills/illegallyloggedtimberprohibitionofsale.html","Illegally Logged Timber (Prohibition of Sale)","2009-2010","Mr Andrew Dismore","Illegally Logged Timber (Prohibition of Sale)"
"http://data.parliament.uk/resources/392712","Presentation","2010-04-12","armeniangenocideremembranceday.html","http://services.parliament.uk/bills/armeniangenocideremembranceday.html","Armenian Genocide Remembrance Day","2009-2010","Mr Andrew Dismore","Armenian Genocide Remembrance Day"
"http://data.parliament.uk/resources/392720","Ten Minute Rule","2010-04-12","ambulanceresponsetimeslocalreporting.html","http://services.parliament.uk/bills/ambulanceresponsetimeslocalreporting.html","Ambulance Response Times (Local Reporting)","2009-2010","Mr Edward Timpson","Ambulance Response Times (Local Reporting)"
"http://data.parliament.uk/resources/392723","Ten Minute Rule","2010-04-12","compensationact2006amendment.html","http://services.parliament.uk/bills/compensationact2006amendment.html","Compensation Act 2006 (Amendment)","2009-2010","Jeremy Wright","Compensation Act 2006 (Amendment)"
"http://data.parliament.uk/resources/392724","Ten Minute Rule","2010-04-12","desecrationofwarmemorials.html","http://services.parliament.uk/bills/desecrationofwarmemorials.html","Desecration of War Memorials","2009-2010","Mr David Burrowes","Desecration of War Memorials"
"http://data.parliament.uk/resources/392726","Presentation","2010-04-12","climatechangesectoraltargets.html","http://services.parliament.uk/bills/climatechangesectoraltargets.html","Climate Change (Sectoral Targets)","2009-2010","Mr Martin Caton","Climate Change (Sectoral Targets)"
"http://data.parliament.uk/resources/392729","Presentation","2010-04-12","departmentforworkandpensionselectronicfileretention.html","http://services.parliament.uk/bills/departmentforworkandpensionselectronicfileretention.html","Department for Work and Pensions (Electronic File retention)","2009-2010","Harry Cohen","Department for Work and Pensions (Electronic File retention)"
"http://data.parliament.uk/resources/392746","Ten Minute Rule","2010-04-12","firesafetyschools.html","http://services.parliament.uk/bills/firesafetyschools.html","Fire Safety (Schools)","2009-2010","Mr Jim Cunningham","Fire Safety (Schools)"
"http://data.parliament.uk/resources/392661","HoL Private","2010-04-09","rehabilitationofoffendersamendmenthl.html","http://services.parliament.uk/bills/rehabilitationofoffendersamendmenthl.html","Rehabilitation of Offenders (Amendment)","2009-2010","Lord Dholakia","Rehabilitation of Offenders (Amendment)"
"http://data.parliament.uk/resources/392670","HoL Private","2010-04-09","childrensrightshl.html","http://services.parliament.uk/bills/childrensrightshl.html","Children's Rights","2009-2010","Baroness Walmsley","Children's Rights"
"http://data.parliament.uk/resources/392671","HoL Private","2010-04-09","buildingregulationsamendmenthl.html","http://services.parliament.uk/bills/buildingregulationsamendmenthl.html","Building Regulations (Amendment)","2009-2010","Lord Harrison","Building Regulations (Amendment)"
"http://data.parliament.uk/resources/392674","HoL Private","2010-04-09","consumeremissionsclimatechange.html","http://services.parliament.uk/bills/consumeremissionsclimatechange.html","Consumer Emissions (Climate Change)","2009-2010","Lord Teverson","Consumer Emissions (Climate Change)"
"http://data.parliament.uk/resources/392732","Presentation","2010-04-09","bilingualjurieswales.html","http://services.parliament.uk/bills/bilingualjurieswales.html","Bilingual Juries (Wales)","2009-2010","Hywel Williams","Bilingual Juries (Wales)"
"http://data.parliament.uk/resources/392677","HoL Private","2010-04-08","damagesasbestosrelatedconditionshl.html","http://services.parliament.uk/bills/damagesasbestosrelatedconditionshl.html","Damages (Asbestos-related Conditions)","2009-2010","Baroness Quin","Damages (Asbestos-related Conditions)"
"http://data.parliament.uk/resources/392679","HoL Private","2010-04-08","patienttransporthl.html","http://services.parliament.uk/bills/patienttransporthl.html","Patient Transport","2009-2010","Baroness Greengross","Patient Transport"
"http://data.parliament.uk/resources/392680","HoL Private","2010-04-08","healthandsocialcareindependentlivinghl.html","http://services.parliament.uk/bills/healthandsocialcareindependentlivinghl.html","Health and Social Care (Independent Living)","2009-2010","Lord Ashley of Stoke","Health and Social Care (Independent Living)"
"http://data.parliament.uk/resources/392694","Ballot","2010-04-08","safetyandconservationbyelaws.html","http://services.parliament.uk/bills/safetyandconservationbyelaws.html","Safety and Conservation (Byelaws)","2009-2010","Chris Grayling","Safety and Conservation (Byelaws)"
"http://data.parliament.uk/resources/392718","Ten Minute Rule","2010-04-08","healthandsafetycompanydirectorliability.html","http://services.parliament.uk/bills/healthandsafetycompanydirectorliability.html","Health and Safety (Company Director Liability)","2009-2010","Mr Frank Doran","Health and Safety (Company Director Liability)"
"http://data.parliament.uk/resources/392727","Ten Minute Rule","2010-04-08","environmentalprotectionflytippingreporting.html","http://services.parliament.uk/bills/environmentalprotectionflytippingreporting.html","Environmental Protection (Fly-Tipping Reporting)","2009-2010","Joan Ryan","Environmental Protection (Fly-Tipping Reporting)"
"http://data.parliament.uk/resources/392728","Ten Minute Rule","2010-04-08","watertariffs.html","http://services.parliament.uk/bills/watertariffs.html","Water Tariffs","2009-2010","Nick Harvey","Water Tariffs"
"http://data.parliament.uk/resources/392730","Ten Minute Rule","2010-04-08","rentalaccommodationthermalinsulationstandards.html","http://services.parliament.uk/bills/rentalaccommodationthermalinsulationstandards.html","Rental Accommodation (Thermal Insulation Standards)","2009-2010","Tony Lloyd","Rental Accommodation (Thermal Insulation Standards)"
"http://data.parliament.uk/resources/392733","Presentation","2010-04-08","registrationofbirthsanddeathswelshlanguage.html","http://services.parliament.uk/bills/registrationofbirthsanddeathswelshlanguage.html","Registration of Births and Deaths (Welsh Language)","2009-2010","Hywel Williams","Registration of Births and Deaths (Welsh Language)"
"http://data.parliament.uk/resources/392737","Ten Minute Rule","2010-04-08","hydrofluorocarbonslimitation.html","http://services.parliament.uk/bills/hydrofluorocarbonslimitation.html","Hydrofluorocarbons Limitation","2009-2010","Clive Efford","Hydrofluorocarbons Limitation"
"http://data.parliament.uk/resources/392741","Ten Minute Rule","2010-04-08","illegallyloggedtimberprohibitionofretailwholesaleanddistribution.html","http://services.parliament.uk/bills/illegallyloggedtimberprohibitionofretailwholesaleanddistribution.html","Illegally Logged Timber (Prohibition of Retail, Wholesale and Distribution)","2009-2010","Gregory Barker","Illegally Logged Timber (Prohibition of Retail, Wholesale and Distribution)"
"http://data.parliament.uk/resources/392742","Presentation","2010-04-08","counciltaxbenefitchangeofname.html","http://services.parliament.uk/bills/counciltaxbenefitchangeofname.html","Council Tax Benefit (Change of Name)","2009-2010","Paul Burstow","Council Tax Benefit (Change of Name)"
"http://data.parliament.uk/resources/392743","Presentation","2010-04-08","dementiastrategy.html","http://services.parliament.uk/bills/dementiastrategy.html","Dementia Strategy","2009-2010","Mr Paul Burstow","Dementia Strategy"
"http://data.parliament.uk/resources/392744","Ten Minute Rule","2010-04-08","organandtissuedonationmandatedchoice.html","http://services.parliament.uk/bills/organandtissuedonationmandatedchoice.html","Organ and Tissue Donation (Mandated Choice)","2009-2010","Mr David S Burrow","Organ and Tissue Donation (Mandated Choice)"
"http://data.parliament.uk/resources/392747","Ten Minute Rule","2010-04-08","secondhomeownershipregulation.html","http://services.parliament.uk/bills/secondhomeownershipregulation.html","Second Home Ownership (Regulation)","2009-2010","Dan Rogerson","Second Home Ownership (Regulation)"
"http://data.parliament.uk/resources/392750","Ten Minute Rule","2010-04-08","controlofdogs.html","http://services.parliament.uk/bills/controlofdogs.html","Control of Dogs","2009-2010","Martin Linton","Control of Dogs"
"http://data.parliament.uk/resources/392752","Ten Minute Rule","2010-04-08","nuclearfuelcyclenonproliferationandpublicliability.html","http://services.parliament.uk/bills/nuclearfuelcyclenonproliferationandpublicliability.html","Nuclear Fuel Cycle (Non-Proliferation and Public Liability)","2009-2010","Mr Jamie Reed","Nuclear Fuel Cycle (Non-Proliferation and Public Liability)"
"http://data.parliament.uk/resources/392751","Ten Minute Rule","2010-04-07","wasterecoveryanddisposalfacilitiespublicconsultation.html","http://services.parliament.uk/bills/wasterecoveryanddisposalfacilitiespublicconsultation.html","Waste Recovery and Disposal Facilities (Public Consultation)","2009-2010","Nadine Dorries","Waste Recovery and Disposal Facilities (Public Consultation)"
"http://data.parliament.uk/resources/392663","Government","2010-03-29","clustermunitionsprohibitionshl.html","http://services.parliament.uk/bills/clustermunitionsprohibitionshl.html","Cluster Munitions (Prohibitions)","2009-2010","Baroness Kinnock of Holyhead","Cluster Munitions (Prohibitions)"
"http://data.parliament.uk/resources/392663","Government","2010-03-29","clustermunitionsprohibitionshl.html","http://services.parliament.uk/bills/clustermunitionsprohibitionshl.html","Cluster Munitions (Prohibitions)","2009-2010","Chris Bryant","Cluster Munitions (Prohibitions)"
"http://data.parliament.uk/resources/392503","Private","2010-03-18","beverleyfreemenhl.html","http://services.parliament.uk/bills/beverleyfreemenhl.html","Beverley Freemen","2008-2009","East Riding of Yorkshire Council","Beverley Freemen"
"http://data.parliament.uk/resources/392503","Private","2010-03-18","beverleyfreemenhl.html","http://services.parliament.uk/bills/beverleyfreemenhl.html","Beverley Freemen","2009-2010","East Riding of Yorkshire Council","Beverley Freemen"
"http://data.parliament.uk/resources/392719","Ten Minute Rule","2010-03-12","digitalheritage.html","http://services.parliament.uk/bills/digitalheritage.html","Digital Heritage","2009-2010","Mr Tom Watson","Digital Heritage"
"http://data.parliament.uk/resources/392731","Ten Minute Rule","2010-03-05","publicbodiesprocurementofseafood.html","http://services.parliament.uk/bills/publicbodiesprocurementofseafood.html","Public Bodies (Procurement of Seafood)","2009-2010","Mr David Drew","Public Bodies (Procurement of Seafood)"
"http://data.parliament.uk/resources/392508","Government","2010-01-18","localdemocracyeconomicdevelopmentandconstructionhl.html","http://services.parliament.uk/bills/localdemocracyeconomicdevelopmentandconstructionhl.html","Local Democracy, Economic Development and Construction","2008-2009","Baroness Andrews","Local Democracy, Economic Development and Construction"
"http://data.parliament.uk/resources/392508","Government","2010-01-18","localdemocracyeconomicdevelopmentandconstructionhl.html","http://services.parliament.uk/bills/localdemocracyeconomicdevelopmentandconstructionhl.html","Local Democracy, Economic Development and Construction","2008-2009","Hazel Blears","Local Democracy, Economic Development and Construction"
"http://data.parliament.uk/resources/392522","Government","2010-01-18","policingandcrime.html","http://services.parliament.uk/bills/policingandcrime.html","Policing and Crime","2008-2009","Jacqui Smith","Policing and Crime"
"http://data.parliament.uk/resources/392522","Government","2010-01-18","policingandcrime.html","http://services.parliament.uk/bills/policingandcrime.html","Policing and Crime","2008-2009","Lord West of Spithead","Policing and Crime"
"http://data.parliament.uk/resources/392507","Government","2010-01-07","marineandcoastalaccesshl.html","http://services.parliament.uk/bills/marineandcoastalaccesshl.html","Marine and Coastal Access","2008-2009","Lord Hunt of Kings Heath / Hilary Benn","Marine and Coastal Access"
"http://data.parliament.uk/resources/392487","Government","2009-11-20","banking.html","http://services.parliament.uk/bills/banking.html","Banking","2007-2008","Alistair Darling","Banking"
"http://data.parliament.uk/resources/392487","Government","2009-11-20","banking.html","http://services.parliament.uk/bills/banking.html","Banking","2008-2009","Lord Davies of Oldham","Banking"
"http://data.parliament.uk/resources/392518","Government","2009-11-20","coronersandjustice.html","http://services.parliament.uk/bills/coronersandjustice.html","Coroners and Justice","2008-2009","Jack Straw","Coroners and Justice"
"http://data.parliament.uk/resources/392518","Government","2009-11-20","coronersandjustice.html","http://services.parliament.uk/bills/coronersandjustice.html","Coroners and Justice","2008-2009","Lord Bach","Coroners and Justice"
"http://data.parliament.uk/resources/392525","Government","2009-11-20","welfarereform.html","http://services.parliament.uk/bills/welfarereform.html","Welfare Reform","2008-2009","James Purnell","Welfare Reform"
"http://data.parliament.uk/resources/392525","Government","2009-11-20","welfarereform.html","http://services.parliament.uk/bills/welfarereform.html","Welfare Reform","2008-2009","Lord McKenzie of Luton","Welfare Reform"
"http://data.parliament.uk/resources/392530","Government","2009-11-20","healthhl.html","http://services.parliament.uk/bills/healthhl.html","Health","2008-2009","Alan Johnson","Health"
"http://data.parliament.uk/resources/392530","Government","2009-11-20","healthhl.html","http://services.parliament.uk/bills/healthhl.html","Health","2008-2009","Lord Darzi of Denham","Health"
"http://data.parliament.uk/resources/392532","Ballot","2009-11-20","autism.html","http://services.parliament.uk/bills/autism.html","Autism","2008-2009","Baroness Pitkeathley","Autism"
"http://data.parliament.uk/resources/392532","Ballot","2009-11-20","autism.html","http://services.parliament.uk/bills/autism.html","Autism","2008-2009","Mrs Cheryl Gillan","Autism"
