"uri","bill type","date","home page","home page > uri","label","session > display name","sponsors > sponsor printed","title"
"http://data.parliament.uk/resources/392308","Ten Minute Rule","2007-10-22","copyrighttermforperformersandproducers.html","http://services.parliament.uk/bills/copyrighttermforperformersandproducers.html","Copyright Term for Performers and Producers","2006-2007","Michael Connarty","Copyright Term for Performers and Producers"
"http://data.parliament.uk/resources/392312","Ballot","2007-10-22","criminallawamendmentprotectionofproperty.html","http://services.parliament.uk/bills/criminallawamendmentprotectionofproperty.html","Criminal Law (Amendment) (Protection of Property)","2006-2007","Mr Shailesh Vara","Criminal Law (Amendment) (Protection of Property)"
"http://data.parliament.uk/resources/392322","Ten Minute Rule","2007-10-22","planningconsultation.html","http://services.parliament.uk/bills/planningconsultation.html","Planning (Consultation)","2006-2007","Mr Ian Liddell-Grainger","Planning (Consultation)"
"http://data.parliament.uk/resources/392326","Ten Minute Rule","2007-10-22","prenuptialagreementstitle.html","http://services.parliament.uk/bills/prenuptialagreementstitle.html","Prenuptial Agreements Title","2006-2007","Mr Quentin Davies","Prenuptial Agreements Title"
"http://data.parliament.uk/resources/392328","Ten Minute Rule","2007-10-22","proofofageschemepurchaseofrestrictedgoods.html","http://services.parliament.uk/bills/proofofageschemepurchaseofrestrictedgoods.html","Proof of Age Scheme (Purchase of Restricted Goods)","2006-2007","Mr Robert Flello","Proof of Age Scheme (Purchase of Restricted Goods)"
"http://data.parliament.uk/resources/392339","Presentation","2007-10-22","microgenerationandlocalenergy.html","http://services.parliament.uk/bills/microgenerationandlocalenergy.html","Microgeneration and Local Energy","2006-2007","Dr Alan Whitehead","Microgeneration and Local Energy"
"http://data.parliament.uk/resources/392340","Ten Minute Rule","2007-10-22","portsregulation.html","http://services.parliament.uk/bills/portsregulation.html","Ports (Regulation)","2006-2007","Ann Moffat","Ports (Regulation)"
"http://data.parliament.uk/resources/392219","HoL Private","2007-10-21","houseoflordshl.html","http://services.parliament.uk/bills/houseoflordshl.html","House of Lords [HL]","2006-2007","Lord Steel of Aikwood","House of Lords [HL]"
"http://data.parliament.uk/resources/392220","HoL Private","2007-10-21","houseoflordsamendmenthl.html","http://services.parliament.uk/bills/houseoflordsamendmenthl.html","House of Lords (Amendment) [HL]","2006-2007","Lord Avebury","House of Lords (Amendment) [HL]"
"http://data.parliament.uk/resources/392221","HoL Private","2007-10-21","interceptionofcommunicationsadmissabilityofevidencehl.html","http://services.parliament.uk/bills/interceptionofcommunicationsadmissabilityofevidencehl.html","Interception of Communications (Admissability of Evidence) [HL]","2006-2007","Lord Lloyd of Berwick","Interception of Communications (Admissability of Evidence) [HL]"
"http://data.parliament.uk/resources/392278","Ten Minute Rule","2007-10-21","gangmasterslicensingact2004.html","http://services.parliament.uk/bills/gangmasterslicensingact2004.html","Gangmasters (Licensing) Act 2004","2006-2007","Jim Sheridan","Gangmasters (Licensing) Act 2004"
"http://data.parliament.uk/resources/392294","Ten Minute Rule","2007-10-21","intergovernmentalcontractsprovisionofinformation.html","http://services.parliament.uk/bills/intergovernmentalcontractsprovisionofinformation.html","Intergovernmental Contracts (Provision of Information)","2006-2007","Dr John Pugh","Intergovernmental Contracts (Provision of Information)"
"http://data.parliament.uk/resources/392223","HoL Private","2007-10-19","leaseholdinformationhl.html","http://services.parliament.uk/bills/leaseholdinformationhl.html","Leasehold Information [HL]","2006-2007","Lord Redesdale","Leasehold Information [HL]"
"http://data.parliament.uk/resources/392225","HoL Private","2007-10-19","lifepeeragesresidencyfortaxationpurposesbill.html","http://services.parliament.uk/bills/lifepeeragesresidencyfortaxationpurposesbill.html","Life Peerages (Residency for Taxation Purposes)","2006-2007","Lord Oakshott","Life Peerages (Residency for Taxation Purposes)"
"http://data.parliament.uk/resources/392231","Presentation","2007-10-19","lightbulbregulation.html","http://services.parliament.uk/bills/lightbulbregulation.html","Light Bulb (Regulation)","2006-2007","John Barrett","Light Bulb (Regulation)"
"http://data.parliament.uk/resources/392327","Ten Minute Rule","2007-10-19","privateparkingregulations.html","http://services.parliament.uk/bills/privateparkingregulations.html","Private Parking (Regulations)","2006-2007","David Wright","Private Parking (Regulations)"
"http://data.parliament.uk/resources/392330","Ten Minute Rule","2007-10-19","protectionoflistedvehicles.html","http://services.parliament.uk/bills/protectionoflistedvehicles.html","Protection of Listed Vehicles","2006-2007","Mr John Randall","Protection of Listed Vehicles"
"http://data.parliament.uk/resources/392332","HoL Private","2007-10-19","publicdemonstrationsrepealshl.html","http://services.parliament.uk/bills/publicdemonstrationsrepealshl.html","Public Demonstrations (Repeals) [HL]","2006-2007","Baroness Miller of Chilthorne Domer","Public Demonstrations (Repeals) [HL]"
"http://data.parliament.uk/resources/392212","HoL Private","2007-10-13","developmentordersmicrogenerationhlformerlyenergyefficiencyandmicrogenerationhl.html","http://services.parliament.uk/bills/developmentordersmicrogenerationhlformerlyenergyefficiencyandmicrogenerationhl.html","Development Orders (Microgeneration) [HL] (formerly Energy Efficiency and Microgeneration [HL])","2006-2007","Lord Redesdale","Development Orders (Microgeneration) [HL] (formerly Energy Efficiency and Microgeneration [HL])"
"http://data.parliament.uk/resources/392214","HoL Private","2007-10-13","europeanunionimplicationsofwithdrawalhl.html","http://services.parliament.uk/bills/europeanunionimplicationsofwithdrawalhl.html","European Union (Implications of Withdrawal) [HL]","2006-2007","Lord Pearson of Rannoch","European Union (Implications of Withdrawal) [HL]"
"http://data.parliament.uk/resources/392240","HoL Private","2007-10-13","royalcommissionslaveryhl.html","http://services.parliament.uk/bills/royalcommissionslaveryhl.html","Royal Commission (Slavery) [HL]","2006-2007","Baroness Cox","Royal Commission (Slavery) [HL]"
"http://data.parliament.uk/resources/392206","HoL Private","2007-10-10","alcohollabellinghl.html","http://services.parliament.uk/bills/alcohollabellinghl.html","Alcohol Labelling [HL]","2006-2007","Lord Mitchell","Alcohol Labelling [HL]"
"http://data.parliament.uk/resources/0",,,,,,,,
