"uri","bill type","date","home page","home page > uri","label","session > display name","sponsors > sponsor printed","title"
"http://data.parliament.uk/resources/392250","Government","2007-10-27","offendermanagement.html","http://services.parliament.uk/bills/offendermanagement.html","Offender Management","2006-2007","Baroness Scotland","Offender Management"
"http://data.parliament.uk/resources/392250","Government","2007-10-27","offendermanagement.html","http://services.parliament.uk/bills/offendermanagement.html","Offender Management","2006-2007","John Reid","Offender Management"
"http://data.parliament.uk/resources/392253","Ten Minute Rule","2007-10-27","carersidentificationsupport.html","http://services.parliament.uk/bills/carersidentificationsupport.html","Carers (Identification Support)","2006-2007","Babara Keeley","Carers (Identification Support)"
"http://data.parliament.uk/resources/392261","Government","2007-10-27","parliamentjointdepartmentshl.html","http://services.parliament.uk/bills/parliamentjointdepartmentshl.html","Parliament (Joint Departments) [HL]","2006-2007","Baroness Amos","Parliament (Joint Departments) [HL]"
"http://data.parliament.uk/resources/392271","Government","2007-10-27","fraudtrialswithoutajury.html","http://services.parliament.uk/bills/fraudtrialswithoutajury.html","Fraud (Trials Without a Jury)","2006-2007","John Reid","Fraud (Trials Without a Jury)"
"http://data.parliament.uk/resources/392271","Government","2007-10-27","fraudtrialswithoutajury.html","http://services.parliament.uk/bills/fraudtrialswithoutajury.html","Fraud (Trials Without a Jury)","2006-2007","Lord Goldsmith","Fraud (Trials Without a Jury)"
"http://data.parliament.uk/resources/392273","Presentation","2007-10-27","freedomofinformationamendment.html","http://services.parliament.uk/bills/freedomofinformationamendment.html","Freedom of Information (Amendment)","2006-2007","David Maclean","Freedom of Information (Amendment)"
"http://data.parliament.uk/resources/392281","Government","2007-10-27","greaterlondonauthority.html","http://services.parliament.uk/bills/greaterlondonauthority.html","Greater London Authority","2006-2007","Baroness Andrews","Greater London Authority"
"http://data.parliament.uk/resources/392281","Government","2007-10-27","greaterlondonauthority.html","http://services.parliament.uk/bills/greaterlondonauthority.html","Greater London Authority","2006-2007","Ruth Kelly","Greater London Authority"
"http://data.parliament.uk/resources/392296","Ten Minute Rule","2007-10-27","catholicspreventionofdiscrimination.html","http://services.parliament.uk/bills/catholicspreventionofdiscrimination.html","Catholics (Prevention of Discrimination)","2006-2007","Mr John Gummer","Catholics (Prevention of Discrimination)"
"http://data.parliament.uk/resources/392298","Ten Minute Rule","2007-10-27","childcareprovisionwales.html","http://services.parliament.uk/bills/childcareprovisionwales.html","Childcare Provision (Wales)","2006-2007","Chris Bryant","Childcare Provision (Wales)"
"http://data.parliament.uk/resources/392299","Presentation","2007-10-27","citizensconvention.html","http://services.parliament.uk/bills/citizensconvention.html","Citizens' Convention","2006-2007","Julia Goldsworthy","Citizens' Convention"
"http://data.parliament.uk/resources/392300","Presentation","2007-10-27","clustermunitionsprohibitionofdevelopmentandaquisition.html","http://services.parliament.uk/bills/clustermunitionsprohibitionofdevelopmentandaquisition.html","Cluster Munitions (Prohibition of Development and Aquisition)","2006-2007","Nick Harvey","Cluster Munitions (Prohibition of Development and Aquisition)"
"http://data.parliament.uk/resources/392302","Government","2007-10-27","consolidatedfundappropriation.html","http://services.parliament.uk/bills/consolidatedfundappropriation.html","Consolidated Fund (Appropriation)","2006-2007","John Healey","Consolidated Fund (Appropriation)"
"http://data.parliament.uk/resources/392302","Government","2007-10-27","consolidatedfundappropriation.html","http://services.parliament.uk/bills/consolidatedfundappropriation.html","Consolidated Fund (Appropriation)","2006-2007","Lord Davies of Oldham","Consolidated Fund (Appropriation)"
"http://data.parliament.uk/resources/392323","Government","2007-10-27","planninggainsupplementpreparations.html","http://services.parliament.uk/bills/planninggainsupplementpreparations.html","Planning-Gain Supplement (Preparations)","2006-2007","Gordon Brown","Planning-Gain Supplement (Preparations)"
"http://data.parliament.uk/resources/392323","Government","2007-10-27","planninggainsupplementpreparations.html","http://services.parliament.uk/bills/planninggainsupplementpreparations.html","Planning-Gain Supplement (Preparations)","2006-2007","Lord Davies of Oldham","Planning-Gain Supplement (Preparations)"
"http://data.parliament.uk/resources/392333","Government","2007-10-27","investmentexchangesandclearinghouses.html","http://services.parliament.uk/bills/investmentexchangesandclearinghouses.html","Investment Exchanges and Clearing Houses","2006-2007","Gordon Brown","Investment Exchanges and Clearing Houses"
"http://data.parliament.uk/resources/392333","Government","2007-10-27","investmentexchangesandclearinghouses.html","http://services.parliament.uk/bills/investmentexchangesandclearinghouses.html","Investment Exchanges and Clearing Houses","2006-2007","Lord McKensie","Investment Exchanges and Clearing Houses"
"http://data.parliament.uk/resources/392334","Government","2007-10-27","justiceandsecuritynorthernireland.html","http://services.parliament.uk/bills/justiceandsecuritynorthernireland.html","Justice and Security (Northern Ireland)","2006-2007","Lord Rooker","Justice and Security (Northern Ireland)"
"http://data.parliament.uk/resources/392334","Government","2007-10-27","justiceandsecuritynorthernireland.html","http://services.parliament.uk/bills/justiceandsecuritynorthernireland.html","Justice and Security (Northern Ireland)","2006-2007","Peter Hain","Justice and Security (Northern Ireland)"
"http://data.parliament.uk/resources/392335","Government","2007-10-27","incometax.html","http://services.parliament.uk/bills/incometax.html","Income Tax","2006-2007","Gordon Brown","Income Tax"
"http://data.parliament.uk/resources/392335","Government","2007-10-27","incometax.html","http://services.parliament.uk/bills/incometax.html","Income Tax","2006-2007","Lord Davies of Oldham","Income Tax"
"http://data.parliament.uk/resources/392336","Government","2007-10-27","finance.html","http://services.parliament.uk/bills/finance.html","Finance","2006-2007","Dawn Primarolo","Finance"
"http://data.parliament.uk/resources/392338","Presentation","2007-10-27","fixedtermparliaments.html","http://services.parliament.uk/bills/fixedtermparliaments.html","Fixed Term Parliaments","2006-2007","Mr David Howarth","Fixed Term Parliaments"
"http://data.parliament.uk/resources/392235","Ballot","2007-10-26","localplanningauthoritiesenergyandenergyefficiency.html","http://services.parliament.uk/bills/localplanningauthoritiesenergyandenergyefficiency.html","Local Planning Authorities (Energy and Energy Efficiency)","2006-2007","Mr Martin Caton","Local Planning Authorities (Energy and Energy Efficiency)"
"http://data.parliament.uk/resources/392249","Ten Minute Rule","2007-10-26","ruraltranquility.html","http://services.parliament.uk/bills/ruraltranquility.html","Rural Tranquility","2006-2007","John Penrose","Rural Tranquility"
"http://data.parliament.uk/resources/392266","Ballot","2007-10-26","energysavingdaylight.html","http://services.parliament.uk/bills/energysavingdaylight.html","Energy Saving (Daylight)","2006-2007","Mr Tim Yeo","Energy Saving (Daylight)"
"http://data.parliament.uk/resources/392267","Ten Minute Rule","2007-10-26","pedlarsstreettradingregulation.html","http://services.parliament.uk/bills/pedlarsstreettradingregulation.html","Pedlars (Street Trading Regulation)","2006-2007","Dr Brian Iddon","Pedlars (Street Trading Regulation)"
"http://data.parliament.uk/resources/392285","Presentation","2007-10-26","healthandsafetyoffences.html","http://services.parliament.uk/bills/healthandsafetyoffences.html","Health and Safety (Offences)","2006-2007","Mr Wayne David","Health and Safety (Offences)"
"http://data.parliament.uk/resources/392290","Ballot","2007-10-26","housingassociationrightsandrepresentationofresidents.html","http://services.parliament.uk/bills/housingassociationrightsandrepresentationofresidents.html","Housing Association (Rights and Representation of Residents)","2006-2007","Emily Thornberry","Housing Association (Rights and Representation of Residents)"
"http://data.parliament.uk/resources/392291","Ten Minute Rule","2007-10-26","humanrightsact1998meaningofpublicauthority.html","http://services.parliament.uk/bills/humanrightsact1998meaningofpublicauthority.html","Human Rights Act 1998 (Meaning of Public Authority)","2006-2007","Mr Andrew Dismore","Human Rights Act 1998 (Meaning of Public Authority)"
"http://data.parliament.uk/resources/392329","Presentation","2007-10-26","protectionofadultsincarepreventionofharmandexploitation.html","http://services.parliament.uk/bills/protectionofadultsincarepreventionofharmandexploitation.html","Protection of Adults in Care (Prevention of Harm and Exploitation)","2006-2007","Paul Burstow","Protection of Adults in Care (Prevention of Harm and Exploitation)"
"http://data.parliament.uk/resources/392342","Ten Minute Rule","2007-10-26","bicycleschildrenssafetyhelmets.html","http://services.parliament.uk/bills/bicycleschildrenssafetyhelmets.html","Bicycles (Children's Safety Helmets)","2006-2007","Mr Peter Bone","Bicycles (Children's Safety Helmets)"
"http://data.parliament.uk/resources/392343","Ten Minute Rule","2007-10-26","accesstopensionprotectionfundbenefits.html","http://services.parliament.uk/bills/accesstopensionprotectionfundbenefits.html","Access to Pension Protection Fund Benefits","2006-2007","Mr Mark Hendrick","Access to Pension Protection Fund Benefits"
"http://data.parliament.uk/resources/392218","HoL Private","2007-10-25","governmentspendingwebsitehl.html","http://services.parliament.uk/bills/governmentspendingwebsitehl.html","Government Spending (Website) [HL]","2006-2007","Baroness Noakes","Government Spending (Website) [HL]"
"http://data.parliament.uk/resources/392255","Ballot","2007-10-25","offroadvehiclesregistration.html","http://services.parliament.uk/bills/offroadvehiclesregistration.html","Off-Road Vehicles (Registration)","2006-2007","Graham Stringer","Off-Road Vehicles (Registration)"
"http://data.parliament.uk/resources/392263","Ten Minute Rule","2007-10-25","employmentretention.html","http://services.parliament.uk/bills/employmentretention.html","Employment Retention","2006-2007","John Robertson","Employment Retention"
"http://data.parliament.uk/resources/392307","Ten Minute Rule","2007-10-25","copyrightmiscellaneousprovisions.html","http://services.parliament.uk/bills/copyrightmiscellaneousprovisions.html","Copyright (Miscellaneous Provisions)","2006-2007","David Amess","Copyright (Miscellaneous Provisions)"
"http://data.parliament.uk/resources/392310","Ten Minute Rule","2007-10-25","criminaldamagegraffiti.html","http://services.parliament.uk/bills/criminaldamagegraffiti.html","Criminal Damage Graffiti","2006-2007","James Duddridge","Criminal Damage Graffiti"
"http://data.parliament.uk/resources/392207","HoL Private","2007-10-24","bailiffslicensinghl.html","http://services.parliament.uk/bills/bailiffslicensinghl.html","Bailiffs (Licensing) [HL]","2006-2007","Lord Lucas","Bailiffs (Licensing) [HL]"
"http://data.parliament.uk/resources/392213","HoL Private","2007-10-24","disabledpersonsindependentlivinghl.html","http://services.parliament.uk/bills/disabledpersonsindependentlivinghl.html","Disabled Persons (Independent Living) [HL]","2006-2007","Lord Ashley of Stoke","Disabled Persons (Independent Living) [HL]"
"http://data.parliament.uk/resources/392238","Ten Minute Rule","2007-10-24","membersofparliamentemploymentdisqualification.html","http://services.parliament.uk/bills/membersofparliamentemploymentdisqualification.html","Members of Parliament (Employment Disqualification)","2006-2007","Martin Salter","Members of Parliament (Employment Disqualification)"
"http://data.parliament.uk/resources/392252","Ten Minute Rule","2007-10-24","safeguardingrunawayandmissingchildren.html","http://services.parliament.uk/bills/safeguardingrunawayandmissingchildren.html","Safeguarding Runaway and Missing Children","2006-2007","Helen Southworth","Safeguarding Runaway and Missing Children"
"http://data.parliament.uk/resources/392259","Ballot","2007-10-24","electricshocktrainingdevices.html","http://services.parliament.uk/bills/electricshocktrainingdevices.html","Electric Shock Training Devices","2006-2007","Sarah McCarthy-Fry","Electric Shock Training Devices"
"http://data.parliament.uk/resources/392262","Ten Minute Rule","2007-10-24","employmentassistancewales.html","http://services.parliament.uk/bills/employmentassistancewales.html","Employment Assistance (Wales)","2006-2007","Mr Wayne David","Employment Assistance (Wales)"
"http://data.parliament.uk/resources/392264","Ten Minute Rule","2007-10-24","energymarketscarbonreductionandwarmhomes.html","http://services.parliament.uk/bills/energymarketscarbonreductionandwarmhomes.html","Energy Markets (Carbon Reduction and Warm Homes)","2006-2007","Alan Simpson","Energy Markets (Carbon Reduction and Warm Homes)"
"http://data.parliament.uk/resources/392275","Presentation","2007-10-24","freedomofinformationamendmentno2.html","http://services.parliament.uk/bills/freedomofinformationamendmentno2.html","Freedom of Information (Amendment) (No.2)","2006-2007","Tom Brake","Freedom of Information (Amendment) (No.2)"
"http://data.parliament.uk/resources/392287","Ten Minute Rule","2007-10-24","historiccountiestownsandvillagestrafficsignsandmapping.html","http://services.parliament.uk/bills/historiccountiestownsandvillagestrafficsignsandmapping.html","Historic Counties, Towns and Villages (Traffic Signs and Mapping)","2006-2007","Andrew Rosindell","Historic Counties, Towns and Villages (Traffic Signs and Mapping)"
"http://data.parliament.uk/resources/392288","Ballot","2007-10-24","houseofcommonsparticipation.html","http://services.parliament.uk/bills/houseofcommonsparticipation.html","House of Commons (Participation)","2006-2007","Mr Robert Walter","House of Commons (Participation)"
"http://data.parliament.uk/resources/392293","Ballot","2007-10-24","infrastructureaudithousingdevelopment.html","http://services.parliament.uk/bills/infrastructureaudithousingdevelopment.html","Infrastructure Audit (Housing Development)","2006-2007","Mr Francis Maude","Infrastructure Audit (Housing Development)"
"http://data.parliament.uk/resources/392306","Presentation","2007-10-24","constitutionalreform.html","http://services.parliament.uk/bills/constitutionalreform.html","Constitutional Reform","2006-2007","Graham Allen","Constitutional Reform"
"http://data.parliament.uk/resources/392309","Ten Minute Rule","2007-10-24","councilhousingdirectinvestment.html","http://services.parliament.uk/bills/councilhousingdirectinvestment.html","Council Housing (Direct Investment)","2006-2007","David Taylor","Council Housing (Direct Investment)"
"http://data.parliament.uk/resources/392320","Presentation","2007-10-24","pensionsunclaimedassets.html","http://services.parliament.uk/bills/pensionsunclaimedassets.html","Pensions (Unclaimed Assets)","2006-2007","Mr Frank Field","Pensions (Unclaimed Assets)"
"http://data.parliament.uk/resources/392324","Ballot","2007-10-24","pollingstationsregulation.html","http://services.parliament.uk/bills/pollingstationsregulation.html","Polling Stations (Regulation)","2006-2007","Mr Roger Godsiff","Polling Stations (Regulation)"
"http://data.parliament.uk/resources/392341","Presentation","2007-10-24","electedrepresentativesprohibitionofdeception.html","http://services.parliament.uk/bills/electedrepresentativesprohibitionofdeception.html","Elected Representatives (Prohibition of Deception)","2006-2007","Adam Price","Elected Representatives (Prohibition of Deception)"
"http://data.parliament.uk/resources/392229","Ten Minute Rule","2007-10-22","danceteachersqualificationsandregulation.html","http://services.parliament.uk/bills/danceteachersqualificationsandregulation.html","Dance Teachers (Qualifications and Regulation)","2006-2007","Meg Hillier","Dance Teachers (Qualifications and Regulation)"
"http://data.parliament.uk/resources/392237","Ten Minute Rule","2007-10-22","mediatransparencyanddisclosure.html","http://services.parliament.uk/bills/mediatransparencyanddisclosure.html","Media (Transparency and Disclosure)","2006-2007","Gary Streeter","Media (Transparency and Disclosure)"
"http://data.parliament.uk/resources/392241","Ten Minute Rule","2007-10-22","milkpricing.html","http://services.parliament.uk/bills/milkpricing.html","Milk (Pricing)","2006-2007","Daniel Kawczynski","Milk (Pricing)"
"http://data.parliament.uk/resources/392248","Ten Minute Rule","2007-10-22","disabilitybenefitssingleassessment.html","http://services.parliament.uk/bills/disabilitybenefitssingleassessment.html","Disability Benefits (Single Assessment)","2006-2007","Jeremy Hunt","Disability Benefits (Single Assessment)"
"http://data.parliament.uk/resources/392257","Ten Minute Rule","2007-10-22","drugsreclassificationandroadsidetesting.html","http://services.parliament.uk/bills/drugsreclassificationandroadsidetesting.html","Drugs (Reclassification and Roadside Testing)","2006-2007","Mr Christopher Chope","Drugs (Reclassification and Roadside Testing)"
"http://data.parliament.uk/resources/392258","HoL Private","2007-10-22","palliativecarehl.html","http://services.parliament.uk/bills/palliativecarehl.html","Palliative Care [HL]","2006-2007","Baroness Finlay of Llandaff","Palliative Care [HL]"
"http://data.parliament.uk/resources/392269","Ten Minute Rule","2007-10-22","flexibleworking.html","http://services.parliament.uk/bills/flexibleworking.html","Flexible Working","2006-2007","Lorely Burt","Flexible Working"
"http://data.parliament.uk/resources/392289","Ten Minute Rule","2007-10-22","housesinmultipleoccupation.html","http://services.parliament.uk/bills/housesinmultipleoccupation.html","Houses in Multiple Occupation","2006-2007","Dr Whitehead","Houses in Multiple Occupation"
"http://data.parliament.uk/resources/392301","Government","2007-10-22","consolidatedfund.html","http://services.parliament.uk/bills/consolidatedfund.html","Consolidated Fund","2006-2007","Baroness Amos","Consolidated Fund"
"http://data.parliament.uk/resources/392301","Government","2007-10-22","consolidatedfund.html","http://services.parliament.uk/bills/consolidatedfund.html","Consolidated Fund","2006-2007","John Healey","Consolidated Fund"
"http://data.parliament.uk/resources/392304","Government","2007-10-22","consolidatedfundappropriationno2.html","http://services.parliament.uk/bills/consolidatedfundappropriationno2.html","Consolidated Fund (Appropriation) (No.2)","2006-2007","Jane Kennedy","Consolidated Fund (Appropriation) (No.2)"
