"uri","bill type","date","home page","home page > uri","label","session > display name","sponsors > sponsor printed","title"
"http://data.parliament.uk/resources/393255","Ballot","2014-02-03","europeanunionreferendum.html","http://services.parliament.uk/bills/europeanunionreferendum.html","European Union (Referendum)","2013-2014","James Wharton","European Union (Referendum)"
"http://data.parliament.uk/resources/393255","Ballot","2014-02-03","europeanunionreferendum.html","http://services.parliament.uk/bills/europeanunionreferendum.html","European Union (Referendum)","2013-2014","Lord Dobbs","European Union (Referendum)"
"http://data.parliament.uk/resources/393224","Government","2014-01-31","mesothelioma.html","http://services.parliament.uk/bills/mesothelioma.html","Mesothelioma","2013-2014","Iain Duncan Smith","Mesothelioma"
"http://data.parliament.uk/resources/393224","Government","2014-01-31","mesothelioma.html","http://services.parliament.uk/bills/mesothelioma.html","Mesothelioma","2013-2014","Lord Freud","Mesothelioma"
"http://data.parliament.uk/resources/393225","Government","2014-01-31","localauditandaccountability.html","http://services.parliament.uk/bills/localauditandaccountability.html","Local Audit and Accountability","2013-2014","Baroness Hanham","Local Audit and Accountability"
"http://data.parliament.uk/resources/393225","Government","2014-01-31","localauditandaccountability.html","http://services.parliament.uk/bills/localauditandaccountability.html","Local Audit and Accountability","2013-2014","Mr Eric Pickles","Local Audit and Accountability"
"http://data.parliament.uk/resources/393333","Government","2014-01-31","europeanunionapprovals.html","http://services.parliament.uk/bills/europeanunionapprovals.html","European Union (Approvals)","2013-2014","Lord Gardiner of Kimble","European Union (Approvals)"
"http://data.parliament.uk/resources/393333","Government","2014-01-31","europeanunionapprovals.html","http://services.parliament.uk/bills/europeanunionapprovals.html","European Union (Approvals)","2013-2014","Maria Miller","European Union (Approvals)"
"http://data.parliament.uk/resources/393335","Government","2014-01-31","transparencyoflobbyingnonpartycampaigningandtradeunionadministration.html","http://services.parliament.uk/bills/transparencyoflobbyingnonpartycampaigningandtradeunionadministration.html","Transparency of Lobbying, Non-party Campaigning and Trade Union Administration","2013-2014","Lord Wallace of Tankerness","Transparency of Lobbying, Non-party Campaigning and Trade Union Administration"
"http://data.parliament.uk/resources/393335","Government","2014-01-31","transparencyoflobbyingnonpartycampaigningandtradeunionadministration.html","http://services.parliament.uk/bills/transparencyoflobbyingnonpartycampaigningandtradeunionadministration.html","Transparency of Lobbying, Non-party Campaigning and Trade Union Administration","2013-2014","Mr Andrew Lansley","Transparency of Lobbying, Non-party Campaigning and Trade Union Administration"
"http://data.parliament.uk/resources/393391","HoL Private","2014-01-30","scottishreferendumconsultation.html","http://services.parliament.uk/bills/scottishreferendumconsultation.html","Scottish Referendum (Consultation)","2013-2014","Lord Selsdon","Scottish Referendum (Consultation)"
"http://data.parliament.uk/resources/393384","HoL Private","2014-01-29","mesotheliomaamendment.html","http://services.parliament.uk/bills/mesotheliomaamendment.html","Mesothelioma (Amendment)","2013-2014","Lord Alton of Liverpool","Mesothelioma (Amendment)"
"http://data.parliament.uk/resources/393240","HoL Private","2014-01-13","rightsofthesovereignandtheduchyofcornwall.html","http://services.parliament.uk/bills/rightsofthesovereignandtheduchyofcornwall.html","Rights of the Sovereign and the Duchy of Cornwall","2013-2014","Lord Berkeley","Rights of the Sovereign and the Duchy of Cornwall"
"http://data.parliament.uk/resources/392882","Private","2013-12-19","cityoflondonvariouspowershl.html","http://services.parliament.uk/bills/cityoflondonvariouspowershl.html","City of London (Various Powers)","2010-2012",,"City of London (Various Powers)"
"http://data.parliament.uk/resources/392882","Private","2013-12-19","cityoflondonvariouspowershl.html","http://services.parliament.uk/bills/cityoflondonvariouspowershl.html","City of London (Various Powers)","2012-2013",,"City of London (Various Powers)"
"http://data.parliament.uk/resources/392882","Private","2013-12-19","cityoflondonvariouspowershl.html","http://services.parliament.uk/bills/cityoflondonvariouspowershl.html","City of London (Various Powers)","2013-2014",,"City of London (Various Powers)"
"http://data.parliament.uk/resources/393170","Government","2013-12-19","energy.html","http://services.parliament.uk/bills/energy.html","Energy","2012-2013","Baroness Verma","Energy"
"http://data.parliament.uk/resources/393170","Government","2013-12-19","energy.html","http://services.parliament.uk/bills/energy.html","Energy","2013-2014","Mr Edward Davey","Energy"
"http://data.parliament.uk/resources/393198","Government","2013-12-19","financialservicesbankingreform.html","http://services.parliament.uk/bills/financialservicesbankingreform.html","Financial Services (Banking Reform)","2012-2013","Lord Deighton","Financial Services (Banking Reform)"
"http://data.parliament.uk/resources/393198","Government","2013-12-19","financialservicesbankingreform.html","http://services.parliament.uk/bills/financialservicesbankingreform.html","Financial Services (Banking Reform)","2013-2014","Mr George Osborne","Financial Services (Banking Reform)"
"http://data.parliament.uk/resources/393243","HoL Private","2013-12-18","unsolicitedtelephonecommunications.html","http://services.parliament.uk/bills/unsolicitedtelephonecommunications.html","Unsolicited Telephone Communications","2013-2014","Lord Selsdon","Unsolicited Telephone Communications"
"http://data.parliament.uk/resources/393237","HoL Private","2013-12-09","equalitytitles.html","http://services.parliament.uk/bills/equalitytitles.html","Equality (Titles)","2013-2014","Lord Lucas","Equality (Titles)"
"http://data.parliament.uk/resources/393244","HoL Private","2013-12-09","onlinesafety.html","http://services.parliament.uk/bills/onlinesafety.html","Online Safety","2013-2014","Baroness Howe of Idlicote","Online Safety"
"http://data.parliament.uk/resources/393241","HoL Private","2013-12-03","healthandsocialcareamendmentfoodstandards.html","http://services.parliament.uk/bills/healthandsocialcareamendmentfoodstandards.html","Health and Social Care (Amendment) (Food Standards)","2013-2014","Baroness Cumberlege","Health and Social Care (Amendment) (Food Standards)"
"http://data.parliament.uk/resources/393235","Government","2013-11-22","highspeedrailpreparation.html","http://services.parliament.uk/bills/highspeedrailpreparation.html","High Speed Rail (Preparation)","2013-2014","Baroness Kramer","High Speed Rail (Preparation)"
"http://data.parliament.uk/resources/393235","Government","2013-11-22","highspeedrailpreparation.html","http://services.parliament.uk/bills/highspeedrailpreparation.html","High Speed Rail (Preparation)","2013-2014","Patrick McLoughlin","High Speed Rail (Preparation)"
"http://data.parliament.uk/resources/393159","Government","2013-11-12","partnershipsprosecutionscotland.html","http://services.parliament.uk/bills/partnershipsprosecutionscotland.html","Partnerships (Prosecution) (Scotland)","2012-2013","David Mundell","Partnerships (Prosecution) (Scotland)"
"http://data.parliament.uk/resources/393159","Government","2013-11-12","partnershipsprosecutionscotland.html","http://services.parliament.uk/bills/partnershipsprosecutionscotland.html","Partnerships (Prosecution) (Scotland)","2012-2013","Lord Wallace of Tankerness","Partnerships (Prosecution) (Scotland)"
"http://data.parliament.uk/resources/393242","HoL Private","2013-11-11","ageofcriminalresponsibility.html","http://services.parliament.uk/bills/ageofcriminalresponsibility.html","Age of Criminal Responsibility","2013-2014","Lord Dholakia","Age of Criminal Responsibility"
"http://data.parliament.uk/resources/393231","HoL Private","2013-10-28","votingagecomprehensivereduction.html","http://services.parliament.uk/bills/votingagecomprehensivereduction.html","Voting Age (Comprehensive Reduction)","2013-2014","Lord Tyler","Voting Age (Comprehensive Reduction)"
"http://data.parliament.uk/resources/393238","HoL Private","2013-10-28","medicinallabelling.html","http://services.parliament.uk/bills/medicinallabelling.html","Medicinal Labelling","2013-2014","Lord Winston","Medicinal Labelling"
"http://data.parliament.uk/resources/392504","Private","2013-10-22","cityofwestminsterhl.html","http://services.parliament.uk/bills/cityofwestminsterhl.html","City of Westminster","2008-2009","Westminster City Council","City of Westminster"
"http://data.parliament.uk/resources/392504","Private","2013-10-22","cityofwestminsterhl.html","http://services.parliament.uk/bills/cityofwestminsterhl.html","City of Westminster","2009-2010","Westminster City Council","City of Westminster"
"http://data.parliament.uk/resources/392504","Private","2013-10-22","cityofwestminsterhl.html","http://services.parliament.uk/bills/cityofwestminsterhl.html","City of Westminster","2010-2012","Westminster City Council","City of Westminster"
"http://data.parliament.uk/resources/392504","Private","2013-10-22","cityofwestminsterhl.html","http://services.parliament.uk/bills/cityofwestminsterhl.html","City of Westminster","2012-2013","Westminster City Council","City of Westminster"
"http://data.parliament.uk/resources/393351","HoL Private","2013-10-11","defamationparliamentaryproceedingsamendment.html","http://services.parliament.uk/bills/defamationparliamentaryproceedingsamendment.html","Defamation (Parliamentary Proceedings) (Amendment)","2013-2014","Lord Lester of Herne Hill","Defamation (Parliamentary Proceedings) (Amendment)"
"http://data.parliament.uk/resources/393348","HoL Private","2013-10-10","cohabitationrights.html","http://services.parliament.uk/bills/cohabitationrights.html","Cohabitation Rights","2013-2014","Lord Marks of Henley-on-Thames","Cohabitation Rights"
"http://data.parliament.uk/resources/393341","HoL Private","2013-07-31","bbctrusteeelectionandlicencefee.html","http://services.parliament.uk/bills/bbctrusteeelectionandlicencefee.html","BBC (Trustee Election and Licence Fee)","2013-2014","Lord Pearson of Rannoch","BBC (Trustee Election and Licence Fee)"
"http://data.parliament.uk/resources/393339","HoL Private","2013-07-23","mutualsredeemableshares.html","http://services.parliament.uk/bills/mutualsredeemableshares.html","Mutuals’ Redeemable Shares","2013-2014","Lord Naseby","Mutuals’ Redeemable Shares"
"http://data.parliament.uk/resources/393229","HoL Private","2013-07-22","litteringfromvehicles.html","http://services.parliament.uk/bills/litteringfromvehicles.html","Littering from Vehicles","2013-2014","Lord Marlesford","Littering from Vehicles"
"http://data.parliament.uk/resources/393236","HoL Private","2013-07-22","cleanneighbourhoodsandenvironmentamendment.html","http://services.parliament.uk/bills/cleanneighbourhoodsandenvironmentamendment.html","Clean Neighbourhoods and Environment (Amendment)","2013-2014","Lord Selsdon","Clean Neighbourhoods and Environment (Amendment)"
"http://data.parliament.uk/resources/393194","Government","2013-07-18","marriagesamesexcouplesbill.html","http://services.parliament.uk/bills/marriagesamesexcouplesbill.html","Marriage (Same Sex Couples)","2012-2013","Baroness Stowell of Beeston","Marriage (Same Sex Couples)"
"http://data.parliament.uk/resources/393194","Government","2013-07-18","marriagesamesexcouplesbill.html","http://services.parliament.uk/bills/marriagesamesexcouplesbill.html","Marriage (Same Sex Couples)","2013-2014","Maria Miller","Marriage (Same Sex Couples)"
"http://data.parliament.uk/resources/393216","Government","2013-07-18","financeno2.html","http://services.parliament.uk/bills/financeno2.html","Finance","2012-2013","Lord Deighton","Finance"
"http://data.parliament.uk/resources/393216","Government","2013-07-18","financeno2.html","http://services.parliament.uk/bills/financeno2.html","Finance","2013-2014","Mr David Gauke","Finance"
"http://data.parliament.uk/resources/393327","Government","2013-07-18","supplyandappropriationmainestimates.html","http://services.parliament.uk/bills/supplyandappropriationmainestimates.html","Supply and Appropriation (Main Estimates)","2013-2014","Greg Clark","Supply and Appropriation (Main Estimates)"
"http://data.parliament.uk/resources/393327","Government","2013-07-18","supplyandappropriationmainestimates.html","http://services.parliament.uk/bills/supplyandappropriationmainestimates.html","Supply and Appropriation (Main Estimates)","2013-2014","Lord Deighton","Supply and Appropriation (Main Estimates)"
"http://data.parliament.uk/resources/393228","HoL Private","2013-07-08","culturalandcommunitydistributionderegulation.html","http://services.parliament.uk/bills/culturalandcommunitydistributionderegulation.html","Cultural and Community Distribution Deregulation","2013-2014","Lord Clement-Jones","Cultural and Community Distribution Deregulation"
"http://data.parliament.uk/resources/393254","HoL Private","2013-06-11","immigrationact1971amendment.html","http://services.parliament.uk/bills/immigrationact1971amendment.html","Immigration Act 1971 (Amendment)","2013-2014","Lord Roberts of Llandudno","Immigration Act 1971 (Amendment)"
"http://data.parliament.uk/resources/393253","HoL Private","2013-05-21","equalityact2010amendment.html","http://services.parliament.uk/bills/equalityact2010amendment.html","Equality Act 2010 (Amendment)","2013-2014","Lord Blencathra","Equality Act 2010 (Amendment)"
"http://data.parliament.uk/resources/393251","HoL Private","2013-05-17","nationalhealthserviceamendeddutiesandpowers.html","http://services.parliament.uk/bills/nationalhealthserviceamendeddutiesandpowers.html","National Health Service (Amended Duties and Powers)","2013-2014","Lord Owen","National Health Service (Amended Duties and Powers)"
"http://data.parliament.uk/resources/393252","HoL Private","2013-05-17","marriageapprovedorganisations.html","http://services.parliament.uk/bills/marriageapprovedorganisations.html","Marriage (Approved Organisations)","2013-2014","Lord Harrison","Marriage (Approved Organisations)"
"http://data.parliament.uk/resources/393246","HoL Private","2013-05-16","medicalinnovation.html","http://services.parliament.uk/bills/medicalinnovation.html","Medical Innovation","2013-2014","Lord Saatchi","Medical Innovation"
"http://data.parliament.uk/resources/393247","HoL Private","2013-05-16","socialcareportability.html","http://services.parliament.uk/bills/socialcareportability.html","Social Care Portability","2013-2014","Baroness Campbell of Surbiton","Social Care Portability"
"http://data.parliament.uk/resources/393248","HoL Private","2013-05-16","houseoflordsreform.html","http://services.parliament.uk/bills/houseoflordsreform.html","House of Lords Reform","2013-2014","Baroness Hayman","House of Lords Reform"
"http://data.parliament.uk/resources/393249","HoL Private","2013-05-16","assisteddying.html","http://services.parliament.uk/bills/assisteddying.html","Assisted Dying","2013-2014","Lord Falconer of Thoroton","Assisted Dying"
"http://data.parliament.uk/resources/393250","HoL Private","2013-05-16","europeanunionwithdrawal.html","http://services.parliament.uk/bills/europeanunionwithdrawal.html","European Union (Withdrawal)","2013-2014","Lord Pearson of Rannoch","European Union (Withdrawal)"
"http://data.parliament.uk/resources/393239","HoL Private","2013-05-14","firearmsamendment.html","http://services.parliament.uk/bills/firearmsamendment.html","Firearms (Amendment)","2013-2014","Lord Faulkner of Worcester","Firearms (Amendment)"
"http://data.parliament.uk/resources/393061","HoL Private","2013-04-30","inheritancecohabitants.html","http://services.parliament.uk/bills/inheritancecohabitants.html","Inheritance (Cohabitants)","2012-2013","Lord Lester of Herne Hill","Inheritance (Cohabitants)"
"http://data.parliament.uk/resources/393062","HoL Private","2013-04-30","companyremuneration.html","http://services.parliament.uk/bills/companyremuneration.html","Company Remuneration","2012-2013","Lord Gavron","Company Remuneration"
"http://data.parliament.uk/resources/393063","HoL Private","2013-04-30","arbitrationandmediationservicesequality.html","http://services.parliament.uk/bills/arbitrationandmediationservicesequality.html","Arbitration and Mediation Services (Equality)","2012-2013","Baroness Cox","Arbitration and Mediation Services (Equality)"
"http://data.parliament.uk/resources/393064","HoL Private","2013-04-30","onlinesafety.html","http://services.parliament.uk/bills/onlinesafety.html","Online Safety","2012-2013","Baroness Howe of Idlicote","Online Safety"
"http://data.parliament.uk/resources/393067","HoL Private","2013-04-30","airportsamendment.html","http://services.parliament.uk/bills/airportsamendment.html","Airports (Amendment)","2012-2013","Lord Empey","Airports (Amendment)"
"http://data.parliament.uk/resources/393068","HoL Private","2013-04-30","windturbinesminimumdistancefromresidentialpremises.html","http://services.parliament.uk/bills/windturbinesminimumdistancefromresidentialpremises.html","Wind Turbines (Minimum Distance from Residential Premises)","2012-2013","Lord Reay","Wind Turbines (Minimum Distance from Residential Premises)"
"http://data.parliament.uk/resources/393069","HoL Private","2013-04-30","presumptionofdeathandprovisionsrelatingtomissingpersons.html","http://services.parliament.uk/bills/presumptionofdeathandprovisionsrelatingtomissingpersons.html","Presumption of Death and Provisions Relating to Missing Persons","2012-2013","Baroness Kramer","Presumption of Death and Provisions Relating to Missing Persons"
"http://data.parliament.uk/resources/393070","HoL Private","2013-04-30","mentalhealthdiscrimination.html","http://services.parliament.uk/bills/mentalhealthdiscrimination.html","Mental Health (Discrimination)","2012-2013","Lord Stevenson of Coddenham","Mental Health (Discrimination)"
"http://data.parliament.uk/resources/393071","HoL Private","2013-04-30","marinenavigation.html","http://services.parliament.uk/bills/marinenavigation.html","Marine Navigation","2012-2013","Lord Berkeley","Marine Navigation"
"http://data.parliament.uk/resources/393072","HoL Private","2013-04-30","humantraffickingandexploitationfurtherprovisionsandsupportforvictims.html","http://services.parliament.uk/bills/humantraffickingandexploitationfurtherprovisionsandsupportforvictims.html","Human Trafficking and Exploitation (Further Provisions and Support for Victims)","2012-2013","Lord McColl of Dulwich","Human Trafficking and Exploitation (Further Provisions and Support for Victims)"
"http://data.parliament.uk/resources/393073","HoL Private","2013-04-30","extensionoffranchisehouseoflords.html","http://services.parliament.uk/bills/extensionoffranchisehouseoflords.html","Extension of Franchise (House of Lords)","2012-2013","Lord Dubs","Extension of Franchise (House of Lords)"
"http://data.parliament.uk/resources/393074","HoL Private","2013-04-30","marriageapprovedorganisations.html","http://services.parliament.uk/bills/marriageapprovedorganisations.html","Marriage (Approved Organisations)","2012-2013","Lord Harrison","Marriage (Approved Organisations)"
"http://data.parliament.uk/resources/393075","HoL Private","2013-04-30","interceptionofcommunicationsadmissibilityofevidence.html","http://services.parliament.uk/bills/interceptionofcommunicationsadmissibilityofevidence.html","Interception of Communications (Admissibility of evidence)","2012-2013","Lord Lloyd of Berwick","Interception of Communications (Admissibility of evidence)"
"http://data.parliament.uk/resources/393077","HoL Private","2013-04-30","contaminatedbloodsupportforinfectedandbereavedpersons.html","http://services.parliament.uk/bills/contaminatedbloodsupportforinfectedandbereavedpersons.html","Contaminated Blood (Support for Infected and Bereaved Persons)","2012-2013","Lord Morris of Manchester","Contaminated Blood (Support for Infected and Bereaved Persons)"
"http://data.parliament.uk/resources/393079","HoL Private","2013-04-30","highereducationfees.html","http://services.parliament.uk/bills/highereducationfees.html","Higher Education (Fees)","2012-2013","Lord Forsyth of Drumlean","Higher Education (Fees)"
"http://data.parliament.uk/resources/393080","HoL Private","2013-04-30","electricpersonalvehiclesuseonhighways.html","http://services.parliament.uk/bills/electricpersonalvehiclesuseonhighways.html","Electric Personal Vehicles (Use on Highways)","2012-2013","Lord McColl of Dulwich","Electric Personal Vehicles (Use on Highways)"
"http://data.parliament.uk/resources/393083","HoL Private","2013-04-30","referendumeuropeanunion.html","http://services.parliament.uk/bills/referendumeuropeanunion.html","Referendum (European Union)","2012-2013","Lord Willoughby de Broke","Referendum (European Union)"
"http://data.parliament.uk/resources/393084","HoL Private","2013-04-30","hereditarypeeragessuccession.html","http://services.parliament.uk/bills/hereditarypeeragessuccession.html","Hereditary Peerages (Succession)","2012-2013","Lord Lucas","Hereditary Peerages (Succession)"
"http://data.parliament.uk/resources/393085","HoL Private","2013-04-30","membershipofthehouseoflordselections.html","http://services.parliament.uk/bills/membershipofthehouseoflordselections.html","Membership of the House of Lords (Elections)","2012-2013","Lord Selsdon","Membership of the House of Lords (Elections)"
"http://data.parliament.uk/resources/393086","HoL Private","2013-04-30","europeanparliamentaryelections.html","http://services.parliament.uk/bills/europeanparliamentaryelections.html","European Parliamentary Elections","2012-2013","Lord Teverson","European Parliamentary Elections"
"http://data.parliament.uk/resources/393128","HoL Private","2013-04-30","socialcareportability.html","http://services.parliament.uk/bills/socialcareportability.html","Social Care Portability","2012-2013","Baroness Campbell of Surbiton","Social Care Portability"
"http://data.parliament.uk/resources/393138","HoL Private","2013-04-30","litteringfromvehicles.html","http://services.parliament.uk/bills/litteringfromvehicles.html","Littering from Vehicles","2012-2013","Lord Marlesford","Littering from Vehicles"
"http://data.parliament.uk/resources/393139","HoL Private","2013-04-30","alanturingstatutorypardon.html","http://services.parliament.uk/bills/alanturingstatutorypardon.html","Alan Turing (Statutory Pardon)","2012-2013","Lord Sharkey","Alan Turing (Statutory Pardon)"
"http://data.parliament.uk/resources/393152","HoL Private","2013-04-30","votingagecomprehensivereduction.html","http://services.parliament.uk/bills/votingagecomprehensivereduction.html","Voting Age (Comprehensive Reduction)","2012-2013","Lord Tyler","Voting Age (Comprehensive Reduction)"
"http://data.parliament.uk/resources/393173","HoL Private","2013-04-30","medicalinnovation.html","http://services.parliament.uk/bills/medicalinnovation.html","Medical Innovation","2012-2013","Lord Saatchi","Medical Innovation"
"http://data.parliament.uk/resources/393175","HoL Private","2013-04-30","independentpresscouncil.html","http://services.parliament.uk/bills/independentpresscouncil.html","Independent Press Council","2012-2013","Lord Lester of Herne Hill","Independent Press Council"
"http://data.parliament.uk/resources/393182","HoL Private","2013-04-30","bbctrustchairmanelection.html","http://services.parliament.uk/bills/bbctrustchairmanelection.html","BBC Trust Chairman (Election)","2012-2013","Lord Bates","BBC Trust Chairman (Election)"
"http://data.parliament.uk/resources/393189","HoL Private","2013-04-30","ageofcriminalresponsibility.html","http://services.parliament.uk/bills/ageofcriminalresponsibility.html","Age of Criminal Responsibility","2012-2013","Lord Dholakia","Age of Criminal Responsibility"
"http://data.parliament.uk/resources/393195","HoL Private","2013-04-30","nationalhealthserviceamendeddutiesandpowers.html","http://services.parliament.uk/bills/nationalhealthserviceamendeddutiesandpowers.html","National Health Service (Amended Duties and Powers)","2012-2013","Lord Owen","National Health Service (Amended Duties and Powers)"
"http://data.parliament.uk/resources/393057","Government","2013-04-29","defamation.html","http://services.parliament.uk/bills/defamation.html","Defamation","2012-2013","Lord McNally","Defamation"
"http://data.parliament.uk/resources/393057","Government","2013-04-29","defamation.html","http://services.parliament.uk/bills/defamation.html","Defamation","2012-2013","Mr Kenneth Clarke","Defamation"
"http://data.parliament.uk/resources/393058","Government","2013-04-29","groceriescodeadjudicator.html","http://services.parliament.uk/bills/groceriescodeadjudicator.html","Groceries Code Adjudicator","2012-2013","Baroness Wilcox","Groceries Code Adjudicator"
"http://data.parliament.uk/resources/393058","Government","2013-04-29","groceriescodeadjudicator.html","http://services.parliament.uk/bills/groceriescodeadjudicator.html","Groceries Code Adjudicator","2012-2013","Norman Lamb","Groceries Code Adjudicator"
"http://data.parliament.uk/resources/393060","Government","2013-04-29","crimeandcourts.html","http://services.parliament.uk/bills/crimeandcourts.html","Crime and Courts","2012-2013","Lord Taylor of Holbeach","Crime and Courts"
"http://data.parliament.uk/resources/393060","Government","2013-04-29","crimeandcourts.html","http://services.parliament.uk/bills/crimeandcourts.html","Crime and Courts","2012-2013","Mrs Theresa May","Crime and Courts"
"http://data.parliament.uk/resources/393081","Government","2013-04-29","enterpriseandregulatoryreform.html","http://services.parliament.uk/bills/enterpriseandregulatoryreform.html","Enterprise and Regulatory Reform","2012-2013","Vince Cable","Enterprise and Regulatory Reform"
"http://data.parliament.uk/resources/393081","Government","2013-04-29","enterpriseandregulatoryreform.html","http://services.parliament.uk/bills/enterpriseandregulatoryreform.html","Enterprise and Regulatory Reform","2012-2013","Viscount Younger of Leckie","Enterprise and Regulatory Reform"
"http://data.parliament.uk/resources/393082","Government","2013-04-29","justiceandsecurity.html","http://services.parliament.uk/bills/justiceandsecurity.html","Justice and Security","2012-2013","Lord Wallace of Tankerness","Justice and Security"
"http://data.parliament.uk/resources/393082","Government","2013-04-29","justiceandsecurity.html","http://services.parliament.uk/bills/justiceandsecurity.html","Justice and Security","2012-2013","Mr Kenneth Clarke","Justice and Security"
"http://data.parliament.uk/resources/393107","Ballot","2013-04-29","marinenavigationno2.html","http://services.parliament.uk/bills/marinenavigationno2.html","Marine Navigation (No. 2)","2012-2013","Baroness Wilcox","Marine Navigation (No. 2)"
"http://data.parliament.uk/resources/393107","Ballot","2013-04-29","marinenavigationno2.html","http://services.parliament.uk/bills/marinenavigationno2.html","Marine Navigation (No. 2)","2012-2013","Sheryll Murray","Marine Navigation (No. 2)"
"http://data.parliament.uk/resources/393145","Government","2013-04-29","publicservicepensions.html","http://services.parliament.uk/bills/publicservicepensions.html","Public Service Pensions","2012-2013","Lord Newby","Public Service Pensions"
"http://data.parliament.uk/resources/393145","Government","2013-04-29","publicservicepensions.html","http://services.parliament.uk/bills/publicservicepensions.html","Public Service Pensions","2012-2013","Mr George Osborne","Public Service Pensions"
"http://data.parliament.uk/resources/393151","Government","2013-04-29","growthandinfrastructure.html","http://services.parliament.uk/bills/growthandinfrastructure.html","Growth and Infrastructure","2012-2013","Baroness Hanham","Growth and Infrastructure"
"http://data.parliament.uk/resources/393151","Government","2013-04-29","growthandinfrastructure.html","http://services.parliament.uk/bills/growthandinfrastructure.html","Growth and Infrastructure","2012-2013","Eric Pickles","Growth and Infrastructure"
"http://data.parliament.uk/resources/393181","Government","2013-04-29","successiontothecrown.html","http://services.parliament.uk/bills/successiontothecrown.html","Succession to the Crown","2012-2013","Lord Wallace of Tankerness","Succession to the Crown"
"http://data.parliament.uk/resources/393181","Government","2013-04-29","successiontothecrown.html","http://services.parliament.uk/bills/successiontothecrown.html","Succession to the Crown","2012-2013","Mr Nick Clegg","Succession to the Crown"
"http://data.parliament.uk/resources/393087","Ballot","2013-04-26","bankofenglandappointmentofgovernor.html","http://services.parliament.uk/bills/bankofenglandappointmentofgovernor.html","Bank of England (Appointment of Governor)","2012-2013","John McDonnell","Bank of England (Appointment of Governor)"
"http://data.parliament.uk/resources/393094","Ballot","2013-04-26","winterfuelallowancepaymentsoffgasgridclaimants.html","http://services.parliament.uk/bills/winterfuelallowancepaymentsoffgasgridclaimants.html","Winter Fuel Allowance Payments (Off Gas Grid Claimants)","2012-2013","Mr Mike Weir","Winter Fuel Allowance Payments (Off Gas Grid Claimants)"
"http://data.parliament.uk/resources/393096","Ballot","2013-04-26","generalantitaxavoidanceprinciple.html","http://services.parliament.uk/bills/generalantitaxavoidanceprinciple.html","General Anti Tax-Avoidance Principle","2012-2013","Mr Michael Meacher","General Anti Tax-Avoidance Principle"
"http://data.parliament.uk/resources/393097","Ballot","2013-04-26","europeancommunitiesact1972repeal.html","http://services.parliament.uk/bills/europeancommunitiesact1972repeal.html","European Communities Act 1972 (Repeal)","2012-2013","Mr Douglas Carswell","European Communities Act 1972 (Repeal)"
"http://data.parliament.uk/resources/393098","Ballot","2013-04-26","socialcarelocalsufficiencyandidentificationofcarers.html","http://services.parliament.uk/bills/socialcarelocalsufficiencyandidentificationofcarers.html","Social Care (Local Sufficiency) and Identification of Carers","2012-2013","Barbara Keeley","Social Care (Local Sufficiency) and Identification of Carers"
"http://data.parliament.uk/resources/393103","Ballot","2013-04-26","internationaldevelopmentofficialdevelopmentassistancetarget.html","http://services.parliament.uk/bills/internationaldevelopmentofficialdevelopmentassistancetarget.html","International Development (Official Development Assistance Target)","2012-2013","Mark Hendrick","International Development (Official Development Assistance Target)"
"http://data.parliament.uk/resources/393105","Ballot","2013-04-26","transparencyinukcompanysupplychainseradicationofslavery.html","http://services.parliament.uk/bills/transparencyinukcompanysupplychainseradicationofslavery.html","Transparency in UK Company Supply Chains (Eradication of Slavery)","2012-2013","Michael Connarty","Transparency in UK Company Supply Chains (Eradication of Slavery)"
"http://data.parliament.uk/resources/393108","Presentation","2013-04-26","publicdebtmanagement.html","http://services.parliament.uk/bills/publicdebtmanagement.html","Public Debt Management","2012-2013","Ben Gummer","Public Debt Management"
"http://data.parliament.uk/resources/393113","Presentation","2013-04-26","energycompaniesminimumtariffs.html","http://services.parliament.uk/bills/energycompaniesminimumtariffs.html","Energy Companies (Minimum Tariffs)","2012-2013","Thomas Docherty","Energy Companies (Minimum Tariffs)"
"http://data.parliament.uk/resources/393114","Presentation","2013-04-26","financialliteracycurriculum.html","http://services.parliament.uk/bills/financialliteracycurriculum.html","Financial Literacy (Curriculum)","2012-2013","Thomas Docherty","Financial Literacy (Curriculum)"
"http://data.parliament.uk/resources/393116","Presentation","2013-04-26","watercompaniessocialtariffs.html","http://services.parliament.uk/bills/watercompaniessocialtariffs.html","Water Companies (Social Tariffs)","2012-2013","Thomas Docherty","Water Companies (Social Tariffs)"
"http://data.parliament.uk/resources/393117","Presentation","2013-04-26","watercompaniesminimumtariffs.html","http://services.parliament.uk/bills/watercompaniesminimumtariffs.html","Water Companies (Minimum Tariffs)","2012-2013","Thomas Docherty","Water Companies (Minimum Tariffs)"
"http://data.parliament.uk/resources/393120","Presentation","2013-04-26","executivepayandremuneration.html","http://services.parliament.uk/bills/executivepayandremuneration.html","Executive Pay and Remuneration","2012-2013","Thomas Docherty","Executive Pay and Remuneration"
"http://data.parliament.uk/resources/393121","Presentation","2013-04-26","traincompaniesminimumfares.html","http://services.parliament.uk/bills/traincompaniesminimumfares.html","Train Companies (Minimum Fares)","2012-2013","Thomas Docherty","Train Companies (Minimum Fares)"
"http://data.parliament.uk/resources/393123","Presentation","2013-04-26","offshoregambling.html","http://services.parliament.uk/bills/offshoregambling.html","Offshore Gambling","2012-2013","Matthew Hancock","Offshore Gambling"
