"uri","bill type","date","home page","home page > uri","identifier","label","session > display name","sponsors > sponsor printed","title"
"http://data.parliament.uk/resources/479341","Ten Minute Rule","2016-04-22","multinationalenterprisesfinancialtransparency.html","http://services.parliament.uk/bills/2015-16/multinationalenterprisesfinancialtransparency.html","1757","Multinational Enterprises (Financial Transparency)","2015-2016","Caroline Flint","Multinational Enterprises (Financial Transparency) Bill"
"http://data.parliament.uk/resources/488031","Ten Minute Rule","2016-04-22","cannabislegalisationandregulation.html","http://services.parliament.uk/bills/2015-16/cannabislegalisationandregulation.html","1761","Cannabis (Legalisation and Regulation)","2015-2016","Norman Lamb","Cannabis (Legalisation and Regulation) Bill"
"http://data.parliament.uk/resources/512699","Ten Minute Rule","2016-04-22","eventsandfestivalscontrolofflaresfireworksandsmokebombsetc.html","http://services.parliament.uk/bills/2015-16/eventsandfestivalscontrolofflaresfireworksandsmokebombsetc.html","1762","Events and Festivals (Control of Flares, Fireworks and Smoke Bombs Etc)","2015-2016","Nigel Adams","Events and Festivals (Control of Flares, Fireworks and Smoke Bombs Etc) Bill"
"http://data.parliament.uk/resources/513141","Ten Minute Rule","2016-04-22","improvementofrailpassengerservicesuseofdisruptionpayments.html","http://services.parliament.uk/bills/2015-16/improvementofrailpassengerservicesuseofdisruptionpayments.html","1763","Improvement of Rail Passenger Services (Use of Disruption Payments)","2015-2016","Joan Ryan","Improvement of Rail Passenger Services (Use of Disruption Payments) Bill"
"http://data.parliament.uk/resources/393667","Ballot","2016-04-15","hospitalparkingchargesexemptionforcarers.html","http://services.parliament.uk/bills/2015-16/hospitalparkingchargesexemptionforcarers.html","1634","Hospital Parking Charges (Exemption for Carers)","2015-2016","Julie Cooper","Hospital Parking Charges (Exemption for Carers) Bill"
"http://data.parliament.uk/resources/393669","Ballot","2016-04-15","compulsoryemergencyfirstaideducationstatefundedsecondaryschools.html","http://services.parliament.uk/bills/2015-16/compulsoryemergencyfirstaideducationstatefundedsecondaryschools.html","1636","Compulsory Emergency First Aid Education (State-funded Secondary Schools)","2015-2016","Teresa Pearce","Compulsory Emergency First Aid Education (State-funded Secondary Schools) Bill"
"http://data.parliament.uk/resources/393671","Ballot","2016-04-15","offpatentdrugs.html","http://services.parliament.uk/bills/2015-16/offpatentdrugs.html","1638","Off-patent Drugs","2015-2016","Nick Thomas-Symonds","Off-patent Drugs Bill"
"http://data.parliament.uk/resources/393682","Ballot","2016-04-15","healthandsafetyexecutivepowers.html","http://services.parliament.uk/bills/2015-16/healthandsafetyexecutivepowers.html","1649","Health and Safety Executive (Powers)","2015-2016","James Cleverly","Health and Safety Executive (Powers) Bill"
"http://data.parliament.uk/resources/393683","Ballot","2016-04-15","assessmentofgovernmentpoliciesimpactonfamilies.html","http://services.parliament.uk/bills/2015-16/assessmentofgovernmentpoliciesimpactonfamilies.html","1650","Assessment of Government Policies (Impact on Families)","2015-2016","Caroline Ansell","Assessment of Government Policies (Impact on Families) Bill"
"http://data.parliament.uk/resources/393685","Presentation","2016-04-15","localareareferendumdisposalofschoolplayingfields.html","http://services.parliament.uk/bills/2015-16/localareareferendumdisposalofschoolplayingfields.html","1652","Local Area Referendum (Disposal of School Playing Fields)","2015-2016","Tom Pursglove","Local Area Referendum (Disposal of School Playing Fields)  Bill"
"http://data.parliament.uk/resources/393686","Presentation","2016-04-15","childvictimsofhumantraffickingcentralgovernmentresponsibility.html","http://services.parliament.uk/bills/2015-16/childvictimsofhumantraffickingcentralgovernmentresponsibility.html","1653","Child Victims of Human Trafficking (Central Government Responsibility)","2015-2016","Mr Peter Bone","Child Victims of Human Trafficking (Central Government Responsibility) Bill"
"http://data.parliament.uk/resources/393688","Presentation","2016-04-15","eumembershipauditofcostsandbenefits.html","http://services.parliament.uk/bills/2015-16/eumembershipauditofcostsandbenefits.html","1655","EU Membership (Audit of Costs and Benefits)","2015-2016","Mr Peter Bone","EU Membership (Audit of Costs and Benefits) Bill"
"http://data.parliament.uk/resources/393692","Presentation","2016-04-15","foreignnationaloffendersexclusionfromtheuk.html","http://services.parliament.uk/bills/2015-16/foreignnationaloffendersexclusionfromtheuk.html","1659","Foreign National Offenders (Exclusion from the UK)","2015-2016","Mr Peter Bone","Foreign National Offenders (Exclusion from the UK) Bill"
"http://data.parliament.uk/resources/393696","Presentation","2016-04-15","nationalhealthservice.html","http://services.parliament.uk/bills/2015-16/nationalhealthservice.html","1663","National Health Service","2015-2016","Caroline Lucas","National Health Service Bill"
"http://data.parliament.uk/resources/393630","HoL Private","2016-04-06","successiontopeerages.html","http://services.parliament.uk/bills/2015-16/successiontopeerages.html","1596","Succession to Peerages","2015-2016","Lord Trefgarne","Succession to Peerages Bill [HL]"
"http://data.parliament.uk/resources/393626","Government","2016-03-31","childcare.html","http://services.parliament.uk/bills/2015-16/childcare.html","1592","Childcare","2015-2016","Lord Nash","Childcare Bill [HL]"
"http://data.parliament.uk/resources/393626","Government","2016-03-31","childcare.html","http://services.parliament.uk/bills/2015-16/childcare.html","1592","Childcare","2015-2016","Nicky Morgan","Childcare Bill [HL]"
"http://data.parliament.uk/resources/393709","Government","2016-03-31","welfarereformandwork.html","http://services.parliament.uk/bills/2015-16/welfarereformandwork.html","1676","Welfare Reform and Work","2015-2016","Iain Duncan Smith","Welfare Reform and Work Bill"
"http://data.parliament.uk/resources/393709","Government","2016-03-31","welfarereformandwork.html","http://services.parliament.uk/bills/2015-16/welfarereformandwork.html","1676","Welfare Reform and Work","2015-2016","Lord Freud","Welfare Reform and Work Bill"
"http://data.parliament.uk/resources/434272","Ten Minute Rule","2016-03-31","unitedkingdomborderscontrolandsovereignty.html","http://services.parliament.uk/bills/2015-16/unitedkingdomborderscontrolandsovereignty.html","1695","United Kingdom Borders (Control and Sovereignty)","2015-2016","Andrew Rosindell","United Kingdom Borders (Control and Sovereignty) Bill"
"http://data.parliament.uk/resources/434292","Ten Minute Rule","2016-03-31","houseoflordsparliamentarystandardsetc.html","http://services.parliament.uk/bills/2015-16/houseoflordsparliamentarystandardsetc.html","1715","House of Lords (Parliamentary Standards Etc)","2015-2016","Sir Edward Leigh","House of Lords (Parliamentary Standards Etc) Bill"
"http://data.parliament.uk/resources/434295","Ten Minute Rule","2016-03-31","protectionoffamilyhomesenforcementandpermitteddevelopment.html","http://services.parliament.uk/bills/2015-16/protectionoffamilyhomesenforcementandpermitteddevelopment.html","1718","Protection of Family Homes (Enforcement and Permitted Development)","2015-2016","Steve McCabe","Protection of Family Homes (Enforcement and Permitted Development) Bill"
"http://data.parliament.uk/resources/393612","Government","2016-03-24","scotland.html","http://services.parliament.uk/bills/2015-16/scotland.html","1571","Scotland","2015-2016","David Mundell","Scotland Bill"
"http://data.parliament.uk/resources/393612","Government","2016-03-24","scotland.html","http://services.parliament.uk/bills/2015-16/scotland.html","1571","Scotland","2015-2016","Lord Dunlop","Scotland Bill"
"http://data.parliament.uk/resources/393613","Government","2016-03-24","charitiesprotectionandsocialinvestment.html","http://services.parliament.uk/bills/2015-16/charitiesprotectionandsocialinvestment.html","1574","Charities (Protection and Social Investment)","2015-2016","Lord Bridges of Headley","Charities (Protection and Social Investment) Bill [HL]"
"http://data.parliament.uk/resources/393613","Government","2016-03-24","charitiesprotectionandsocialinvestment.html","http://services.parliament.uk/bills/2015-16/charitiesprotectionandsocialinvestment.html","1574","Charities (Protection and Social Investment)","2015-2016","Matthew Hancock","Charities (Protection and Social Investment) Bill [HL]"
"http://data.parliament.uk/resources/393632","Government","2016-03-24","educationandadoption.html","http://services.parliament.uk/bills/2015-16/educationandadoption.html","1598","Education and Adoption","2015-2016","Lord Nash","Education and Adoption Bill"
"http://data.parliament.uk/resources/393632","Government","2016-03-24","educationandadoption.html","http://services.parliament.uk/bills/2015-16/educationandadoption.html","1598","Education and Adoption","2015-2016","Nicky Morgan","Education and Adoption Bill"
"http://data.parliament.uk/resources/393665","Ballot","2016-03-24","accesstomedicaltreatmentsinnovation.html","http://services.parliament.uk/bills/2015-16/accesstomedicaltreatmentsinnovation.html","1632","Access to Medical Treatments (Innovation)","2015-2016","Chris Heaton-Harris","Access to Medical Treatments (Innovation) Bill"
"http://data.parliament.uk/resources/393665","Ballot","2016-03-24","accesstomedicaltreatmentsinnovation.html","http://services.parliament.uk/bills/2015-16/accesstomedicaltreatmentsinnovation.html","1632","Access to Medical Treatments (Innovation)","2015-2016","Lord Saatchi","Access to Medical Treatments (Innovation) Bill"
"http://data.parliament.uk/resources/393668","Ballot","2016-03-24","nhscharitabletrustsetc.html","http://services.parliament.uk/bills/2015-16/nhscharitabletrustsetc.html","1635","NHS (Charitable Trusts Etc)","2015-2016","Baroness Massey of Darwen","NHS (Charitable Trusts Etc) Bill"
"http://data.parliament.uk/resources/393668","Ballot","2016-03-24","nhscharitabletrustsetc.html","http://services.parliament.uk/bills/2015-16/nhscharitabletrustsetc.html","1635","NHS (Charitable Trusts Etc)","2015-2016","Wendy Morton","NHS (Charitable Trusts Etc) Bill"
"http://data.parliament.uk/resources/393670","Ballot","2016-03-24","riotcompensation.html","http://services.parliament.uk/bills/2015-16/riotcompensation.html","1637","Riot Compensation","2015-2016","Lord Trefgarne","Riot Compensation Bill"
"http://data.parliament.uk/resources/393670","Ballot","2016-03-24","riotcompensation.html","http://services.parliament.uk/bills/2015-16/riotcompensation.html","1637","Riot Compensation","2015-2016","Mike Wood","Riot Compensation Bill"
"http://data.parliament.uk/resources/457655","Government","2016-03-24","supplyandappropriationanticipationandadjustments.html","http://services.parliament.uk/bills/2015-16/supplyandappropriationanticipationandadjustments.html","1751","Supply and Appropriation (Anticipation and Adjustments)","2015-2016","Mr David Gauke","Supply and Appropriation (Anticipation and Adjustments) Bill"
"http://data.parliament.uk/resources/485859","Ten Minute Rule","2016-03-23","taxiandprivatehirevehicleoperatorsregulation.html","http://services.parliament.uk/bills/2015-16/taxiandprivatehirevehicleoperatorsregulation.html","1759","Taxi and Private Hire Vehicle Operators (Regulation)","2015-2016","Wes Streeting","Taxi and Private Hire Vehicle Operators (Regulation) Bill"
"http://data.parliament.uk/resources/393681","Ballot","2016-03-18","mentalhealthindependentadvocacy.html","http://services.parliament.uk/bills/2015-16/mentalhealthindependentadvocacy.html","1648","Mental Health (Independent Advocacy) (England)","2015-2016","Mr Geoffrey Cox","Mental Health (Independent Advocacy) (England) Bill"
"http://data.parliament.uk/resources/434279","Ten Minute Rule","2016-03-18","nofaultdivorce.html","http://services.parliament.uk/bills/2015-16/nofaultdivorce.html","1702","No Fault Divorce","2015-2016","Mr Richard Bacon","No Fault Divorce Bill"
"http://data.parliament.uk/resources/459507","Presentation","2016-03-18","laserpensregulationofsaleownershipandusage.html","http://services.parliament.uk/bills/2015-16/laserpensregulationofsaleownershipandusage.html","1755","Laser Pens (Regulation of Sale, Ownership and Usage)","2015-2016","Rehman Chishti","Laser Pens (Regulation of Sale, Ownership and Usage) Bill"
"http://data.parliament.uk/resources/480711","HoL Private","2016-03-18","cleanneighbourhoodsandenvironmentamendment.html","http://services.parliament.uk/bills/2015-16/cleanneighbourhoodsandenvironmentamendment.html","1758","Clean Neighbourhoods and Environment (Amendment)","2015-2016","Lord Selsdon","Clean Neighbourhoods and Environment (Amendment) Bill [HL]"
"http://data.parliament.uk/resources/459506","Ten Minute Rule","2016-03-15","criminaloffencesmisuseofdigitaltechnologiesandservicesconsolidation.html","http://services.parliament.uk/bills/2015-16/criminaloffencesmisuseofdigitaltechnologiesandservicesconsolidation.html","1754","Criminal Offences (Misuse of Digital Technologies and Services) (Consolidation)","2015-2016","Liz Saville Roberts","Criminal Offences (Misuse of Digital Technologies and Services) (Consolidation) Bill"
"http://data.parliament.uk/resources/393618","HoL Private","2016-03-14","accessiblesportsgrounds.html","http://services.parliament.uk/bills/2015-16/accessiblesportsgrounds.html","1583","Accessible Sports Grounds","2015-2016","Ian C. Lucas","Accessible Sports Grounds Bill [HL]"
"http://data.parliament.uk/resources/393618","HoL Private","2016-03-14","accessiblesportsgrounds.html","http://services.parliament.uk/bills/2015-16/accessiblesportsgrounds.html","1583","Accessible Sports Grounds","2015-2016","Lord Faulkner of Worcester","Accessible Sports Grounds Bill [HL]"
"http://data.parliament.uk/resources/393623","HoL Private","2016-03-14","arbitrationandmediationservicesequality.html","http://services.parliament.uk/bills/2015-16/arbitrationandmediationservicesequality.html","1588","Arbitration and Mediation Services (Equality)","2015-2016","Baroness Cox","Arbitration and Mediation Services (Equality) Bill [HL]"
"http://data.parliament.uk/resources/393623","HoL Private","2016-03-14","arbitrationandmediationservicesequality.html","http://services.parliament.uk/bills/2015-16/arbitrationandmediationservicesequality.html","1588","Arbitration and Mediation Services (Equality)","2015-2016","Fiona Bruce","Arbitration and Mediation Services (Equality) Bill [HL]"
"http://data.parliament.uk/resources/393638","HoL Private","2016-03-14","gamblingcategorisationanduseofb2gamingmachines.html","http://services.parliament.uk/bills/2015-16/gamblingcategorisationanduseofb2gamingmachines.html","1604","Gambling (Categorisation and Use of B2 Gaming Machines)","2015-2016","Lord Clement-Jones","Gambling (Categorisation and Use of B2 Gaming Machines) Bill [HL]"
"http://data.parliament.uk/resources/393675","Ballot","2016-03-14","ondemandaudiovisualservicesaccessibilityforpeoplewithdisabilitiesaffectinghearingorsightorboth.html","http://services.parliament.uk/bills/2015-16/ondemandaudiovisualservicesaccessibilityforpeoplewithdisabilitiesaffectinghearingorsightorboth.html","1642","On-demand Audiovisual Services (Accessibility for People with Disabilities affecting Hearing or Sight or both)","2015-2016","Lilian Greenwood","On-demand Audiovisual Services (Accessibility for People with Disabilities affecting Hearing or Sight or both) Bill"
"http://data.parliament.uk/resources/393680","Ballot","2016-03-14","crowntenancies.html","http://services.parliament.uk/bills/2015-16/crowntenancies.html","1647","Crown Tenancies","2015-2016","Mark Pawsey","Crown Tenancies  Bill"
"http://data.parliament.uk/resources/393693","Presentation","2016-03-14","railways.html","http://services.parliament.uk/bills/2015-16/railways.html","1660","Railways","2015-2016","Caroline Lucas","Railways Bill"
"http://data.parliament.uk/resources/393708","Ten Minute Rule","2016-03-14","footballgovernancesupportersparticipation.html","http://services.parliament.uk/bills/2015-16/footballgovernancesupportersparticipation.html","1675","Football Governance (Supporters’ Participation)","2015-2016","Clive Efford","Football Governance (Supporters’ Participation) Bill"
"http://data.parliament.uk/resources/393711","Presentation","2016-03-14","healthservicescommissioningequalityandaccountabilityno2.html","http://services.parliament.uk/bills/2015-16/healthservicescommissioningequalityandaccountabilityno2.html","1678","Health Services Commissioning (Equality and Accountability) (No. 2)","2015-2016","Rehman Chishti","Health Services Commissioning (Equality and Accountability) (No. 2) Bill"
"http://data.parliament.uk/resources/393718","Ten Minute Rule","2016-03-14","personalsocialhealthandeconomiceducationstatutoryrequirement.html","http://services.parliament.uk/bills/2015-16/personalsocialhealthandeconomiceducationstatutoryrequirement.html","1686","Personal, Social, Health and Economic Education (Statutory Requirement)","2015-2016","Caroline Lucas","Personal, Social, Health and Economic Education (Statutory Requirement) Bill"
"http://data.parliament.uk/resources/434270","Ten Minute Rule","2016-03-14","foodwastereduction.html","http://services.parliament.uk/bills/2015-16/foodwastereduction.html","1693","Food Waste (Reduction)","2015-2016","Kerry McCarthy","Food Waste (Reduction) Bill"
"http://data.parliament.uk/resources/434278","Presentation","2016-03-14","negligenceanddamages.html","http://services.parliament.uk/bills/2015-16/negligenceanddamages.html","1701","Negligence and Damages","2015-2016","Andy McDonald","Negligence and Damages Bill"
"http://data.parliament.uk/resources/434281","Ten Minute Rule","2016-03-14","perinatalmentalillnessnhsfamilyservices.html","http://services.parliament.uk/bills/2015-16/perinatalmentalillnessnhsfamilyservices.html","1704","Perinatal Mental Illness (NHS Family Services)","2015-2016","Rehman Chishti","Perinatal Mental Illness (NHS Family Services) Bill"
"http://data.parliament.uk/resources/434282","Ten Minute Rule","2016-03-14","victimsofcrimeetcrightsentitlementsandrelatedmatters.html","http://services.parliament.uk/bills/2015-16/victimsofcrimeetcrightsentitlementsandrelatedmatters.html","1705","Victims of Crime Etc (Rights, Entitlements and Related Matters)","2015-2016","Keir Starmer","Victims of Crime Etc (Rights, Entitlements and Related Matters) Bill"
"http://data.parliament.uk/resources/434283","Presentation","2016-03-14","sugarinfoodanddrinkstargetslabellingandadvertising.html","http://services.parliament.uk/bills/2015-16/sugarinfoodanddrinkstargetslabellingandadvertising.html","1706","Sugar in Food and Drinks (Targets, Labelling and Advertising)","2015-2016","Geraint Davies","Sugar in Food and Drinks (Targets, Labelling and Advertising) Bill"
"http://data.parliament.uk/resources/434284","Ten Minute Rule","2016-03-14","civilpartnershipact2004amendment.html","http://services.parliament.uk/bills/2015-16/civilpartnershipact2004amendment.html","1707","Civil Partnership Act 2004 (Amendment)","2015-2016","Tim Loughton","Civil Partnership Act 2004 (Amendment) Bill"
"http://data.parliament.uk/resources/434285","Ten Minute Rule","2016-03-14","benefitsanctionsregimeentitlementtoautomatichardshippayments.html","http://services.parliament.uk/bills/2015-16/benefitsanctionsregimeentitlementtoautomatichardshippayments.html","1708","Benefit Sanctions Regime (Entitlement to Automatic Hardship Payments)","2015-2016","Ms Tasmina Ahmed-Sheikh","Benefit Sanctions Regime (Entitlement to Automatic Hardship Payments) Bill"
"http://data.parliament.uk/resources/434289","Presentation","2016-03-14","marriageandcivilpartnershipregistrationmothersnames.html","http://services.parliament.uk/bills/2015-16/marriageandcivilpartnershipregistrationmothersnames.html","1712","Marriage and Civil Partnership Registration (Mothers' Names)","2015-2016","Christina Rees","Marriage and Civil Partnership Registration (Mothers' Names) Bill"
"http://data.parliament.uk/resources/434290","Presentation","2016-03-14","coronersandjusticeact2009dutytoinvestigateamendment.html","http://services.parliament.uk/bills/2015-16/coronersandjusticeact2009dutytoinvestigateamendment.html","1713","Coroners and Justice Act 2009 (Duty to Investigate) (Amendment)","2015-2016","Ann Coffey","Coroners and Justice Act 2009 (Duty to Investigate) (Amendment) Bill"
"http://data.parliament.uk/resources/436872","Presentation","2016-03-14","frackingmeasurementandregulationofimpactsairwaterandgreenhousegasemissions.html","http://services.parliament.uk/bills/2015-16/frackingmeasurementandregulationofimpactsairwaterandgreenhousegasemissions.html","1725","Fracking (Measurement and Regulation of Impacts) (Air, Water and Greenhouse Gas Emissions)","2015-2016","Geraint Davies","Fracking (Measurement and Regulation of Impacts) (Air, Water and Greenhouse Gas Emissions) Bill"
"http://data.parliament.uk/resources/439143","Ten Minute Rule","2016-03-14","freeschoolmealsautomaticregistrationofeligiblechildren.html","http://services.parliament.uk/bills/2015-16/freeschoolmealsautomaticregistrationofeligiblechildren.html","1728","Free School Meals (Automatic Registration of Eligible Children)","2015-2016","Frank Field","Free School Meals (Automatic Registration of Eligible Children) Bill"
"http://data.parliament.uk/resources/443106","Ten Minute Rule","2016-03-14","mesotheliomaamendmentno2.html","http://services.parliament.uk/bills/2015-16/mesotheliomaamendmentno2.html","1731","Mesothelioma (Amendment) (No. 2)","2015-2016","Mike Kane","Mesothelioma (Amendment) (No. 2) Bill"
"http://data.parliament.uk/resources/445197","Ten Minute Rule","2016-03-14","englishnationalanthem.html","http://services.parliament.uk/bills/2015-16/englishnationalanthem.html","1734","English National Anthem","2015-2016","Toby Perkins","English National Anthem Bill"
"http://data.parliament.uk/resources/446941","Ten Minute Rule","2016-03-14","transportofnuclearweapons.html","http://services.parliament.uk/bills/2015-16/transportofnuclearweapons.html","1736","Transport of Nuclear Weapons","2015-2016","Owen Thompson","Transport of Nuclear Weapons Bill"
"http://data.parliament.uk/resources/450885","Ten Minute Rule","2016-03-14","automaticelectoralregistrationno2.html","http://services.parliament.uk/bills/2015-16/automaticelectoralregistrationno2.html","1741","Automatic Electoral Registration (No. 2)","2015-2016","Siobhain McDonagh","Automatic Electoral Registration (No. 2) Bill"
"http://data.parliament.uk/resources/452755","Ten Minute Rule","2016-03-14","wildanimalsincircusesprohibition.html","http://services.parliament.uk/bills/2015-16/wildanimalsincircusesprohibition.html","1746","Wild Animals in Circuses (Prohibition)","2015-2016","Will Quince","Wild Animals in Circuses (Prohibition) Bill"
"http://data.parliament.uk/resources/454697","Ten Minute Rule","2016-03-14","airqualitydieselemissionsinurbancentres.html","http://services.parliament.uk/bills/2015-16/airqualitydieselemissionsinurbancentres.html","1747","Air Quality (Diesel Emissions in Urban Centres)","2015-2016","Geraint Davies","Air Quality (Diesel Emissions in Urban Centres) Bill"
"http://data.parliament.uk/resources/393617","HoL Private","2016-03-11","regulationofpoliticalopinionpolling.html","http://services.parliament.uk/bills/2015-16/regulationofpoliticalopinionpolling.html","1582","Regulation of Political Opinion Polling","2015-2016","Lord Foulkes of Cumnock","Regulation of Political Opinion Polling Bill [HL]"
"http://data.parliament.uk/resources/393617","HoL Private","2016-03-11","regulationofpoliticalopinionpolling.html","http://services.parliament.uk/bills/2015-16/regulationofpoliticalopinionpolling.html","1582","Regulation of Political Opinion Polling","2015-2016","Mr Christopher Chope","Regulation of Political Opinion Polling Bill [HL]"
"http://data.parliament.uk/resources/393687","Presentation","2016-03-11","ovariancancerinformation.html","http://services.parliament.uk/bills/2015-16/ovariancancerinformation.html","1654","Ovarian Cancer (Information)","2015-2016","Mr Peter Bone","Ovarian Cancer (Information) Bill"
"http://data.parliament.uk/resources/393689","Presentation","2016-03-11","departmentofenergyandclimatechangeabolition.html","http://services.parliament.uk/bills/2015-16/departmentofenergyandclimatechangeabolition.html","1656","Department of Energy and Climate Change (Abolition)","2015-2016","Mr Peter Bone","Department of Energy and Climate Change (Abolition) Bill"
"http://data.parliament.uk/resources/393690","Presentation","2016-03-11","bbcprivatisation.html","http://services.parliament.uk/bills/2015-16/bbcprivatisation.html","1657","BBC Privatisation","2015-2016","Mr Peter Bone","BBC Privatisation Bill"
"http://data.parliament.uk/resources/393691","Presentation","2016-03-11","primeministertemporaryappointment.html","http://services.parliament.uk/bills/2015-16/primeministertemporaryappointment.html","1658","Prime Minister (Temporary Appointment)","2015-2016","Mr Peter Bone","Prime Minister (Temporary Appointment) Bill"
"http://data.parliament.uk/resources/393694","Presentation","2016-03-11","publicservicesownershipanduserinvolvement.html","http://services.parliament.uk/bills/2015-16/publicservicesownershipanduserinvolvement.html","1661","Public Services (Ownership and User Involvement)","2015-2016","Caroline Lucas","Public Services (Ownership and User Involvement) Bill"
"http://data.parliament.uk/resources/393720","Presentation","2016-03-11","constitutionalconventionno2.html","http://services.parliament.uk/bills/2015-16/constitutionalconventionno2.html","1688","Constitutional Convention (No. 2)","2015-2016","Mr Graham Allen","Constitutional Convention (No. 2) Bill"
"http://data.parliament.uk/resources/434274","Presentation","2016-03-11","internationaltradeagreementsscrutiny.html","http://services.parliament.uk/bills/2015-16/internationaltradeagreementsscrutiny.html","1697","International Trade Agreements (Scrutiny)","2015-2016","Geraint Davies","International Trade Agreements (Scrutiny) Bill"
"http://data.parliament.uk/resources/434286","Ten Minute Rule","2016-03-11","regulationofenforcementagentscollectionofcounciltaxarrears.html","http://services.parliament.uk/bills/2015-16/regulationofenforcementagentscollectionofcounciltaxarrears.html","1709","Regulation of Enforcement Agents (Collection of Council Tax Arrears)","2015-2016","Yvonne Fovargue","Regulation of Enforcement Agents (Collection of Council Tax Arrears) Bill"
"http://data.parliament.uk/resources/445196","Ten Minute Rule","2016-03-11","criminaldrivingjusticeforvictims.html","http://services.parliament.uk/bills/2015-16/criminaldrivingjusticeforvictims.html","1733","Criminal Driving (Justice for Victims)","2015-2016","Greg Mulholland","Criminal Driving (Justice for Victims) Bill"
"http://data.parliament.uk/resources/448452","Ten Minute Rule","2016-03-11","profitsharingandcompanygovernanceemployeesparticipation.html","http://services.parliament.uk/bills/2015-16/profitsharingandcompanygovernanceemployeesparticipation.html","1738","Profit-Sharing and Company Governance (Employees' Participation)","2015-2016","Gareth Thomas","Profit-Sharing and Company Governance (Employees' Participation) Bill"
"http://data.parliament.uk/resources/450546","Ten Minute Rule","2016-03-11","mobiletelecommunicationsnetworkcoveragecontractualobligations.html","http://services.parliament.uk/bills/2015-16/mobiletelecommunicationsnetworkcoveragecontractualobligations.html","1740","Mobile Telecommunications Network Coverage (Contractual Obligations)","2015-2016","Mr Alistair Carmichael","Mobile Telecommunications Network Coverage (Contractual Obligations) Bill"
"http://data.parliament.uk/resources/457147","Ten Minute Rule","2016-03-11","devolutionbankholidayswales.html","http://services.parliament.uk/bills/2015-16/devolutionbankholidayswales.html","1750","Devolution (Bank Holidays) (Wales)","2015-2016","Mr Mark Williams","Devolution (Bank Holidays) (Wales) Bill"
"http://data.parliament.uk/resources/457656","Ten Minute Rule","2016-03-11","employmentstatusreview.html","http://services.parliament.uk/bills/2015-16/employmentstatusreview.html","1752","Employment Status (Review)","2015-2016","Mr Jim Cunningham","Employment Status (Review) Bill"
"http://data.parliament.uk/resources/393676","Ballot","2016-03-08","highwaysimprovementtrafficregulationandtrafficmanagement.html","http://services.parliament.uk/bills/2015-16/highwaysimprovementtrafficregulationandtrafficmanagement.html","1643","Highways (Improvement, Traffic Regulation and Traffic Management)","2015-2016","Sir William Cash","Highways (Improvement, Traffic Regulation and Traffic Management) Bill"
"http://data.parliament.uk/resources/393719","Presentation","2016-03-08","criminalcasesreviewcommissionsupplementarypowers.html","http://services.parliament.uk/bills/2015-16/criminalcasesreviewcommissionsupplementarypowers.html","1687","Criminal Cases Review Commission (Supplementary Powers)","2015-2016","Andy McDonald","Criminal Cases Review Commission (Supplementary Powers) Bill"
"http://data.parliament.uk/resources/393699","Presentation","2016-03-07","illegalimmigrantscriminalsanctions.html","http://services.parliament.uk/bills/2015-16/illegalimmigrantscriminalsanctions.html","1666","Illegal Immigrants (Criminal Sanctions)","2015-2016","Mr Christopher Chope","Illegal Immigrants (Criminal Sanctions) Bill"
"http://data.parliament.uk/resources/393704","Presentation","2016-03-07","europeanparliamentelections.html","http://services.parliament.uk/bills/2015-16/europeanparliamentelections.html","1671","European Parliament Elections","2015-2016","Mr Christopher Chope","European Parliament Elections Bill"
"http://data.parliament.uk/resources/393721","Ten Minute Rule","2016-03-07","publicnuisancefromwindfarmsmandatoryliabilitycover.html","http://services.parliament.uk/bills/2015-16/publicnuisancefromwindfarmsmandatoryliabilitycover.html","1689","Public Nuisance from Wind Farms (Mandatory Liability Cover)","2015-2016","Mr David Davis","Public Nuisance from Wind Farms (Mandatory Liability Cover) Bill"
"http://data.parliament.uk/resources/393702","Presentation","2016-03-04","overseasvoters.html","http://services.parliament.uk/bills/2015-16/overseasvoters.html","1669","Overseas Voters","2015-2016","Mr Christopher Chope","Overseas Voters Bill"
"http://data.parliament.uk/resources/393624","HoL Private","2016-02-24","accesstopalliativecare.html","http://services.parliament.uk/bills/2015-16/accesstopalliativecare.html","1589","Access to Palliative Care","2015-2016","Baroness Finlay of Llandaff","Access to Palliative Care"
"http://data.parliament.uk/resources/434267","Presentation","2016-02-24","devolutionlondon.html","http://services.parliament.uk/bills/2015-16/devolutionlondon.html","1690","Devolution (London)","2015-2016","Gareth Thomas","Devolution (London)"
"http://data.parliament.uk/resources/434287","Ten Minute Rule","2016-02-24","planninglistedbuildingsandconservationareasact1990amendment.html","http://services.parliament.uk/bills/2015-16/planninglistedbuildingsandconservationareasact1990amendment.html","1710","Planning (Listed Buildings and Conservation Areas) Act 1990 (Amendment)","2015-2016","Bill Wiggin","Planning (Listed Buildings and Conservation Areas) Act 1990 (Amendment) Bill"
"http://data.parliament.uk/resources/439637","Presentation","2016-02-23","marriageregistration.html","http://services.parliament.uk/bills/2015-16/marriageregistration.html","1730","Marriage Registration","2015-2016","Mrs Caroline Spelman","Marriage Registration Bill"
